Date,ACFM ASIA
2002-05,747.1596660109947
2002-06,670.2786336859454
2002-07,633.6676718179851
2002-08,625.7870950550722
2002-09,583.0759284501564
2002-10,558.9524193798186
2002-11,581.0535278146453
2002-12,531.2181417568175
2003-01,504.284182501767
2003-02,498.1884922681009
2003-03,469.67870537468565
2003-04,460.77004202987285
2003-05,462.169871376959
2003-06,506.0761510296842
2003-07,543.6111370555691
2003-08,609.9595878227065
2003-09,601.5619576813799
2003-10,634.5652520447999
2003-11,600.0611002590451
2003-12,606.985950271534
2004-01,635.0861346040651
2004-02,641.2608652593985
2004-03,707.3646717672441
2004-04,686.2233709974925
2004-05,650.9031596818469
2004-06,677.3589625132187
2004-07,650.4193574946273
2004-08,655.1256335580558
2004-09,636.1248295380758
2004-10,634.1027725874172
2004-11,642.580492876756
2004-12,657.0798667523006
2005-01,674.0311072085212
2005-02,682.3185058787507
2005-03,677.4681900894135
2005-04,666.4392913238274
2005-05,698.7289005677146
2005-06,718.0734880281746
2005-07,735.8718988317132
2005-08,753.82292078747
2005-09,837.4662531570501
2005-10,819.2305714030443
2005-11,874.3859310848776
2005-12,943.0214827589252
2006-01,966.1170683448375
2006-02,978.2405245957278
2006-03,984.8776930577562
2006-04,985.7388439262522
2006-05,904.1330938728962
2006-06,901.0817889169723
2006-07,901.3989695457306
2006-08,917.8325496013348
2006-09,926.8012870638745
2006-10,939.9251622475693
2006-11,932.4635570544223
2006-12,966.518413975356
2007-01,981.269736910165
2007-02,988.5730800286912
2007-03,979.5441309278928
2007-04,957.5882620916041
2007-05,1002.8427395894548
2007-06,1017.3053503255212
2007-07,1032.3320659924166
2007-08,1013.2341284062044
2007-09,1035.5405720247575
2007-10,1065.749687202878
2007-11,1000.0000000000003
2007-12,980.382664633011
2008-01,881.3685059139633
2008-02,885.3429847736635
2008-03,806.1538385519956
2008-04,883.5381157713435
2008-05,884.4488211176134
2008-06,793.023774675457
2008-07,782.6643375454663
2008-08,786.0184473370555
2008-09,712.6899804209478
2008-10,642.0317038654634
2008-11,621.8489566504967
2008-12,617.6054137353034
2009-01,627.9704055497564
2009-02,569.4807713258779
2009-03,582.1583091624764
2009-04,657.3864466397517
2009-05,694.8039450061049
2009-06,706.2605501878325
2009-07,756.8933342860793
2009-08,751.7582169129414
2009-09,761.6121490899675
2009-10,742.927707556207
2009-11,735.8890039097842
2009-12,789.7958974079702
2010-01,797.7806773869838
2010-02,819.2864412269262
2010-03,876.8829775724612
2010-04,900.8944730379862
2010-05,896.0185793617532
2010-06,896.4266511857736
2010-07,882.8132721700855
2010-08,889.7375108391892
2010-09,895.322562660639
2010-10,900.1395101592246
2010-11,962.8365924237809
2010-12,994.9191686229818
2011-01,969.0792314153565
2011-02,962.5726587030936
2011-03,925.1060132600221
2011-04,904.7315453641481
2011-05,919.9748028421169
2011-06,906.4759018864701
2011-07,935.2800031721999
2011-08,848.9183397661807
2011-09,839.6843311506402
2011-10,856.1517874831391
2011-11,829.2481049137774
2011-12,865.8063935514039
2012-01,925.8324386767458
2012-02,956.6227992853243
2012-03,950.6143334734558
2012-04,942.7500965224837
2012-05,915.7199246727753
2012-06,927.8255480396202
2012-07,959.5658154920169
2012-08,932.1370277934092
2012-09,958.7815341605017
2012-10,942.6806598628542
2012-11,963.5083500773364
2012-12,989.1155939504347
2013-01,985.1588509732449
2013-02,1034.2431903217139
2013-03,1064.3976694499963
2013-04,1088.1476392589805
2013-05,1070.2528669895355
2013-06,1043.1551859612316
2013-07,1034.0865044259606
2013-08,1022.5249103410576
2013-09,1064.3200518582876
2013-10,1083.5893899621806
2013-11,1090.635726239885
2013-12,1075.7676710605235
2014-01,1050.6826519386152
2014-02,1041.5015427119006
2014-03,1043.55634667553
2014-04,1028.8524952211126
2014-05,1087.7854275938323
2014-06,1124.0712552116288
2014-07,1176.8216122985423
2014-08,1188.0427749234757
2014-09,1196.003540102555
2014-10,1211.0703668042163
2014-11,1220.8254536556512
2014-12,1235.755314886483
2015-01,1357.2844794878986
2015-02,1417.43015744751
2015-03,1494.7934961680307
2015-04,1511.5747497400146
2015-05,1532.5734494638405
2015-06,1467.0122352543117
2015-07,1433.807088914086
2015-08,1302.9224833426479
2015-09,1252.6948229678337
2015-10,1379.5542026558371
2015-11,1410.8918313268646
2015-12,1371.1173500616683
2016-01,1267.4827881393826
2016-02,1239.5220637720663
2016-03,1278.5090216055046
2016-04,1293.584391275284
2016-05,1315.2155162667098
2016-06,1322.0557018934758
2016-07,1387.2852730900213
2016-08,1420.6637293020954
2016-09,1431.6995891967774
2016-10,1464.4363293007525
2016-11,1473.136441540944
2016-12,1472.819945204301
2017-01,1509.6325776747206
2017-02,1571.1526665026001
2017-03,1587.0542094691164
2017-04,1584.8642522320768
2017-05,1592.3724182086075
2017-06,1591.993329717759
2017-07,1600.3332757719809
2017-08,1599.0002590100949
2017-09,1621.6377505274609
2017-10,1722.5616065083348
2017-11,1711.4292619223706
2017-12,1731.04262072267
2018-01,1773.350794895443
2018-02,1748.3071955584862
2018-03,1704.61271491564
2018-04,1746.8153284805844
2018-05,1786.5716029399002
2018-06,1718.5988863300229
2018-07,1726.768750881402
2018-08,1728.31556066413
2018-09,1741.2530698790858
2018-10,1610.1727147664224
2018-11,1661.727056379127
2018-12,1573.7856095788698
2019-01,1674.2679928996117
2019-02,1707.615011412335
2019-03,1754.4844663943618
2019-04,1787.478418450885
2019-05,1678.5573262201976
2019-06,1731.704164010793
2019-07,1754.7523317803868
2019-08,1721.7744069177425
2019-09,1787.0236179190688
2019-10,1827.7119797450698
2019-11,1856.2730251500498
2019-12,1910.215232003655
2020-01,1873.1701471038846
2020-02,1786.2906672210493
2020-03,1608.6480817404724
2020-04,1732.6656075670749
2020-05,1735.1529868477635
2020-06,1803.534271631732
2020-07,1791.5031760946256
2020-08,1861.2645976069166
2020-09,1888.8489168117621
2020-10,1923.051625482451
2020-11,2053.920046556004
2020-12,2125.4146956891796
2021-01,2188.3436663786556
2021-02,2220.0452000907285
2021-03,2265.142478647439
2021-04,2234.829217572548
2021-05,2230.3198268277242
2021-06,2296.2135822316654
2021-07,2174.0639420607636
2021-08,2240.4176012654393
2021-09,2244.7979601431175
2021-10,2239.5001307318485
2021-11,2225.357627762919
2021-12,2237.556388202542
2022-01,2183.436823551146
2022-02,2137.7215727107273
2022-03,2117.2768544939295
2022-04,2088.4814090237387
2022-05,2074.386672880288
2022-06,2006.1431331632448
2022-07,2081.519151399025
2022-08,2092.1635193183274
2022-09,1893.2258718383316
2022-10,1821.9710988977686
2022-11,2017.1862017762724
2022-12,1946.1879282742452
2023-01,2055.998616499573
2023-02,1984.095553446549
2023-03,2009.193845868764
2023-04,1953.6963009230458
2023-05,2013.8521385874737
2023-06,2032.7377858006114
2023-07,2112.3110759016336
