Date,EFM LATIN AMERICA & CARIBBEAN INDEX
2009-05,1000.0
2009-06,988.0257426230186
2009-07,1065.5747627823532
2009-08,1075.845603042922
2009-09,1182.5480805517304
2009-10,1191.4296911127606
2009-11,1268.6642222645478
2009-12,1355.0720602512215
2010-01,1275.328852799184
2010-02,1352.6745899623247
2010-03,1461.0927699993128
2010-04,1482.0133255340697
2010-05,1467.911534844512
2010-06,1422.1578075698092
2010-07,1496.660546917563
2010-08,1501.3483206060405
2010-09,1544.9688126593649
2010-10,1567.625590180355
2010-11,1617.777988690756
2010-12,1669.5589162705078
2011-01,1561.8982904429965
2011-02,1579.714060716858
2011-03,1591.8134436415942
2011-04,1530.0399696476513
2011-05,1537.7929144601403
2011-06,1520.5241394905127
2011-07,1482.019754429625
2011-08,1398.9940130704724
2011-09,1239.1273011410126
2011-10,1399.0992062046464
2011-11,1364.0691317955143
2011-12,1392.2281442735998
2012-01,1555.132004090137
2012-02,1597.518426447696
2012-03,1553.669953524121
2012-04,1502.4502997566312
2012-05,1397.4090583661418
2012-06,1413.9835275580485
2012-07,1476.4118959927805
2012-08,1435.0128266600716
2012-09,1460.2364794248808
2012-10,1443.7510793817223
2012-11,1415.2113739881324
2012-12,1487.701892944246
2013-01,1499.9268774012633
2013-02,1513.17996239798
2013-03,1541.6270824448331
2013-04,1498.2006652105886
2013-05,1419.595310517752
2013-06,1288.4815424725496
2013-07,1249.2779569132824
2013-08,1219.8550198092069
2013-09,1290.6140711442467
2013-10,1347.0586215796004
2013-11,1287.6269088393624
2013-12,1240.8536709620853
2014-01,1146.4934958964773
2014-02,1141.6969812933291
2014-03,1246.041107952958
2014-04,1272.7315586189923
2014-05,1293.2394886928837
2014-06,1343.3650764892568
2014-07,1389.9139060549098
2014-08,1521.0251067395193
2014-09,1378.074302423812
2014-10,1388.4760783319223
2014-11,1331.9615874978508
2014-12,1247.0172769611165
2015-01,1254.785924110414
2015-02,1318.3436708211786
2015-03,1277.5589134613847
2015-04,1348.5088148607433
2015-05,1281.279309659401
2015-06,1272.041164444642
2015-07,1175.314899531513
2015-08,1039.191817896569
2015-09,961.1997082338671
2015-10,1037.5799878509447
2015-11,1038.451065369554
2015-12,967.0794552171944
2016-01,928.4536513754005
2016-02,960.8358980272162
2016-03,1096.1933448648315
2016-04,1155.427694366586
2016-05,1063.9837445537862
2016-06,1185.6375791858377
2016-07,1241.1032441849563
2016-08,1254.0493058916084
2016-09,1234.6588690371213
2016-10,1387.9920220207105
2016-11,1282.9246342729937
2016-12,1301.0838341213762
2017-01,1370.4575254677916
2017-02,1442.7997074135544
2017-03,1446.7353382143167
2017-04,1422.8238522672905
2017-05,1349.7787253392842
2017-06,1337.6650697907667
2017-07,1393.9658593800038
2017-08,1449.5832608299522
2017-09,1485.3816337880032
2017-10,1458.6330930950717
2017-11,1381.5030755461992
2017-12,1435.1235181366706
2018-01,1558.3365102063924
2018-02,1533.7930385697368
2018-03,1505.8591847816294
2018-04,1511.5613344705837
2018-05,1340.377000483923
2018-06,1288.7478301415354
2018-07,1406.9451704378776
2018-08,1289.292916445834
2018-09,1352.1856228798608
2018-10,1431.9500848448963
2018-11,1405.0581844264318
2018-12,1379.529684921613
2019-01,1582.0137353428267
2019-02,1531.8409053954647
2019-03,1511.713613868199
2019-04,1518.0447338486379
2019-05,1504.2128753213462
2019-06,1562.906951888051
2019-07,1600.7556974239621
2019-08,1487.1517901242562
2019-09,1541.726171258834
2019-10,1573.7171356064775
2019-11,1527.0178803832687
2019-12,1656.1419689919746
2020-01,1583.70433857287
2020-02,1405.3459440194226
2020-03,922.0832797431211
2020-04,982.1909413583098
2020-05,1030.1688177612518
2020-06,1073.9661141716304
2020-07,1131.8415318721204
2020-08,1049.7613672232483
2020-09,1015.9622341676522
2020-10,1011.2573152074214
2020-11,1200.3677016458992
2020-12,1313.7453151267953
2021-01,1234.2754221113646
2021-02,1198.606654261932
2021-03,1295.5577657006113
2021-04,1311.9960062208752
2021-05,1395.4602042817678
2021-06,1477.7168527417366
2021-07,1418.0324694622545
2021-08,1436.637933023886
2021-09,1312.3249736306682
2021-10,1245.0264620675612
2021-11,1242.6096207751145
2021-12,1304.2205002726766
2022-01,1420.7784556580884
2022-02,1486.6420647371233
2022-03,1697.3498495517804
2022-04,1558.5148378609738
2022-05,1661.3862800533655
2022-06,1413.829672972117
2022-07,1511.4481480832621
2022-08,1575.6663678533896
2022-09,1564.9009749142062
2022-10,1701.3597738492008
2022-11,1641.8146488336615
2022-12,1521.8939220405653
2023-01,1643.6562050968437
2023-02,1579.1037412270932
2023-03,1555.3976921403955
2023-04,1572.2220380624306
2023-05,1616.1668311984183
2023-06,1770.471200428512
2023-07,1842.5123059802647
