Date,EM ASEAN
2008-07,1687.6498776030228
2008-08,1696.5019101832313
2008-09,1548.843969333433
2008-10,1243.5249997315389
2008-11,1191.4257599521377
2008-12,1208.2028144623441
2009-01,1259.2874926990855
2009-02,1225.7350665563622
2009-03,1242.2827647630133
2009-04,1485.0218337561082
2009-05,1540.353573014232
2009-06,1636.9920331789297
2009-07,1829.8316287231585
2009-08,1812.125624838386
2009-09,1916.581309053007
2009-10,1891.2432510104447
2009-11,1895.8651820846053
2009-12,2056.0238752050523
2010-01,2094.9588103997735
2010-02,2144.3443227306625
2010-03,2397.7722484530773
2010-04,2523.09435621677
2010-05,2567.9678659627925
2010-06,2683.8527526017615
2010-07,2668.4508703582183
2010-08,2844.551917928957
2010-09,2940.158620227494
2010-10,2959.688649534061
2010-11,3029.7604500692833
2010-12,3081.3279374241124
2011-01,2848.480694214733
2011-02,2890.483517352351
2011-03,3027.2045370036326
2011-04,3019.8802944740187
2011-05,3081.8251980287996
2011-06,3073.723437166789
2011-07,3262.5610624595047
2011-08,3014.750258949792
2011-09,2864.73740902033
2011-10,3056.77959122534
2011-11,3018.0572168553654
2011-12,3236.615265751054
2012-01,3387.371265058575
2012-02,3457.528327794092
2012-03,3495.811034819075
2012-04,3538.653863574579
2012-05,3484.4602112314597
2012-06,3508.318978317976
2012-07,3748.268178212225
2012-08,3628.6756259692756
2012-09,3709.975718245605
2012-10,3743.461349236703
2012-11,3686.190262968434
2012-12,3774.32372874993
2013-01,3707.9045322174716
2013-02,4038.4447957392435
2013-03,4178.996061821918
2013-04,4205.493959257483
2013-05,4186.961876307736
2013-06,4007.0612704401456
2013-07,3789.4122985443223
2013-08,3444.0659064531233
2013-09,3470.2300380807837
2013-10,3698.940321968884
2013-11,3449.2428499894886
2013-12,3333.6003866579895
2014-01,3344.7371307269905
2014-02,3471.4082754594992
2014-03,3589.8175288076354
2014-04,3647.9829480931953
2014-05,3712.6788477997843
2014-06,3767.5203998707957
2014-07,3956.1097820670484
2014-08,4085.4183103738615
2014-09,4158.569107449912
2014-10,4191.964903605367
2014-11,4162.710319091427
2014-12,4111.628365899337
2015-01,4429.353652863994
2015-02,4552.004858319118
2015-03,4724.154455585946
2015-04,4452.970575536907
2015-05,4426.251310734061
2015-06,4190.176449193164
2015-07,4081.2919060029944
2015-08,3619.9509301464773
2015-09,3413.8730410628687
2015-10,3707.5523451844974
2015-11,3833.423062511685
2015-12,3723.6534902091485
2016-01,3792.88649779055
2016-02,3850.8044265127573
2016-03,3996.8562061278303
2016-04,3917.3102205052105
2016-05,3914.1900942824464
2016-06,4125.872592039823
2016-07,4241.465702301196
2016-08,4333.48551996047
2016-09,4207.40988607016
2016-10,4269.015296238102
2016-11,4038.7787550204694
2016-12,4160.509229486598
2017-01,4170.955165116585
2017-02,4295.020979888022
2017-03,4421.04640055587
2017-04,4470.466383084364
2017-05,4411.32506889008
2017-06,4385.547827371268
2017-07,4291.456650578644
2017-08,4301.211777089272
2017-09,4378.609068677336
2017-10,4478.398369824993
2017-11,4418.116790792063
2017-12,4665.138954370953
2018-01,4737.595318432869
2018-02,4781.42675717287
2018-03,4621.60513097486
2018-04,4627.740405950584
2018-05,4555.736000891536
2018-06,4251.673377152499
2018-07,4475.162015100969
2018-08,4565.889935884331
2018-09,4526.290427321588
2018-10,4399.622424562821
2018-11,4550.507664397507
2018-12,4509.177556580382
2019-01,4797.753436535723
2019-02,4772.454049628223
2019-03,4800.974913485073
2019-04,4847.332288345777
2019-05,4795.341277430816
2019-06,4963.658924690678
2019-07,5025.583861274616
2019-08,4916.58650389713
2019-09,4892.414841906998
2019-10,4833.858102296916
2019-11,4803.610309068272
2019-12,4877.503364423549
2020-01,4654.901570072992
2020-02,4235.141431859603
2020-03,3425.969586454281
2020-04,3815.184003777307
2020-05,3904.3171057498353
2020-06,4028.874400677044
2020-07,3900.57037162747
2020-08,3814.460607094037
2020-09,3622.4508311265995
2020-10,3712.690610805024
2020-11,4144.604630658558
2020-12,4222.872169400229
2021-01,4129.783859653818
2021-02,4186.977837967892
2021-03,4246.649973973229
2021-04,4168.602572311842
2021-05,4117.6024058419225
2021-06,4097.874508647719
2021-07,3870.680277203037
2021-08,4267.3207340406625
2021-09,4225.317267577222
2021-10,4416.567165615198
2021-11,4375.661668557244
2021-12,4465.420530126626
2022-01,4522.401063585647
2022-02,4725.459396063139
2022-03,4792.141178176556
2022-04,4948.109240864293
2022-05,4839.663954989334
2022-06,4499.5012356815205
2022-07,4670.156067274437
2022-08,4919.637593194054
2022-09,4711.102210756976
2022-10,4770.566159455157
2022-11,4908.8586484368525
2022-12,4738.851264540266
2023-01,4824.746937932635
2023-02,4653.157048549691
2023-03,4691.667752222272
2023-04,4650.363073839603
2023-05,4636.870148986383
2023-06,4487.593391590622
2023-07,4691.648220116696
