Date,EM ASEAN
1998-12,1000.0
1999-01,1032.4676860237018
1999-02,1015.6062290427077
1999-03,1082.378607083538
1999-04,1501.264437090725
1999-05,1546.4140598698455
1999-06,1833.850863003193
1999-07,1549.8329224232948
1999-08,1444.662415936676
1999-09,1224.6319311359887
1999-10,1443.601034741076
1999-11,1466.2277559924453
1999-12,1695.5944779375852
2000-01,1618.0745181690572
2000-02,1352.4956971739891
2000-03,1424.0389691908779
2000-04,1372.4041409300225
2000-05,1078.307424410156
2000-06,986.3570767679327
2000-07,932.0523767363757
2000-08,992.8353500520727
2000-09,870.2636411635922
2000-10,917.2787681614675
2000-11,892.8391583921808
2000-12,781.1728738235561
2001-01,887.8916171050677
2001-02,873.4396744084721
2001-03,805.3781128409868
2001-04,738.9532590202309
2001-05,776.8519952444037
2001-06,802.7823794773473
2001-07,837.3815015703011
2001-08,858.5813771289453
2001-09,749.1266133809746
2001-10,724.1961547485465
2001-11,780.4459938559899
2001-12,834.7332613893698
2002-01,947.2074209573656
2002-02,949.8121005293931
2002-03,1001.1826743029409
2002-04,1015.5920096910347
2002-05,961.7975417169331
2002-06,876.0217302435349
2002-07,861.8964655856898
2002-08,845.0087276669238
2002-09,764.4605205028585
2002-10,772.9901950863286
2002-11,762.8589892886016
2002-12,741.8436958389257
2003-01,743.2157442298321
2003-02,723.7995724372491
2003-03,711.1353374268556
2003-04,718.1463799181198
2003-05,742.3646956402674
2003-06,807.4921090129545
2003-07,844.0811049499009
2003-08,900.9356617583661
2003-09,887.2938401614265
2003-10,971.3239618102494
2003-11,921.4751493596083
2003-12,976.1439345331033
2004-01,1000.9987534224055
2004-02,1042.220963661563
2004-03,1035.9938175843329
2004-04,1041.0529714646757
2004-05,977.1348748535037
2004-06,989.823223306709
2004-07,1014.6654885840796
2004-08,996.5746249215758
2004-09,1029.827111335504
2004-10,1024.0543288585957
2004-11,1071.7479397446475
2004-12,1056.7267774294528
2005-01,1144.765417091567
2005-02,1150.5507204901485
2005-03,1112.1415278322534
2005-04,1099.6517959481232
2005-05,1152.3025868018806
2005-06,1196.6242548850146
2005-07,1258.3180551529115
2005-08,1196.0998424022396
2005-09,1255.1023664749591
2005-10,1222.787022565761
2005-11,1256.562392405975
2005-12,1317.6027938671884
2006-01,1381.6454190281006
2006-02,1417.2298057074747
2006-03,1440.6437445635127
2006-04,1488.2274956346369
2006-05,1357.9609693846076
2006-06,1326.8666254620366
2006-07,1391.3720156743498
2006-08,1428.3055639549193
2006-09,1481.879729538126
2006-10,1545.5492520054545
2006-11,1613.8157685736564
2006-12,1644.3983087474828
2007-01,1734.8065679528047
2007-02,1712.4624529008056
2007-03,1771.2260918832678
2007-04,1841.701228896944
2007-05,1961.6641724270426
2007-06,1983.1289622846575
2007-07,2074.524757052573
2007-08,1939.374266810353
2007-09,2019.947129379804
2007-10,2203.733443514601
2007-11,2110.0931206211626
2007-12,2198.5791410963006
2008-01,2105.3256297293324
2008-02,2152.1188502024033
2008-03,1901.393695409584
2008-04,1920.0725553188963
2008-05,1904.3923554685232
2008-06,1727.1415045058834
