Date,ACWI ex USA
1998-12,100.0
1999-01,103.2882161031954
1999-02,104.4615601555559
1999-03,111.34630051260298
1999-04,119.3080795779941
1999-05,115.35018486868286
1999-06,122.00773085665924
1999-07,120.3194643409807
1999-08,122.33709098836509
1999-09,122.1579481968673
1999-10,128.3823731358781
1999-11,139.37044257767022
1999-12,153.35498497179634
2000-01,148.59128573033638
2000-02,155.07792077843288
2000-03,161.89759945961836
2000-04,160.51900640642137
2000-05,153.68918788989467
2000-06,155.0262189602467
2000-07,154.04050739884258
2000-08,162.53160430618234
2000-09,154.6645280459913
2000-10,155.90540232720946
2000-11,144.9937409530936
2000-12,139.02882256755873
2001-01,142.4648160995117
2001-02,132.66226106577255
2001-03,128.2498929616639
2001-04,136.57879709764978
2001-05,138.90997373604512
2001-06,133.74773851069352
2001-07,126.52737654291383
2001-08,118.84802794271717
2001-09,105.96550479265214
2001-10,110.14401361201095
2001-11,115.86966884166429
2001-12,118.0149836192226
2002-01,116.83143345076152
2002-02,117.11501231546225
2002-03,122.42985736532772
2002-04,119.30037491817245
2002-05,116.32037817254775
2002-06,105.28551536026785
2002-07,95.72273643463507
2002-08,95.69973260663244
2002-09,84.90461885412705
2002-10,89.27427527954919
2002-11,93.14867012519348
2002-12,85.44519463267288
2003-01,80.59471558639149
2003-02,78.64676848398732
2003-03,76.17406682596484
2003-04,81.65853138222298
2003-05,82.41819838603523
2003-06,86.75008036070035
2003-07,90.86544520494682
2003-08,95.9298949467296
2003-09,92.97199780666257
2003-10,99.17316313116432
2003-11,98.27547817642215
2003-12,100.52455310295964
2004-01,103.7049654052777
2004-02,106.32453657686587
2004-03,108.16270312724413
2004-04,107.43727693491483
2004-05,105.79999950022952
2004-06,108.4930374284178
2004-07,106.44232625573706
2004-08,106.29262007302871
2004-09,107.3516734446824
2004-10,108.46137632533893
2004-11,111.01496315668322
2004-12,113.20931374886615
2005-01,116.01350369450685
2005-02,119.55302083090747
2005-03,118.78898321940379
2005-04,116.64013069082431
2005-05,122.71332728477746
2005-06,127.51147906669782
2005-07,131.7807988963496
2005-08,133.4829076105354
2005-09,143.18589581265005
2005-10,138.88335073789884
2005-11,145.841986612805
2005-12,152.7809323349476
2006-01,158.75631607008535
2006-02,161.22552802378684
2006-03,163.45477435269916
2006-04,165.1281761338871
2006-05,154.47416212877167
2006-06,155.02010403337925
2006-07,156.91270074040764
2006-08,160.86853046289613
2006-09,162.662975026937
2006-10,168.01321814411762
2006-11,167.65090588520417
2006-12,173.78024262005013
2007-01,177.00634684806292
2007-02,175.18952459182464
2007-03,178.74147596317883
2007-04,182.45930960282348
2007-05,190.09177654077868
2007-06,191.01323378622223
2007-07,187.9226131512646
2007-08,185.7973182729337
2007-09,189.89642736202717
2007-10,197.087126160409
2007-11,185.52532045524916
2007-12,183.56921068962194
2008-01,163.72979063496913
2008-02,164.31304001974647
2008-03,154.02771299705813
2008-04,166.4106422349602
2008-05,169.60500826997944
2008-06,153.57853788074434
2008-07,149.53831320157386
2008-08,151.10572466582823
2008-09,134.63634387108323
2008-10,116.31636736229322
2008-11,109.56219847889278
2008-12,105.73084826061947
2009-01,104.5783863022101
2009-02,95.7058054352272
2009-03,98.9409564256473
2009-04,112.7686725182342
2009-05,120.0209776054454
2009-06,119.81813438456712
2009-07,130.16686744391527
2009-08,133.3823951048921
2009-09,137.7047118264313
2009-10,134.7435159118656
2009-11,136.24414286296468
2009-12,145.60358731881786
2010-01,142.96921066031774
2010-02,145.63479773807163
2010-03,156.95121992223167
2010-04,158.42128460037753
2010-05,153.78991010690615
2010-06,152.12351888334297
2010-07,155.98274879367483
2010-08,155.5311267111319
2010-09,159.23217561097692
2010-10,161.74543260091696
2010-11,166.0716909760678
2010-12,173.78720168862793
2011-01,171.7569798730897
2011-02,175.01635054469526
2011-03,170.01879513484513
2011-04,170.69601632457844
2011-05,171.27853541803557
2011-06,167.42243931076604
2011-07,166.66806422497862
2011-08,152.1212901493873
2011-09,145.1340087323666
2011-10,154.33014056564
2011-11,151.78357095162264
2011-12,155.66397639986698
2012-01,164.8748217431083
2012-02,170.45286982416226
2012-03,168.95192646177628
2012-04,167.46398481031372
2012-05,159.08969725837855
2012-06,164.2142168769437
2012-07,171.6565004008201
2012-08,171.25849611142874
2012-09,174.1249727329867
2012-10,173.56862486940273
2012-11,176.24552585163923
2012-12,179.9254551689055
2013-01,181.89596061835837
2013-02,186.90711967199522
2013-03,190.76448188749598
2013-04,192.8134049138852
2013-05,191.78753289573802
2013-06,182.9897056060623
2013-07,187.01498359041702
2013-08,185.76672581517943
2013-09,193.5807979717372
2013-10,199.84314141616392
2013-11,199.9182887560236
2013-12,199.31532512922408
2014-01,194.43668202370003
2014-02,199.43479040801975
2014-03,200.49151866732487
2014-04,202.06719786400984
2014-05,209.5274816657539
2014-06,212.41632024284013
2014-07,215.2568174456998
2014-08,219.90667826626768
2014-09,218.26763211041145
2014-10,217.9144382973131
2014-11,220.61903238161898
2014-12,219.17431512535725
2015-01,234.70603409634222
2015-02,248.7840494368895
2015-03,255.81466337006557
2015-04,257.7414111363061
2015-05,259.5488224369352
2015-06,248.3713828760729
2015-07,249.83140107456276
2015-08,227.55582220381817
2015-09,217.91812502238457
2015-10,236.62401510849705
2015-11,242.41351988357692
2015-12,231.31654654520773
2016-01,216.45690173255792
2016-02,213.16193255489668
2016-03,219.9245545682188
2016-04,224.76246678898832
2016-05,227.56280239291226
2016-06,224.67413935376499
2016-07,234.29720549681485
2016-08,236.77700025503555
2016-09,237.65627977068334
2016-10,240.16292557534325
2016-11,242.46930633047612
2016-12,250.18102467474873
2017-01,252.84581639538806
2017-02,261.29208446686715
2017-03,266.41304019751806
2017-04,267.4250416460894
2017-05,267.6424765509448
2017-06,264.8037398491106
2017-07,265.67661997606865
2017-08,264.9016770766887
2017-09,271.4483961755996
2017-10,280.68251581505433
2017-11,276.4987315311783
2017-12,280.77501982316244
2018-01,285.7425985550738
2018-02,278.1434404320548
2018-03,271.1867422979483
2018-04,280.6824198262518
2018-05,284.1059006065835
2018-06,278.8275490692303
2018-07,284.9699836011754
2018-08,280.63229210209016
2018-09,282.5142990436485
2018-10,266.0844297724449
2018-11,268.8345873551035
2018-12,254.31380589249073
2019-01,272.5463086247501
2019-02,280.04395202800134
2019-03,285.9286044131062
2019-04,294.26083979680106
2019-05,280.37271786398986
2019-06,291.0091159902687
2019-07,294.1426380608752
2019-08,288.26288066238254
2019-09,298.8189177895008
2019-10,302.2303593226747
2019-11,308.54969420051304
2019-12,316.3073683506138
2020-01,311.8189893961713
2020-02,289.7638565442102
2020-03,248.3069934626449
2020-04,267.7621678681541
2020-05,272.419715969327
2020-06,282.11200901781297
2020-07,280.0177121557706
2020-08,288.7733952211464
2020-09,287.3892551698224
2020-10,283.1399441330004
2020-11,312.84393284176315
2020-12,322.47207293842416
2021-01,325.53010819391466
2021-02,332.3188510867749
2021-03,347.7921988448696
2021-04,349.75911195523247
2021-05,355.37924639012306
2021-06,364.13698884931586
2021-07,358.26893902387974
2021-08,366.79949227066595
2021-09,361.87109158598804
2021-10,371.1401474987651
2021-11,364.45011305629856
2021-12,375.73608001352596
2022-01,367.16166213518954
2022-02,359.2355077990016
2022-03,363.54188601901035
2022-04,359.5886232917365
2022-05,357.01939804807427
2022-06,334.5177075297711
2022-07,354.85174261068204
2022-08,348.33920920271345
2022-09,321.9967011406407
2022-10,328.7479097244141
2022-11,352.8756531338359
2022-12,338.0332682648668
2023-01,359.1791148085265
2023-02,354.96945147718463
2023-03,355.3126398441512
2023-04,356.0089980503321
2023-05,355.61886459226304
2023-06,363.2778893376196
2023-07,374.2008267221519
