Date,EM EMEA
1998-12,100.0
1999-01,109.92586697619116
1999-02,115.08452012087638
1999-03,123.91479939982104
1999-04,137.47606799013406
1999-05,136.39519031467216
1999-06,147.49408895848808
1999-07,144.95501991957232
1999-08,146.2735717849985
1999-09,146.83416305361877
1999-10,152.2276420480171
1999-11,169.01662265990802
1999-12,200.9152688575554
2000-01,200.84427631554027
2000-02,211.62257343438247
2000-03,207.42652019864767
2000-04,206.8949104948274
2000-05,198.83335644575524
2000-06,190.58358775982995
2000-07,194.64204569455634
2000-08,209.4043389343361
2000-09,203.07583202065513
2000-10,197.17446160156564
2000-11,163.54834973035108
2000-12,169.98382790857914
2001-01,178.83350346277393
2001-02,162.73565231165827
2001-03,149.42704014167106
2001-04,167.67587797895084
2001-05,175.43103413935796
2001-06,169.51765464266364
2001-07,149.51688495346977
2001-08,143.89868791135692
2001-09,120.69504432530505
2001-10,131.27115514764364
2001-11,141.5993639104626
2001-12,145.64126491867
2002-01,156.6054958150399
2002-02,150.8813298255988
2002-03,156.53342460046446
2002-04,157.34536160509882
2002-05,159.25639284643887
2002-06,136.12723725809636
2002-07,123.01662228651533
2002-08,126.48490302266468
2002-09,122.69048583064605
2002-10,129.3539051837873
2002-11,140.74879759973618
2002-12,132.76892863661354
2003-01,126.27396762098049
2003-02,128.87104352055505
2003-03,122.13437186161079
2003-04,133.55607491260145
2003-05,136.18730928027077
2003-06,145.0882019580093
2003-07,150.30298728820893
2003-08,166.32032626246286
2003-09,160.6101563587792
2003-10,170.04282429360597
2003-11,173.47740466999429
2003-12,172.63765181812974
2004-01,178.74103842972949
2004-02,190.03398515897985
2004-03,201.83017388921655
2004-04,185.00895247157987
2004-05,185.81183995635934
2004-06,190.67414418769147
2004-07,189.12746183871363
2004-08,193.3077264603795
2004-09,202.55707548961254
2004-10,206.7953835886977
2004-11,215.9456282207863
2004-12,223.22494278291424
2005-01,229.9325252355577
2005-02,247.83400242438992
2005-03,232.53890683877734
2005-04,229.13609848346275
2005-05,240.17007909154188
2005-06,254.641039248253
2005-07,275.62140536508906
2005-08,289.5254748413383
2005-09,326.3918503705597
2005-10,305.86069536506295
2005-11,334.5178629646355
2005-12,356.9178505115374
2006-01,393.7644833923884
2006-02,398.23207690968513
2006-03,398.0731096196158
2006-04,408.2943578965111
2006-05,347.4740947955607
2006-06,341.00843095697775
2006-07,354.01379355430737
2006-08,359.87250769951396
2006-09,346.2687101798921
2006-10,365.88139837285723
2006-11,378.4187253140619
2006-12,396.70284709511475
2007-01,398.2380994518017
2007-02,389.6838720099626
2007-03,407.50390839662873
2007-04,413.63436708292585
2007-05,409.9057952268716
2007-06,422.895157737591
2007-07,429.7007047181279
2007-08,418.49628494971944
2007-09,434.5500648723008
2007-10,472.0350857652721
2007-11,452.00036729245056
2007-12,460.632134222065
2008-01,393.2397784811102
2008-02,407.1461123807434
2008-03,375.06468174055607
2008-04,405.3575204947703
2008-05,438.2169111081965
2008-06,400.8213751949275
2008-07,386.7024041884452
2008-08,370.85616747965616
2008-09,321.3120452398181
2008-10,249.3709112007026
2008-11,225.56807282998793
2008-12,215.12633218597813
2009-01,204.83832015100725
2009-02,198.2420945439562
2009-03,216.11317522255578
2009-04,250.64644058586987
2009-05,278.7767514473697
2009-06,272.26391494590325
2009-07,295.32304378433656
2009-08,303.0035457423591
2009-09,314.6788880820599
2009-10,316.2628590445878
2009-11,320.063380909134
2009-12,350.3829717080363
2010-01,359.3589983736607
2010-02,355.28775855225075
2010-03,394.74677320654314
2010-04,401.657706905056
2010-05,393.18069362013387
2010-06,378.21962792675015
2010-07,401.0811089682919
2010-08,398.4359553795134
2010-09,413.4107374415393
2010-10,419.889805113056
2010-11,430.8414494575144
2010-12,463.9078692233778
2011-01,433.39519909721014
2011-02,450.8301964892584
2011-03,461.0285961830612
2011-04,459.70750118934615
2011-05,447.4654496136683
2011-06,439.4294048295215
2011-07,441.3811373426551
2011-08,403.59790723572
2011-09,359.81678238505174
2011-10,387.3643779535465
2011-11,394.7192223954518
2011-12,382.6871666843692
2012-01,425.3059042832517
2012-02,449.0131102907576
2012-03,432.7114567421481
2012-04,429.8851201317134
2012-05,394.1541118435042
2012-06,416.8517210049171
2012-07,440.51399806469493
2012-08,435.5744614221962
2012-09,446.29661602682586
2012-10,436.6827229017798
2012-11,433.50559170213654
2012-12,461.40907148732543
2013-01,446.51780947183255
2013-02,447.46507892434687
2013-03,448.00534155160506
2013-04,434.8659795625254
2013-05,429.142897597768
2013-06,406.7446851778535
2013-07,408.3394825565917
2013-08,403.4259795455535
2013-09,427.49897937340023
2013-10,447.5222003430394
2013-11,430.30640474729427
2013-12,421.0576027071242
2014-01,390.08778454704714
2014-02,400.106427833411
2014-03,414.14173921648313
2014-04,405.2590472046667
2014-05,433.55993619417416
2014-06,435.82880456399994
2014-07,437.5800108788178
2014-08,446.41191948641267
2014-09,435.55540843309836
2014-10,445.9874690210837
2014-11,440.1644819412541
2014-12,408.8102980554788
2015-01,439.1660918770779
2015-02,463.2189712631523
2015-03,469.8824414776119
2015-04,488.7051498198729
2015-05,467.72615330927806
2015-06,462.1998834302226
2015-07,444.4157501841515
2015-08,406.5672941423494
2015-09,387.68389483799393
2015-10,412.9602487267803
2015-11,405.26833105042124
2015-12,365.8824080390198
2016-01,351.9040547263251
2016-02,357.42043978510264
2016-03,394.0536727298979
2016-04,407.10538079496115
2016-05,385.66220684014786
2016-06,399.66363783434167
2016-07,419.3143870582685
2016-08,409.9700765774346
2016-09,418.21801283287004
2016-10,428.1471284373936
2016-11,420.99435345934455
2016-12,454.0778590828205
2017-01,452.51523261561164
2017-02,460.70785495238226
2017-03,460.46300303613333
2017-04,472.09169995186494
2017-05,458.0969999370499
2017-06,441.7297418377722
2017-07,453.0150046332468
2017-08,469.0194839443022
2017-09,453.66551873014936
2017-10,465.08759856427
2017-11,470.0172798434639
2017-12,499.4308929969988
2018-01,510.95863536583363
2018-02,512.6858805301493
2018-03,483.4655071199342
2018-04,480.64731094110584
2018-05,468.7969244028301
2018-06,458.2541185445949
2018-07,479.56073361067723
2018-08,445.12670285259355
2018-09,454.1630132452352
2018-10,434.2128969345291
2018-11,454.18797833013656
2018-12,443.1207779219077
2019-01,489.18185929034206
2019-02,475.9827682521916
2019-03,476.3830842002712
2019-04,502.1955115260446
2019-05,486.68104925564813
2019-06,504.3449392439308
2019-07,513.406077562484
2019-08,481.2227672014146
2019-09,491.02474676110734
2019-10,493.33125940071494
2019-11,498.7089469754018
2019-12,524.6365043449905
2020-01,505.9778022125683
2020-02,449.1831283613792
2020-03,354.8220998786665
2020-04,394.3748818755825
2020-05,403.20206134335035
2020-06,412.8855359092319
2020-07,404.93166226864037
2020-08,405.71868364280715
