Date,EMU
1998-12,99.99999999999999
1999-01,102.77728891143785
1999-02,101.25033003008804
1999-03,103.25471882145875
1999-04,108.27850946288275
1999-05,104.94468180376771
1999-06,109.050865903654
1999-07,104.78124942837388
1999-08,108.4996253224875
1999-09,107.11546022122793
1999-10,113.07131721199862
1999-11,122.35261334960359
1999-12,139.7010390129748
2000-01,134.4440087286205
2000-02,149.0970485536082
2000-03,149.63536569495798
2000-04,149.47915510161377
2000-05,146.6322765566506
2000-06,145.96385125064458
2000-07,146.54192035585953
2000-08,149.06042894171134
2000-09,142.73497818102803
2000-10,146.78595818689973
2000-11,137.84673453791055
2000-12,136.63579517664513
2001-01,138.722296525522
2001-02,126.47427588948057
2001-03,121.63741277752833
2001-04,131.2033601261084
2001-05,128.56917547559212
2001-06,123.83625597841373
2001-07,120.38888504243019
2001-08,111.64286919754085
2001-09,97.3121381795672
2001-10,102.75287142972795
2001-11,108.50707217112782
2001-12,112.18403495398637
2002-01,109.56226294560022
2002-02,108.46872556920769
2002-03,113.89610478541309
2002-04,108.59989570503677
2002-05,104.64100897348719
2002-06,96.19506369300973
2002-07,83.19100848815002
2002-08,83.92196045423542
2002-09,69.21223876762407
2002-10,77.99546605539824
2002-11,82.74898691179281
2002-12,74.72756871919191
2003-01,70.67440584561454
2003-02,67.47281207146823
2003-03,64.62480373309481
2003-04,73.55761411577066
2003-05,74.7902016544179
2003-06,77.74387932653796
2003-07,81.3368449691198
2003-08,83.42003764381256
2003-09,78.85760539584739
2003-10,84.87974230159388
2003-11,86.60288118093533
2003-12,89.60456953539075
2004-01,92.56976168013824
2004-02,94.32543077988804
2004-03,91.66750010460235
2004-04,92.80723109067361
2004-05,92.57303188945312
2004-06,95.22314412704637
2004-07,92.54820681002971
2004-08,91.47065666257528
2004-09,93.52266945740543
2004-10,96.0565226333819
2004-11,98.85121202173441
2004-12,101.6377326869023
2005-01,103.69733176918793
2005-02,106.65575555317918
2005-03,106.30514213766502
2005-04,102.97071682331594
2005-05,109.10900408406496
2005-06,113.21326773855694
2005-07,118.24055464124127
2005-08,117.19915782937456
2005-09,122.75262882389896
2005-10,118.73860299118644
2005-11,123.47664373565215
2005-12,128.33799454652979
2006-01,133.60651969369312
2006-02,137.38852091256496
2006-03,141.35948884292722
2006-04,141.69117706576708
2006-05,135.32934762187088
2006-06,136.17131021495257
2006-07,137.64311465867152
2006-08,142.52792314373718
2006-09,146.3679077908407
2006-10,150.91957140458658
2006-11,151.4799091297921
2006-12,157.59250179625255
2007-01,161.00040092130757
2007-02,158.48955861899466
2007-03,163.27993245037115
2007-04,171.1343315275808
2007-05,178.56715908537873
2007-06,177.346568214321
2007-07,170.94302531996556
2007-08,169.9157229277291
2007-09,172.3737199776614
2007-10,177.74545897653755
2007-11,171.82865638728762
2007-12,171.05443315146252
2008-01,149.0069167190881
2008-02,147.30909690685894
2008-03,143.4363861272965
