Date,EMU
2008-04,152.39177643003794
2008-05,154.42752856486624
2008-06,136.41412955455905
2008-07,134.36644454078385
2008-08,136.01890985360012
2008-09,120.60084939740685
2008-10,101.6197040585234
2008-11,94.9833704414659
2008-12,95.19607948022758
2009-01,88.77466079271133
2009-02,79.11999310227687
2009-03,82.29018782378394
2009-04,95.60144178597173
2009-05,100.43628065011697
2009-06,98.7222056268072
2009-07,108.16983064897158
2009-08,114.23111468175578
2009-09,119.22074636205394
2009-10,113.98746905130545
2009-11,115.85684096125473
2009-12,122.4751272308058
2010-01,116.75371660852285
2010-02,114.63191037357116
2010-03,123.66952396029784
2010-04,120.75080134534029
2010-05,114.17260989779115
2010-06,112.95399891649566
2010-07,120.07789169579634
2010-08,115.55778299690908
2010-09,121.67453342735101
2010-10,126.19201041048908
2010-11,120.10332427773373
2010-12,126.49898884219198
2011-01,132.29846274486067
2011-02,134.88315781327563
2011-03,131.36684907441887
2011-04,136.36754253403774
2011-05,133.78008422381373
2011-06,132.65619935192
2011-07,125.20479958406608
2011-08,108.98743110583433
2011-09,102.72474609275766
2011-10,111.55848138842289
2011-11,108.96787580993421
2011-12,108.6856551611127
2012-01,114.59206100736776
2012-02,119.45357233983405
2012-03,119.37052708116252
2012-04,113.54255173198914
2012-05,106.00131470015052
2012-06,112.78554371333189
2012-07,116.12952672970266
2012-08,120.83832727131161
2012-09,122.4188788173927
2012-10,124.49163026574018
2012-11,128.00342286542266
2012-12,131.08297198022515
2013-01,135.1076933653502
2013-02,134.0164626445878
2013-03,134.18684531963575
2013-04,138.44262561615622
2013-05,143.39192878522752
2013-06,135.64851682384827
2013-07,144.2859697843299
2013-08,142.75851530364758
2013-09,151.35684256289647
2013-10,159.56618892172997
2013-11,161.7209110523362
2013-12,163.08716996898815
2014-01,159.5119223832702
2014-02,167.1479021790073
2014-03,167.6857959276917
2014-04,169.67960001859961
2014-05,174.55528348564616
2014-06,173.23018696473807
2014-07,167.40778131893686
2014-08,170.12808863233195
2014-09,171.56239954726928
2014-10,167.22692307787096
2014-11,175.24948051015357
2014-12,171.3671958480501
2015-01,184.08105824443143
2015-02,197.4920518408893
2015-03,203.47714862035397
2015-04,200.74530726587
2015-05,202.26330658989468
2015-06,194.42956463939728
2015-07,203.57433909875218
2015-08,186.44078184487682
2015-09,177.85039593502393
2015-10,195.1157193701531
2015-11,200.9085649709891
2015-12,189.44723969589282
2016-01,177.51540548316592
2016-02,172.16788946818258
2016-03,176.96983150655856
2016-04,179.38726495239476
2016-05,183.90580270341198
2016-06,173.02496597910334
2016-07,181.90805906648842
2016-08,184.39149347008095
2016-09,184.4640743184843
2016-10,186.93354774834353
2016-11,186.4040505200872
2016-12,199.3926211032325
2017-01,197.4469817959658
2017-02,202.70204025610713
2017-03,213.77416473712918
2017-04,218.86152557135043
2017-05,223.07216247565188
2017-06,217.54701009750076
2017-07,218.2866095434045
2017-08,217.31480112702263
2017-09,227.01064797060218
2017-10,232.55041114695734
2017-11,227.8632058625363
2017-12,225.91151641709044
2018-01,233.10034823500047
2018-02,224.38360921733096
2018-03,219.72178452777285
2018-04,230.82006314946656
2018-05,228.3676139857953
2018-06,226.50134829110328
2018-07,234.39121681354956
2018-08,228.193303107765
2018-09,227.60579686601136
2018-10,212.95202686114874
2018-11,211.17989621977992
2018-12,198.77995297832797
2019-01,211.36498827591575
2019-02,219.7183213884716
2019-03,222.69597277533998
2019-04,234.49723163826744
2019-05,221.57862026942476
2019-06,233.03787289327587
2019-07,233.44538600013172
2019-08,230.60725146911895
2019-09,239.2426073815511
2019-10,242.16122956087773
2019-11,248.63688563202342
2019-12,251.47931729445608
2020-01,247.20130544861865
2020-02,227.67688202271466
2020-03,188.5538904289763
2020-04,200.9426200146891
2020-05,210.79069607750768
2020-06,221.2795696663278
2020-07,218.29658154518074
2020-08,226.01568364815728
2020-09,221.94731183916744
2020-10,209.59269388209077
2020-11,245.44691694069354
2020-12,250.3247257158312
2021-01,247.05916188883373
2021-02,255.98470351079618
2021-03,272.95545714465266
2021-04,279.12021224439815
2021-05,286.65180920597015
2021-06,289.8028172950052
2021-07,293.6920171287951
2021-08,300.9220148360278
2021-09,291.1504173888539
2021-10,303.1767962816937
2021-11,293.2746241691543
2021-12,307.7658452333162
2022-01,297.1112736587088
2022-02,281.619238559924
2022-03,279.74671203351085
2022-04,274.6602024733399
2022-05,277.2881070892577
2022-06,251.87592705440747
2022-07,270.370688529681
2022-08,256.80091198975236
2022-09,240.63676883140218
2022-10,259.72661336069547
2022-11,281.49009199776526
2022-12,271.50619789970705
2023-01,297.7100442088024
2023-02,302.69066906756274
2023-03,304.9197546279909
2023-04,309.83957461854703
2023-05,303.250576933354
2023-06,314.9420798179617
2023-07,321.06668248675084
