Date,ACWI ex COLOMBIA
2019-02,3048.5265402585
2019-03,3132.316800426473
2019-04,3246.0516850780077
2019-05,3073.672650662174
2019-06,3205.975230338392
2019-07,3289.884918797438
2019-08,3248.819957958037
2019-09,3352.3508094854405
2019-10,3366.3103573435155
2019-11,3490.8856459860676
2019-12,3551.0488548944477
2020-01,3558.144909487307
2020-02,3301.1758046740524
2020-03,2861.0121397112903
2020-04,3174.6108836410194
2020-05,3263.8111767782175
2020-06,3337.1440294676327
2020-07,3338.554350049737
2020-08,3504.3148693226626
2020-09,3460.078596638977
2020-10,3399.4149762183265
2020-11,3719.530443309093
2020-12,3806.4008608562026
2021-01,3817.1287435622944
2021-02,3910.2294361118934
2021-03,4148.400335004613
2021-04,4229.038442128847
2021-05,4230.897681427059
2021-06,4420.899947610948
2021-07,4453.04399279814
2021-08,4586.517298643902
2021-09,4480.555967770842
2021-10,4717.347896187134
2021-11,4734.734659904195
2021-12,4875.40541831123
2022-01,4703.7460807763955
2022-02,4574.615362056824
2022-03,4720.608195045473
2022-04,4582.178034571395
2022-05,4520.804353566575
2022-06,4244.019030504186
2022-07,4656.8796300154145
2022-08,4550.196432057216
2022-09,4225.368801215182
2022-10,4441.975889157068
2022-11,4596.508964883118
2022-12,4261.76891821893
2023-01,4489.247673348055
2023-02,4467.336316685093
2023-03,4498.126412101187
2023-04,4492.329253900988
2023-05,4605.550040281471
2023-06,4763.689602194084
2023-07,4887.700044585963
