Date,ACWI ex COLOMBIA
1998-12,1000.0
1999-01,1054.629846316832
1999-02,1063.2800292434058
1999-03,1130.7918366288884
1999-04,1203.623285444318
1999-05,1178.990644410949
1999-06,1252.329546303159
1999-07,1201.238642348937
1999-08,1215.9952389570503
1999-09,1193.070143781862
1999-10,1269.3167104560798
1999-11,1365.8919323991447
1999-12,1485.9927035504104
2000-01,1439.471374991845
2000-02,1467.6198510166473
2000-03,1574.4162170333614
2000-04,1579.2791620929115
2000-05,1512.9154629492284
2000-06,1513.3160585756198
2000-07,1518.8704234286993
2000-08,1632.8848867751592
2000-09,1554.504525500802
2000-10,1586.0741673013333
2000-11,1448.556258743506
2000-12,1365.0091756079219
2001-01,1412.976586766653
2001-02,1308.7746430537559
2001-03,1269.9038519967985
2001-04,1358.495863530097
2001-05,1405.0574031644417
2001-06,1363.3113196052425
2001-07,1298.6570550676615
2001-08,1193.4238567296081
2001-09,1081.6408779415447
2001-10,1116.8748919815378
2001-11,1192.628229346425
2001-12,1210.4929742955132
2002-01,1217.6595292065485
2002-02,1202.9814880714998
2002-03,1246.6413088117704
2002-04,1168.6942782422873
2002-05,1128.8156710407643
2002-06,1002.669016661887
2002-07,925.3296192111529
2002-08,927.4373480350328
2002-09,819.4097259163511
2002-10,877.9177241269496
2002-11,921.8002403625849
2002-12,832.1358074250843
2003-01,789.689143203051
2003-02,772.775903226804
2003-03,760.4007456402846
2003-04,809.8991372717754
2003-05,813.1984766680542
2003-06,848.879822322134
2003-07,885.2947417859538
2003-08,929.1359787848852
2003-09,881.5802395229694
2003-10,936.709089141814
2003-11,922.3107979581724
2003-12,932.122570498974
2004-01,962.6247359239798
2004-02,980.2278435662005
2004-03,985.7608928915814
2004-04,987.349441445309
2004-05,977.4240447850549
2004-06,1000.8673810408677
2004-07,979.3684022761688
2004-08,976.5176933283284
2004-09,975.6477956845379
2004-10,976.1055113345153
2004-11,985.5463892667485
2004-12,1001.2115440155973
2005-01,1022.072534332796
2005-02,1038.9775960131728
2005-03,1038.1759311897847
2005-04,1022.8104644940822
2005-05,1090.1393773784744
2005-06,1123.55090017189
2005-07,1161.5410567888018
2005-08,1156.418483695116
2005-09,1215.4542565147403
2005-10,1190.7312612459132
2005-11,1254.36022483349
2005-12,1284.8315062480638
2006-01,1309.7561982332627
2006-02,1332.547363969242
2006-03,1341.0235836529478
2006-04,1331.8809709271432
2006-05,1255.8321953081
2006-06,1261.5374719120023
2006-07,1272.8890087190073
2006-08,1302.538577427179
2006-09,1331.9217989133338
2006-10,1371.7304717322222
2006-11,1358.8251722826826
2006-12,1396.7304247929492
2007-01,1431.797678672704
2007-02,1401.6437770617995
2007-03,1419.3784276828303
2007-04,1446.6580632093958
2007-05,1512.1592023838405
2007-06,1502.7638809507844
2007-07,1460.3391304138281
2007-08,1462.9527792026227
2007-09,1478.0910830573002
2007-10,1509.9329169294724
2007-11,1423.007280960894
2007-12,1413.2253938950146
2008-01,1281.53617505948
2008-02,1253.999663455993
2008-03,1184.2997800372034
2008-04,1273.3803897739576
2008-05,1297.08669274539
2008-06,1174.8168251271081
2008-07,1155.8444872326784
2008-08,1199.0709610619526
2008-09,1100.2025423260548
2008-10,977.5871721215275
2008-11,913.3122013215974
2008-12,864.3221902875376
2009-01,857.6996643144291
2009-02,781.2157660662699
2009-03,809.2873934410653
2009-04,907.304592547663
2009-05,934.9769517791585
2009-06,938.5494823508851
2009-07,1010.5969322003077
2009-08,1034.532125156582
2009-09,1062.5020656459872
2009-10,1036.6158540880322
2009-11,1061.0757608420859
2009-12,1133.6396338441236
2010-01,1119.7702241309817
2010-02,1155.4072986052508
2010-03,1240.8880126873828
2010-04,1265.5515824198933
2010-05,1242.4684939803094
2010-06,1206.6464652021118
2010-07,1227.1060561937527
2010-08,1214.2105416429504
2010-09,1238.95811067322
2010-10,1261.1345692894745
2010-11,1317.3144866738191
2010-12,1372.2807154880904
2011-01,1364.2365178536425
2011-02,1394.225290017379
2011-03,1356.1319865076828
2011-04,1350.984592832353
2011-05,1365.4818467429893
2011-06,1333.1257950342563
2011-07,1323.60186891544
2011-08,1224.957548210322
2011-09,1190.9039936417337
2011-10,1268.662398590588
2011-11,1275.8823752223097
2011-12,1320.7850525217111
2012-01,1386.256475848291
2012-02,1425.4611990119847
2012-03,1442.098484107028
2012-04,1435.1327075941767
2012-05,1399.8379333152134
2012-06,1432.0365192074457
2012-07,1496.3184213060422
2012-08,1494.5867928972777
2012-09,1511.1187712756612
2012-10,1490.5072398285392
2012-11,1504.7810344991485
2012-12,1518.6798327079448
2013-01,1543.4875834833244
2013-02,1603.1939881435685
2013-03,1662.9729378645343
2013-04,1667.225624736488
2013-05,1692.9741894545548
2013-06,1639.312468121111
2013-07,1682.0630898841741
2013-08,1659.2326388381757
2013-09,1700.4206751947627
2013-10,1761.6192625662939
2013-11,1784.865410130134
2013-12,1794.736136593542
2014-01,1761.0899391077414
2014-02,1803.4653116320683
2014-03,1815.977799361866
2014-04,1823.2047366772076
2014-05,1893.6586138409316
2014-06,1923.5896670015866
2014-07,1945.0659881385138
2014-08,2020.2405031468593
2014-09,2039.1915378296587
2014-10,2071.08184589965
2014-11,2117.4955964365254
2014-12,2140.4674036271604
2015-01,2260.020526615317
2015-02,2401.499992745414
2015-03,2470.7973698327432
2015-04,2437.821196128601
2015-05,2490.5412167952186
2015-06,2393.9799360862994
2015-07,2436.245618621248
2015-08,2238.5907158759114
2015-09,2166.691301890003
2015-10,2361.862060472295
2015-11,2451.2276544953825
2015-12,2341.198448600314
2016-01,2209.1579417066687
2016-02,2186.0491903353845
2016-03,2240.1741551398895
2016-04,2262.9961290013894
2016-05,2333.294173236867
2016-06,2325.092718970401
2016-07,2410.2791253799965
2016-08,2429.232931789451
2016-09,2423.3217060859943
2016-10,2442.758827829553
2016-11,2544.812829987702
2016-12,2615.649027045605
2017-01,2623.181384229949
2017-02,2743.965950709576
2017-03,2761.2550891564647
2017-04,2755.6186214853797
2017-05,2729.7486599607328
2017-06,2704.7212961500286
2017-07,2690.5847208796445
2017-08,2679.6795684001236
2017-09,2747.9558734350107
2017-10,2847.352903327001
2017-11,2837.038354938978
2017-12,2863.3583379745
2018-01,2916.25039559138
2018-02,2854.758978029248
2018-03,2772.1258415657885
2018-04,2850.2061725775466
2018-05,2956.3738417136537
2018-06,2940.8856955263036
2018-07,3024.132441235361
2018-08,3066.484888558646
2018-09,3086.350516964728
2018-10,2927.559424598926
2018-11,2973.909438717035
2018-12,2739.230279338919
2019-01,2945.210561935795
