Date,ACWI ex CHINA
2015-12,2339.218987696011
2016-01,2211.470179944984
2016-02,2189.4085363108034
2016-03,2241.5114748918463
2016-04,2265.363755518717
2016-05,2336.1340530679736
2016-06,2326.89053637949
2016-07,2412.5535777481623
2016-08,2426.9847567947854
2016-09,2419.708446328248
2016-10,2439.323262579348
2016-11,2542.6780795090617
2016-12,2618.422568133066
2017-01,2623.0249893359146
2017-02,2743.1832710638505
2017-03,2759.822248820826
2017-04,2753.276555498338
2017-05,2725.0086033014627
2017-06,2698.378200214976
2017-07,2679.1272780354475
2017-08,2664.8250706866916
2017-09,2733.5849552180653
2017-10,2830.466096996597
2017-11,2820.6476855476717
2017-12,2846.6214182641193
2018-01,2892.456911967696
2018-02,2834.0029436171526
2018-03,2753.32672616365
2018-04,2832.104751535036
2018-05,2935.701215658502
2018-06,2926.053219028085
2018-07,3015.0881599462223
2018-08,3062.4378823245474
2018-09,3084.386595444977
2018-10,2930.07078703898
2018-11,2970.613686576308
2018-12,2735.2111753590957
2019-01,2937.7711520947128
2019-02,3040.0342995821925
2019-03,3122.269335776202
2019-04,3237.0600050249154
2019-05,3074.437423663074
2019-06,3205.112339916236
2019-07,3290.0076954697024
2019-08,3251.273628879283
2019-09,3357.5971320141243
2019-10,3370.059330947506
2019-11,3495.6825641792593
2019-12,3549.2240260566164
2020-01,3562.07672853264
2020-02,3291.2026254422944
2020-03,2841.326424121444
2020-04,3159.243407066269
2020-05,3255.479225626854
2020-06,3319.3738233852628
2020-07,3313.8866881888885
2020-08,3479.2448979390224
2020-09,3434.377840825437
2020-10,3359.5604733328423
2020-11,3694.672898425578
2020-12,3784.941845619419
2021-01,3779.4041168505514
2021-02,3879.038669716404
2021-03,4135.8215620487
2021-04,4222.453468059883
2021-05,4225.960457839888
2021-06,4418.533558877668
2021-07,4483.356030105531
2021-08,4622.731110829534
2021-09,4517.864731445849
2021-10,4760.3905825440615
2021-11,4785.191759615204
2021-12,4941.12374820262
2022-01,4763.6326264407935
2022-02,4635.405919655421
2022-03,4801.7600312843115
2022-04,4654.151011337172
2022-05,4590.304041820454
2022-06,4282.810982836691
2022-07,4730.467276421345
2022-08,4615.349977881023
2022-09,4294.962244875433
2022-10,4550.378651521758
2022-11,4681.657260872528
2022-12,4326.668155760742
2023-01,4550.248009434741
2023-02,4541.826207565581
2023-03,4570.906138447198
2023-04,4576.105873361091
2023-05,4703.590386178208
2023-06,4867.87162052607
2023-07,4983.626406980616
