Date,EAFE + CANADA
1998-12,100.0
1999-01,103.44280600333246
1999-02,104.34718407642653
1999-03,110.5541751833768
1999-04,117.68085069857915
1999-05,113.38089267944379
1999-06,119.16573939603994
1999-07,118.15554418548092
1999-08,120.08932552145194
1999-09,120.42142969336864
1999-10,126.75542637242684
1999-11,136.96823499512055
1999-12,150.26890226358267
2000-01,144.62849391226703
2000-02,151.16679947675362
2000-03,158.3630320406152
2000-04,157.7010207344118
2000-05,151.2309517378219
2000-06,152.6745226162341
2000-07,151.9324868737033
2000-08,160.45007674326754
2000-09,153.3075168972388
2000-10,155.29296205174776
2000-11,145.14780850976422
2000-12,139.324210669147
2001-01,140.92364710318904
2001-02,131.23473216951868
2001-03,127.32462400032588
2001-04,135.8701128589231
2001-05,137.54591866472367
2001-06,132.15271236988366
2001-07,125.62853704949015
2001-08,117.80492693407324
2001-09,105.66989574351473
2001-10,109.45717246326294
2001-11,114.44775102635462
2001-12,115.82695310755484
2002-01,113.71274570123467
2002-02,113.87080752023193
2002-03,118.96327237557068
2002-04,115.92260183384298
2002-05,113.3719993546895
2002-06,102.92592304946727
2002-07,93.38357801466874
2002-08,93.23277848573102
2002-09,82.73210754634081
2002-10,86.9052034645618
2002-11,90.5116886094794
2002-12,83.03354734227976
2003-01,78.0840305835633
2003-02,76.24822609299373
2003-03,73.9162317789075
2003-04,79.28858312533727
2003-05,79.96768951318457
2003-06,83.94113065830743
2003-07,87.61942616183862
2003-08,92.15955577735495
2003-09,89.5099816844062
2003-10,95.28996352724839
2003-11,94.52155406840377
2003-12,96.72128233330989
2004-01,99.58039576609363
2004-02,101.8720943848108
2004-03,103.55579185053857
2004-04,103.46775767525014
2004-05,102.14017897799054
2004-06,104.92755585376962
2004-07,102.81643146172037
2004-08,102.30418676160504
2004-09,103.03920251177897
2004-10,104.22813263745644
2004-11,106.42114759098887
2004-12,108.4617302597204
2005-01,110.87886021601736
2005-02,113.760696641671
2005-03,113.5934306806381
2005-04,111.56563334597652
2005-05,116.97389660993055
2005-06,121.3017777321857
2005-07,124.81536660231751
2005-08,126.71291704673372
2005-09,135.18305342054106
2005-10,131.68795940959362
2005-11,137.3690802531718
2005-12,143.67824751571047
2006-01,148.4047749285758
2006-02,150.66810258050214
2006-03,153.2195448639356
2006-04,154.34028419410117
2006-05,145.78354284240723
2006-06,146.32117333338175
2006-07,148.00033113550333
2006-08,151.78599634632485
2006-09,153.28906723174805
2006-10,158.16377129741898
2006-11,156.87411839601057
2006-12,162.23174159532246
2007-01,165.6485950523183
2007-02,164.28210945790758
2007-03,167.2785206737845
2007-04,170.72934803187317
2007-05,177.21466567126132
2007-06,176.80881548599055
2007-07,172.05416624007472
2007-08,170.3047038127697
2007-09,172.56208395750343
2007-10,177.023709872983
2007-11,167.70278034928893
2007-12,165.21994362255072
2008-01,148.45969348108372
2008-02,147.46251615350226
2008-03,139.33127516451006
2008-04,149.8602243509299
2008-05,152.68112360284115
2008-06,138.92307188133373
2008-07,135.30880355476
2008-08,137.89117712806882
2008-09,123.71183549952846
2008-10,108.54445541871083
2008-11,102.64157644334327
2008-12,98.6512566462788
2009-01,97.04396984453899
2009-02,88.04004436788637
2009-03,89.81212429424927
2009-04,101.72925645916264
2009-05,107.44404091090456
2009-06,107.33675041614622
2009-07,116.18286635700494
2009-08,120.30424577062493
2009-09,123.01099934687112
2009-10,119.91892940520377
2009-11,120.79851431289832
2009-12,128.44396363680943
2010-01,126.38253707113535
2010-02,128.60718448193882
2010-03,138.14251772212228
2010-04,138.5953234079611
2010-05,133.80552172100766
2010-06,132.13900759648126
2010-07,135.7393289584408
2010-08,135.00482283244153
2010-09,137.77459941776854
2010-10,140.16081161315014
2010-11,143.35506245473
2010-12,150.3245850030512
2011-01,150.28847455264128
2011-02,154.74548348135147
2011-03,147.66614445033755
2011-04,149.07103633623336
2011-05,149.4904575821485
2011-06,146.16022992006674
2011-07,145.06449286482783
2011-08,132.56270444592803
2011-09,128.02060697658194
2011-10,135.13608146393207
2011-11,133.58868371555909
2011-12,137.04468324403604
2012-01,143.27189901955896
2012-02,147.95529985406623
2012-03,147.61552362262435
2012-04,146.16533242523172
2012-05,138.8119718163722
2012-06,144.16751745141826
2012-07,150.43211443473467
2012-08,151.19329723363992
2012-09,152.6945451761758
2012-10,152.680632651705
2012-11,155.33813000100395
2012-12,157.9051804100171
2013-01,160.94555675469493
2013-02,165.48687921547275
2013-03,169.91421161528282
2013-04,173.22427384340386
2013-05,172.45506235117165
2013-06,165.55368675657593
2013-07,170.70524392860048
2013-08,169.71341693957135
2013-09,177.0484076475482
2013-10,182.21385505979282
2013-11,183.09054014125542
2013-12,183.6734153844283
2014-01,180.12786044313142
2014-02,185.52278467412467
2014-03,185.21274037864097
2014-04,187.1594644607489
2014-05,193.35141219384963
2014-06,195.51017645435132
2014-07,196.51583548232824
2014-08,199.80128201038056
2014-09,199.85321581214995
2014-10,198.31933166924426
2014-11,201.79329587159523
2014-12,201.04814354740031
2015-01,214.85270178358184
2015-02,229.09833952148173
2015-03,235.4780924583024
2015-04,235.64736394399753
2015-05,239.01793035827313
2015-06,228.57720360527705
2015-07,234.18952066932937
2015-08,214.12778952096122
2015-09,204.17504182450085
2015-10,221.8673437496074
2015-11,228.39701131511796
2015-12,218.1260446311459
2016-01,203.93921667568125
2016-02,200.32950125937086
2016-03,204.14613142862981
2016-04,209.86101807998517
2016-05,213.7255420192026
2016-06,207.75551951366654
2016-07,216.57892827264484
2016-08,217.6881165360915
2016-09,218.4718733562016
2016-10,219.64450012410796
2016-11,223.37082952634685
2016-12,232.0428017848755
2017-01,233.23420849199778
2017-02,239.98480770138852
2017-03,244.74503814784208
2017-04,245.66837161384942
2017-05,246.1405372349766
2017-06,242.984745052143
2017-07,242.07936021910038
2017-08,240.04971285204113
2017-09,247.7730608717337
2017-10,254.90983819923608
2017-11,251.6130703640204
2017-12,254.39287058477814
2018-01,256.6625181966305
2018-02,249.7463937413667
2018-03,243.62567439296646
2018-04,253.9458116767653
2018-05,258.1960012008479
2018-06,255.39741118368516
2018-07,261.1412106282523
2018-08,257.6883617944229
2018-09,260.2673152010866
2018-10,245.63350554270704
2018-11,245.63077735685627
2018-12,230.77966247204404
2019-01,246.3665863457533
2019-02,254.67677016598182
2019-03,259.8643294889286
2019-04,267.98577833247947
2019-05,257.12789377817734
2019-06,266.655992267524
2019-07,269.4899640498014
2019-08,265.813329261329
2019-09,276.1856615773497
2019-10,278.6511118812309
2019-11,285.521291044355
2019-12,289.46583046659674
2020-01,287.56898276405127
2020-02,264.41503178250355
2020-03,227.5840641500841
2020-04,244.07731597397807
2020-05,250.70831789291947
2020-06,256.9019324177657
2020-07,250.57028359241994
2020-08,260.57767936766635
2020-09,258.39682407219203
2020-10,249.9434300457953
2020-11,280.7769804253421
2020-12,287.04513026495556
2021-01,286.04542310873484
2021-02,293.6491761861488
2021-03,311.2892977033857
2021-04,313.7273596705256
2021-05,319.90479332568464
2021-06,326.5703532291585
2021-07,328.8127878709416
2021-08,335.64677524944796
2021-09,332.29942089732697
2021-10,342.78387705835985
2021-11,335.9916697184195
2021-12,349.515895381001
2022-01,338.961352386371
2022-02,333.0773702224041
2022-03,340.51219141249425
2022-04,335.8436413802942
2022-05,333.91787458976626
2022-06,310.0578612130143
2022-07,333.76311572754355
2022-08,322.69407863996395
2022-09,300.72911022228135
2022-10,314.5604468802365
2022-11,334.1681371670129
2022-12,320.9416041961244
2023-01,341.29568209921126
2023-02,341.4132238812477
2023-03,341.0770426953302
2023-04,345.5204390819532
2023-05,342.635860966893
2023-06,350.85429110546704
2023-07,358.4748551488389
