Date,ACWI ex UK
1998-12,100.0
1999-01,105.8605711196669
1999-02,106.205455904978
1999-03,113.01682003430534
1999-04,120.36516313253908
1999-05,118.07019737844956
1999-06,125.96120857362801
1999-07,120.62396355003021
1999-08,122.11224046153022
1999-09,119.87694191362924
1999-10,127.88442789473253
1999-11,137.89402042396068
1999-12,150.42511799132868
2000-01,146.36760036475587
2000-02,149.70439014358544
2000-03,160.4062843048893
2000-04,160.83155007191274
2000-05,154.05418066691715
2000-06,154.46743877986876
2000-07,154.5443317429125
2000-08,166.4098894460383
2000-09,158.00664524445628
2000-10,160.85545793335712
2000-11,146.87147704252095
2000-12,137.75139565200726
2001-01,143.19798345578923
2001-02,132.36273874206103
2001-03,128.1118419921521
2001-04,137.18184147394436
2001-05,142.2144234327287
2001-06,138.07832317775066
2001-07,131.2632022112708
2001-08,120.14909248764141
2001-09,108.55865123181329
2001-10,112.12043037940177
2001-11,120.22577849119541
2001-12,121.83527272370306
2002-01,122.76587825400777
2002-02,121.25222916887658
2002-03,125.63875838530839
2002-04,117.31819672479742
2002-05,113.54423828003043
2002-06,100.61525244456058
2002-07,92.64863950352034
2002-08,93.01036210003262
2002-09,82.10670941620022
2002-10,87.92264783244465
2002-11,92.58336186563284
2002-12,83.30228333255958
2003-01,79.47281590256807
2003-02,77.75558568342682
2003-03,76.48531065245975
2003-04,81.33322595939998
2003-05,81.63531397234067
2003-06,85.32211802113736
2003-07,89.14395419890354
2003-08,93.87583968972626
2003-09,88.7865558043833
2003-10,94.26545497845038
2003-11,92.66942465574066
2003-12,93.53380445129805
2004-01,96.81913949056194
2004-02,98.28819056123602
2004-03,99.05709944942777
2004-04,99.03468039081173
2004-05,97.88782248782778
2004-06,100.46091674621955
2004-07,98.0525478741319
2004-08,97.77567472387385
2004-09,97.56878933254895
2004-10,97.61808127244562
2004-11,98.4588110626992
2004-12,100.09710516441211
2005-01,102.0135243893543
2005-02,103.5412845514278
2005-03,103.52055579008112
2005-04,101.8544610309073
2005-05,108.92931596406741
2005-06,112.20247596336813
2005-07,116.29248417123087
2005-08,115.48453462635847
2005-09,121.55856763467784
2005-10,119.14078239834869
2005-11,125.97081284138841
2005-12,128.97757463075695
2006-01,131.33846470564433
2006-02,133.70824843798096
2006-03,134.4502758452292
2006-04,133.1585355570166
2006-05,125.25637058251522
2006-06,125.6751953591396
2006-07,126.57844430993902
2006-08,129.55916792864687
2006-09,132.73999169172018
2006-10,136.52345869274953
2006-11,135.3034375832359
2006-12,139.03652717728656
2007-01,142.71721713930106
2007-02,139.65331482376735
2007-03,141.2223882594357
2007-04,143.9280988888979
2007-05,150.6870453660547
2007-06,149.49185172771737
2007-07,145.44200296261866
2007-08,145.79595251408705
2007-09,147.57795250473305
2007-10,150.42747282081783
2007-11,141.93477952922797
2007-12,141.20675397254666
2008-01,128.16170553844253
2008-02,125.39631479802249
2008-03,118.51840570925822
2008-04,127.33873299892423
2008-05,130.00883209935944
2008-06,117.50289293727165
2008-07,115.79789763821672
2008-08,120.26524131080716
2008-09,110.64806546215908
2008-10,98.20993617442821
2008-11,91.75104396975027
2008-12,87.36749308244148
2009-01,86.50099899971235
2009-02,78.66283013372525
2009-03,81.81209479134002
2009-04,91.67079155951807
2009-05,94.1723153806551
2009-06,94.60497801200792
2009-07,101.83131898813099
2009-08,104.06029321631408
2009-09,107.06315595881095
2009-10,104.16457243135088
2009-11,106.74912830059287
2009-12,113.99324236893099
2010-01,112.66327428398154
2010-02,116.55502315636458
2010-03,125.23069827994529
2010-04,127.87687973321339
2010-05,125.7381675766482
2010-06,122.03105508113624
2010-07,123.6957926133717
2010-08,122.23757643949807
2010-09,124.79352052590723
2010-10,126.99462395628208
2010-11,132.98211196888116
2010-12,138.5307481755381
2011-01,137.66596891317934
2011-02,140.51333724523548
2011-03,136.98127146757525
2011-04,136.11665131913202
2011-05,137.5990103019651
2011-06,134.50793659415834
2011-07,133.34034874074737
2011-08,123.41911610923273
2011-09,119.91140842619608
2011-10,127.59531901572312
2011-11,128.28460045135083
2011-12,132.77486775342615
2012-01,139.64822823178207
2012-02,143.58388491335714
2012-03,145.51036966301385
2012-04,144.5173725587578
2012-05,141.33306180126988
2012-06,144.3133968097987
2012-07,150.82412219668035
2012-08,150.48322071553372
2012-09,152.25994310700062
2012-10,150.0235520424741
2012-11,151.43940984392913
2012-12,152.8851044150817
2013-01,155.47954607292684
2013-02,161.8472982302828
2013-03,167.96880082648923
2013-04,168.36030591012792
2013-05,170.8962223153172
2013-06,165.8249525351767
2013-07,169.90561984353747
2013-08,167.36372567117243
2013-09,171.46037545138387
2013-10,177.70483494490247
2013-11,180.0950331143696
2013-12,180.93056893681992
2014-01,177.5731868702265
2014-02,181.51345783769688
2014-03,183.38534331760428
