Date,BRAZIL SMALL CAP
2005-05,382.17714629122406
2005-06,383.437296225791
2005-07,382.988080917703
2005-08,400.92415895381845
2005-09,491.10544999466595
2005-10,464.2459822938519
2005-11,519.4453231740957
2005-12,529.737966967063
2006-01,622.0462019046296
2006-02,668.2540851177196
2006-03,635.2140259560542
2006-04,651.5781060911035
2006-05,537.2123848937405
2006-06,583.2649680907709
2006-07,577.5308338752008
2006-08,615.2806284966466
2006-09,627.3098711453983
2006-10,671.9468173533469
2006-11,688.4958748104151
2006-12,758.1350858076297
2007-01,783.7994591352833
2007-02,777.5938096436641
2007-03,822.2054607267565
2007-04,868.6987116331373
2007-05,1000.0
2007-06,1035.3035312961822
2007-07,1067.112473939414
2007-08,1009.4332663820485
2007-09,1072.7064796803713
2007-10,1172.1517129493488
2007-11,1068.8687064735043
2007-12,1058.715511398631
2008-01,900.406831517827
2008-02,985.4514964783712
2008-03,818.6112141011034
2008-04,935.4586432714051
2008-05,1050.278608617781
2008-06,972.3771453371063
2008-07,937.864592702746
2008-08,862.6976130336172
2008-09,577.9262005688312
2008-10,423.6397438419995
2008-11,404.53164284869814
2008-12,375.8585497989047
2009-01,421.90606632218345
2009-02,413.9116668629345
2009-03,419.3025288089873
2009-04,582.5958726453833
2009-05,670.9990875572925
2009-06,701.0226074207902
2009-07,854.0346377875833
2009-08,913.9483699840678
2009-09,1007.8691580197534
2009-10,1036.9061608800155
2009-11,1136.9438969566422
2009-12,1274.3744313404918
2010-01,1236.5590259328767
2010-02,1310.1315830828905
2010-03,1322.4302002433844
2010-04,1388.7732287119475
2010-05,1369.6181323954522
2010-06,1448.9166226650605
2010-07,1493.9700907283475
2010-08,1609.9503811097302
2010-09,1643.5340957851888
2010-10,1765.8313357786813
2010-11,1907.943923491496
2010-12,1954.3836020413582
2011-01,1777.6173226981043
2011-02,1768.9834579145934
2011-03,1805.5526799294282
2011-04,1820.6947203637042
2011-05,1860.6342361349932
2011-06,1807.5520851585693
2011-07,1751.1364050373513
2011-08,1667.4402064871354
2011-09,1436.736523050753
2011-10,1617.395652609737
2011-11,1529.812003507008
2011-12,1535.6530676751236
2012-01,1757.923707900071
2012-02,1917.8102896099845
2012-03,1877.629257393618
2012-04,1814.7991063515713
2012-05,1697.5176345852003
2012-06,1668.4807323694397
2012-07,1740.2611134592523
2012-08,1880.6848307454945
2012-09,1896.532180300359
2012-10,1876.649214052728
2012-11,1805.9870981573172
2012-12,1958.427008260648
2013-01,1974.5948283216437
2013-02,2061.449499186465
2013-03,2028.6297862175436
2013-04,1980.6789678178823
2013-05,1828.020797379506
2013-06,1584.3036898950184
2013-07,1490.0360587190464
2013-08,1429.6231185497725
2013-09,1560.3657466017005
2013-10,1545.2194944378846
2013-11,1427.720672873087
2013-12,1385.3299667274662
2014-01,1274.1375169040757
2014-02,1261.831546484947
2014-03,1335.1757095996343
2014-04,1340.6400632291814
2014-05,1394.120930291954
2014-06,1460.2847546806302
2014-07,1410.975629529205
2014-08,1562.1936890090767
2014-09,1345.6973016113045
2014-10,1344.2454498551335
2014-11,1284.7471289860455
2014-12,1179.6570356860138
2015-01,1076.5197869421877
2015-02,1064.2363703800384
2015-03,997.7068368214996
2015-04,1072.8614413019473
2015-05,1008.8579956711441
2015-06,1001.3582898505059
2015-07,862.9854157696672
2015-08,737.1184445571706
2015-09,654.8114965320931
2015-10,714.1078370861951
2015-11,714.0048976914527
2015-12,668.8832361257565
2016-01,600.9587994618697
2016-02,637.839260418256
2016-03,758.3276142488254
2016-04,822.2766898207626
2016-05,773.9950008855811
2016-06,955.5716267208139
2016-07,1078.1181370939773
2016-08,1072.1240964583228
2016-09,1071.0541264724784
2016-10,1220.5416393831615
2016-11,1090.5656871630033
2016-12,1129.6475591029448
2017-01,1288.8237663774594
2017-02,1408.249025674777
2017-03,1346.762283239183
2017-04,1363.40419801671
2017-05,1253.3972586740024
2017-06,1224.1971493252768
2017-07,1365.2804849935203
2017-08,1479.7201009398987
2017-09,1557.5457877294014
2017-10,1506.8053854691198
2017-11,1424.0933670369056
2017-12,1514.6761967206257
2018-01,1613.1935928926662
2018-02,1615.1891097169648
2018-03,1557.6369828853533
2018-04,1549.8024075911383
2018-05,1333.1858642975465
2018-06,1239.1578262307403
2018-07,1344.8733605896348
2018-08,1179.1822387390096
2018-09,1197.2737714331188
2018-10,1474.1985275839932
2018-11,1476.244066844079
2018-12,1494.4381263816797
2019-01,1743.9413365814999
2019-02,1672.4725336423946
2019-03,1631.551823897657
2019-04,1642.9389748195647
2019-05,1699.4068418585243
2019-06,1807.2300827553145
2019-07,2010.827338977491
2019-08,1868.158513913601
2019-09,1913.6821832470955
2019-10,1989.8305525648116
2019-11,2000.2539232225772
2019-12,2320.282314188745
2020-01,2288.908405481607
2020-02,2010.6775774188422
2020-03,1083.4478572368164
2020-04,1191.7906253722897
2020-05,1234.1602005168645
2020-06,1380.7221045518518
2020-07,1498.9753575258012
2020-08,1413.5848785336404
2020-09,1345.2612951705398
2020-10,1310.3543227333491
2020-11,1578.1181339226923
2020-12,1713.1247663607355
2021-01,1604.57154205402
2021-02,1549.4686809346415
2021-03,1672.5595573231628
2021-04,1790.0757169394801
2021-05,1957.0486414626216
2021-06,2119.949086062135
2021-07,1954.6779730309413
2021-08,1901.054387614158
2021-09,1763.5293248925368
2021-10,1509.7158226875515
2021-11,1491.4056902304535
2021-12,1570.1531705484265
2022-01,1726.645990839255
2022-02,1712.8200209825739
2022-03,2019.7245701920517
2022-04,1873.3461010636306
2022-05,1913.9628706885462
2022-06,1515.8320820484846
2022-07,1642.9363168720581
2022-08,1821.3537697314748
2022-09,1744.8010590054228
2022-10,1918.7581378536065
2022-11,1652.5472211376878
2022-12,1539.487521457432
2023-01,1651.0001394998096
2023-02,1501.9211023713995
2023-03,1491.1081707465087
2023-04,1527.7400917042694
2023-05,1729.6137907157665
2023-06,1923.7613625835818
2023-07,1981.6802204295948
