Date,BRAZIL SMALL CAP
1998-12,93.31077145838691
1999-01,60.10999396470145
1999-02,63.747059914638236
1999-03,89.30744461731011
1999-04,95.33514019104605
1999-05,99.14307548291656
1999-06,107.32878328616285
1999-07,102.17075111836117
1999-08,95.48026504297832
1999-09,102.80057644927071
1999-10,112.60860104513277
1999-11,139.2254470405385
1999-12,176.40139764294798
2000-01,190.6917545003537
2000-02,197.57688947301557
2000-03,205.7651973573446
2000-04,197.5748160327756
2000-05,184.62719088877134
2000-06,200.66583532462025
2000-07,231.7202936362315
2000-08,251.44208818861367
2000-09,247.524523315626
2000-10,238.04327944075058
2000-11,212.89398295752324
2000-12,212.42152861301048
2001-01,239.73963873885438
2001-02,228.5974813625717
2001-03,216.4663542682661
2001-04,208.19069341357266
2001-05,192.75495929212656
2001-06,202.16574149750355
2001-07,177.59312422644817
2001-08,157.06497694266284
2001-09,128.42011399614546
2001-10,140.12053519250924
2001-11,162.17839683223914
2001-12,186.4816386566948
2002-01,184.62363074373124
2002-02,196.38392662378038
2002-03,195.83877471757648
2002-04,185.8477782319801
2002-05,165.29999729602395
2002-06,128.0541332984169
2002-07,98.62702652904551
2002-08,117.51339987116033
2002-09,84.00186847158238
2002-10,97.96732907314458
2002-11,100.7837403203425
2002-12,106.71094606125844
2003-01,102.74409072472646
2003-02,100.10639114715475
2003-03,113.04926204234984
2003-04,139.4810496739812
2003-05,136.38302265594592
2003-06,149.88919244846477
2003-07,155.28400299366552
2003-08,177.8925962292877
2003-09,181.22101045342382
2003-10,200.7420875099519
2003-11,215.65481076542432
2003-12,242.9772001221971
2004-01,241.32260952097974
2004-02,242.89877455650725
2004-03,256.1940357155398
2004-04,234.93803087885033
2004-05,217.70900051257354
2004-06,234.3008288541396
2004-07,262.00497183676134
2004-08,294.9314479257765
2004-09,307.83186699786154
2004-10,295.30468886789373
2004-11,323.67674856246657
2004-12,344.6997180948017
2005-01,346.0371893440418
2005-02,371.31613897458016
2005-03,344.18170223945157
2005-04,338.29183410053736
