Date,JAPAN SMALL CAP
2000-12,100.0
2001-01,99.92299226504875
2001-02,102.86394585420524
2001-03,103.50042671429698
2001-04,117.11082531836794
2001-05,121.59996431056072
2001-06,118.4839973085034
2001-07,104.83540229117023
2001-08,102.35692561624788
2001-09,93.30416252594377
2001-10,96.51030156252469
2001-11,93.32391865665716
2001-12,82.51141442204184
2002-01,79.55257975993975
2002-02,83.31919792031718
2002-03,88.587744075589
2002-04,91.43043251594396
2002-05,97.42789876510392
2002-06,88.11243521911344
2002-07,85.95337569399834
2002-08,83.92946244839892
2002-09,80.00812962207311
2002-10,71.58246165257619
2002-11,71.79896883684386
2002-12,66.54684142623775
2003-01,64.67571355787031
2003-02,67.69105779347899
2003-03,65.89383394041653
2003-04,66.44013715800502
2003-05,65.92701734820935
2003-06,75.1036342018732
2003-07,77.52490897882258
2003-08,89.49896363693088
2003-09,90.53887071411926
2003-10,97.4205828505441
2003-11,87.9880779963966
2003-12,89.60061504824138
2004-01,94.28791160955969
2004-02,94.03233037919944
2004-03,112.54672876835991
2004-04,111.71103016487868
2004-05,104.21748017929292
2004-06,115.6079432656962
2004-07,107.25414386860173
2004-08,107.36354827379468
2004-09,101.90443490753033
2004-10,101.33783790756785
2004-11,101.21280882717157
2004-12,103.75856133875898
2005-01,111.87307373378965
2005-02,111.9709844726936
2005-03,114.13947543989565
2005-04,113.9754160980113
2005-05,116.97070998468335
2005-06,120.91806226297695
2005-07,123.93377721552808
2005-08,126.60557105001638
2005-09,137.24567112587204
2005-10,140.91112110844261
2005-11,149.27816628312675
2005-12,169.3835695912781
2006-01,169.78136629239015
2006-02,161.66559037531528
2006-03,166.4786179569744
2006-04,160.7324287488924
2006-05,144.98766804599506
2006-06,141.0873623738795
2006-07,132.01906190983746
2006-08,135.12077531322785
2006-09,133.58157593467462
2006-10,131.72639449365266
2006-11,125.77099393943251
2006-12,127.17162407854885
2007-01,131.55980812697604
2007-02,134.5288147357444
2007-03,132.325140597811
2007-04,126.86151076610642
2007-05,125.59835456109302
2007-06,125.96451415201064
2007-07,124.25272911715214
2007-08,117.16727977790555
2007-09,111.6652581429123
2007-10,113.73600650217298
2007-11,107.39006246412258
2007-12,101.37051263311785
2008-01,95.18535344243347
2008-02,93.85781971431338
2008-03,90.00861985391958
2008-04,92.7464076175191
2008-05,95.7833595353798
2008-06,88.67862261515361
2008-07,86.6187028903941
2008-08,87.74564009494459
2008-09,83.02639476933017
2008-10,82.26535678315926
2008-11,85.57258213459436
2008-12,84.2044367713314
2009-01,86.55133872264948
2009-02,75.85608337717423
2009-03,75.180029714335
2009-04,79.18218109417846
2009-05,83.20130176340675
2009-06,89.30604843807369
2009-07,90.56811930133884
2009-08,94.49682268398952
2009-09,92.4415501258826
2009-10,88.22590287909442
2009-11,83.6079597003551
2009-12,85.86074234524091
2010-01,90.54385820752982
2010-02,93.9759962609395
2010-03,99.15216338739599
2010-04,103.63670197007575
2010-05,104.51670655720757
2010-06,105.1676115490655
2010-07,100.07968515282263
2010-08,100.4219052702517
2010-09,97.35583180771728
2010-10,94.8431152001325
2010-11,103.24192257867361
2010-12,110.29365968639672
2011-01,109.21193685356171
2011-02,112.77297232070451
2011-03,103.05807904676479
2011-04,98.66956545608618
2011-05,100.31997970298141
2011-06,103.18276795140402
2011-07,108.4330764670449
2011-08,103.80397665952385
2011-09,111.54629636681786
2011-10,103.34601140718226
2011-11,104.1848795568869
2011-12,109.72963070808731
2012-01,113.28655958986378
2012-02,112.07245851759032
2012-03,115.65898087563987
2012-04,114.68853466045059
2012-05,112.58233460541918
2012-06,114.37664131999612
2012-07,116.01904108934639
2012-08,112.7156365690923
2012-09,113.54972556241903
2012-10,110.29976117275585
2012-11,110.65208745141264
2012-12,112.56666362767925
2013-01,113.42757903661833
2013-02,121.77288517751165
2013-03,134.06770898751037
2013-04,139.17212878914012
2013-05,130.36528341431105
2013-06,129.63097149454546
2013-07,128.966437009919
2013-08,128.12202129224858
2013-09,139.06831244569543
2013-10,137.90429737564347
2013-11,136.79374366076573
2013-12,136.27129006371317
2014-01,138.84796230281333
2014-02,132.58135808851966
2014-03,133.3632956226345
2014-04,130.11328482026357
2014-05,136.55999893495058
2014-06,145.75142839284757
2014-07,149.95586245879886
2014-08,151.25366796515448
2014-09,152.5553794796152
2014-10,149.71117586846867
2014-11,148.7675430634261
2014-12,154.9028372757682
2015-01,171.68633493107853
2015-02,178.9845090437374
2015-03,190.73159632804308
2015-04,186.23900184479072
2015-05,192.62533725942805
2015-06,192.32469284878675
2015-07,193.21523399360618
2015-08,184.01621414723456
2015-09,178.22682272655558
2015-10,192.128267948374
2015-11,203.52623710409824
2015-12,199.54855237411365
2016-01,187.59287463537774
2016-02,184.91299352668315
2016-03,187.54567236328043
2016-04,194.72880994389524
2016-05,200.41272350078677
2016-06,199.6614916132458
2016-07,209.00989246838208
2016-08,202.45113423849838
2016-09,211.65050760854373
2016-10,219.88277019990772
2016-11,216.54191198745855
2016-12,221.76616227179423
2017-01,224.64843948027223
2017-02,235.5643881188906
2017-03,233.88622774276965
2017-04,233.66373145764067
2017-05,234.62749610583293
2017-06,233.52849040128106
2017-07,231.9573055898024
2017-08,234.32949323717233
2017-09,239.58078871008237
2017-10,251.4667149742756
2017-11,254.3440149764567
2017-12,256.50199906060254
2018-01,257.74910834792195
2018-02,260.1126750378392
2018-03,256.02798529294955
2018-04,260.9836192734639
2018-05,269.5465117990903
2018-06,261.2700172570953
2018-07,258.4737292175944
2018-08,258.2975704457019
2018-09,262.5530850456472
2018-10,243.70708040449324
2018-11,250.51777782826852
2018-12,227.0342195530834
2019-01,238.58562186153605
2019-02,243.17140370128394
2019-03,247.96981656468645
2019-04,250.6344138648205
2019-05,241.82467382760763
2019-06,242.46034137544626
2019-07,251.20786456542552
2019-08,251.5506473796558
2019-09,263.5800229679931
2019-10,271.5253120780862
2019-11,277.0578224022833
2019-12,276.9428294495273
2020-01,271.1010174725525
2020-02,241.06799523744544
2020-03,226.4298308291446
2020-04,240.64568258361936
2020-05,255.11130542890515
2020-06,249.5876509932653
2020-07,230.6992592856678
2020-08,246.29048914064822
2020-09,262.093192619605
2020-10,257.2244295346301
2020-11,266.1812117211001
2020-12,271.44259371408145
2021-01,271.34368720977574
2021-02,272.8763846290926
2021-03,292.62795538759065
2021-04,282.3476421610535
2021-05,276.05620437531064
2021-06,287.460372190725
2021-07,286.1833385553029
2021-08,295.5590002527296
2021-09,304.568472642765
2021-10,294.02035767370444
2021-11,284.17631374830376
2021-12,286.3792957580391
2022-01,275.0839758260108
2022-02,278.8907241293189
2022-03,272.2244033157719
2022-04,265.4574799592826
2022-05,263.5971009431307
2022-06,256.94935913430027
2022-07,276.8755881952898
2022-08,275.34719559671606
2022-09,262.095201587602
2022-10,259.60905857795245
2022-11,271.78374527541655
2022-12,269.5088317156242
2023-01,275.3379701709407
2023-02,273.5304748577411
2023-03,275.9892858273394
2023-04,273.5418034749732
2023-05,278.436979613084
2023-06,278.29319961964165
2023-07,286.6069831589006
