Date,CHILE SMALL CAP
1998-12,172.8375454877166
1999-01,166.86105789555572
1999-02,177.66835551733223
1999-03,201.13071117486885
1999-04,229.53850756541328
1999-05,237.88709500726833
1999-06,235.42798189788425
1999-07,231.42723145647466
1999-08,227.03286216205052
1999-09,218.24411863402273
1999-10,216.72340084329227
1999-11,238.60467448284496
1999-12,259.5584810550533
2000-01,300.2462749200824
2000-02,309.7538505731519
2000-03,306.87544301112126
2000-04,307.6780113358144
2000-05,293.6649632742093
2000-06,275.2073210165914
2000-07,271.4731340772293
2000-08,283.4128436220286
2000-09,280.8163752413213
2000-10,282.8840370022252
2000-11,281.80948349768283
2000-12,276.22951309069083
2001-01,299.8774103810782
2001-02,292.01335476908844
2001-03,296.9108325334709
2001-04,292.63543172564977
2001-05,334.8055325345809
2001-06,328.39265351667996
2001-07,306.41544879103503
2001-08,315.355351227266
2001-09,278.0049119562369
2001-10,276.46380937464824
2001-11,309.68717201316974
2001-12,324.58944652517124
2002-01,325.16493347343953
2002-02,325.2928497051265
2002-03,341.51132312457696
2002-04,331.6373918891597
2002-05,318.91610783010555
2002-06,280.86231679850215
2002-07,264.68418517630806
2002-08,273.5576469298794
2002-09,244.75824982491875
2002-10,262.1246407458072
2002-11,271.55286798588276
2002-12,269.86998620951334
2003-01,258.2953417656262
2003-02,250.12408259804732
2003-03,254.70176463399943
2003-04,290.83709121241327
2003-05,290.4624723391007
2003-06,305.29225974327943
2003-07,326.55387134314583
2003-08,356.82605729426456
2003-09,357.3497297976175
2003-10,415.4145202967063
2003-11,384.0546549336319
2003-12,381.0262155832849
2004-01,375.70185681411334
2004-02,406.51285219427785
2004-03,397.5561919810872
2004-04,397.9323247050229
2004-05,371.24164296626833
2004-06,389.0068381061017
2004-07,409.80614283675857
2004-08,478.53804426721416
2004-09,526.3282733798508
2004-10,553.731363017123
2004-11,570.9729410391038
2004-12,576.1510163311025
2005-01,566.8112958018664
2005-02,596.6094632565841
2005-03,648.499778246475
2005-04,642.0179097684457
2005-05,631.0603408713488
2005-06,674.2498186444692
2005-07,782.5763189508942
2005-08,751.387822326961
2005-09,810.8085174794069
2005-10,743.9487310874758
2005-11,755.7712529568414
2005-12,732.0969573452511
2006-01,750.2920371976303
2006-02,783.6931537151288
2006-03,777.281178237
2006-04,768.0536097924625
2006-05,719.6519102520191
2006-06,705.8076827758596
2006-07,693.299157005618
2006-08,709.6319721623339
2006-09,734.7044905242132
2006-10,768.917482046739
2006-11,790.6034841447755
2006-12,809.2752034714721
2007-01,890.7094460377368
2007-02,852.9145813094501
2007-03,871.902359231919
2007-04,915.5735791458317
2007-05,1000.0
2007-06,1083.2730187675368
2007-07,1051.828068264444
2007-08,1067.3472272860552
2007-09,1027.9477232309912
2007-10,1087.164441748848
2007-11,973.0855453042668
2007-12,940.5190538530512
2008-01,878.3249952897203
2008-02,893.0201093808536
2008-03,855.7331779263017
2008-04,880.1381490923222
2008-05,815.563165709176
2008-06,681.9550210109454
2008-07,707.0239764791381
2008-08,738.401127670099
2008-09,645.9262289813176
2008-10,525.957400671391
2008-11,545.4431252619165
2008-12,515.2025668627055
2009-01,622.5770554751499
2009-02,638.9575806069656
2009-03,618.2245575429899
2009-04,699.2357623286471
2009-05,801.2539398106043
2009-06,857.1250994171062
2009-07,850.0760360181686
2009-08,826.1816407113018
2009-09,868.7458043433451
2009-10,910.8275476131656
2009-11,917.784518239068
2009-12,1005.5149973923935
2010-01,1048.2653039550064
2010-02,1122.557750593031
2010-03,1126.380712454989
2010-04,1200.1205342454934
2010-05,1247.3754256816987
2010-06,1307.858942427284
2010-07,1375.8290694057964
2010-08,1566.180731168187
2010-09,1604.5466873278629
2010-10,1623.1837867883066
2010-11,1777.5753928962756
2010-12,1848.5754749026382
2011-01,1664.4106862847048
2011-02,1539.8359534537815
2011-03,1509.6306214570411
2011-04,1557.7869712940155
2011-05,1557.4541199237676
2011-06,1293.3539937441328
2011-07,1235.235693211932
2011-08,1154.6858865642378
2011-09,932.6746642077618
2011-10,1064.1709493557212
2011-11,1033.5857304326223
2011-12,1022.5451607957598
2012-01,1086.7809265196095
2012-02,1155.2515306139446
2012-03,1230.9871425279941
2012-04,1226.5088621260695
2012-05,1157.6154028649462
2012-06,1178.6374141251415
2012-07,1241.884364663858
2012-08,1175.9111200572904
2012-09,1218.95778367792
2012-10,1292.3105343646
2012-11,1219.8516850229817
2012-12,1263.6297738634123
2013-01,1324.215239800645
2013-02,1387.2276387686052
2013-03,1359.5220522216455
2013-04,1270.3493416054548
2013-05,1198.7814358959658
2013-06,1082.4240086790464
2013-07,959.5212330833962
2013-08,920.0787421839202
2013-09,961.6488182042818
2013-10,940.9043966697991
2013-11,851.2729727152516
2013-12,847.3504329878638
2014-01,757.8983986628607
2014-02,770.4528215331047
2014-03,817.780171592444
2014-04,801.1007356546722
2014-05,836.8232048193912
2014-06,803.2362616665022
2014-07,824.7014038472979
2014-08,841.1310946758202
2014-09,873.8500120399486
2014-10,914.0448242426871
2014-11,897.2164120303952
2014-12,894.4184336469292
2015-01,918.1444895215288
2015-02,1007.5422285477639
2015-03,1016.6324068790327
2015-04,1023.6579283952434
2015-05,1014.2235004550156
2015-06,928.629738349437
2015-07,874.1024748759585
2015-08,826.9953023250646
2015-09,814.9946459536393
2015-10,843.1522746020516
2015-11,825.9514423733201
2015-12,807.7879589139975
2016-01,804.5323866875547
2016-02,861.7912307480528
2016-03,902.3046799586982
2016-04,937.9736755552435
2016-05,944.9241337731874
2016-06,972.5263354348416
2016-07,1059.507385314377
2016-08,1044.281707005
2016-09,1060.1620719593634
2016-10,1174.3268357193103
2016-11,1147.4943663168594
2016-12,1127.7167709178086
2017-01,1150.569765035583
2017-02,1242.5271912011278
2017-03,1305.1443192925974
2017-04,1289.3421743911301
2017-05,1233.9662202381298
2017-06,1184.0402378414406
2017-07,1284.1741230079497
2017-08,1352.749243947671
2017-09,1368.6015870698664
2017-10,1455.484402667663
2017-11,1234.0738843627769
2017-12,1501.1458194034044
2018-01,1530.3851493187035
2018-02,1526.7929842438068
2018-03,1423.8312870162426
2018-04,1474.8521810329348
2018-05,1413.2113078880916
2018-06,1305.0604062656319
2018-07,1332.378912626357
2018-08,1235.3381048540216
2018-09,1320.764835026749
2018-10,1232.5585677207835
2018-11,1294.5868603420763
2018-12,1254.3232672850913
2019-01,1397.8422426313284
2019-02,1391.118492230276
2019-03,1348.446216151051
2019-04,1357.9866150737703
2019-05,1264.2105742314243
2019-06,1342.8313539341978
2019-07,1296.073871135185
2019-08,1207.3339481796827
2019-09,1269.5530463878258
2019-10,1087.0130688707259
2019-11,926.0658888294986
2019-12,1026.7038462496682
2020-01,936.3040325488586
2020-02,838.0912616728563
2020-03,653.6083189496037
2020-04,775.3997146315386
2020-05,759.2049674251356
2020-06,816.5879185197813
2020-07,836.3015909266235
2020-08,808.797124466712
2020-09,746.3083365029529
2020-10,711.8337668860321
2020-11,790.8856686985873
2020-12,857.3852211035535
2021-01,843.193073871516
2021-02,895.9517882899829
2021-03,975.2485178139134
2021-04,904.3927661819114
2021-05,846.6275109103337
2021-06,876.0225449608597
2021-07,824.3070952749684
2021-08,822.5681306889485
2021-09,740.9977513649142
2021-10,711.7146703695167
2021-11,754.2317133495793
2021-12,771.5108997026558
2022-01,872.3522482538133
2022-02,793.3864226362703
2022-03,886.5900365870393
2022-04,826.774052795164
2022-05,929.7166472293004
2022-06,760.9086380033762
2022-07,878.1358366305515
2022-08,985.2192934536877
2022-09,859.0101372570524
2022-10,880.9945793230438
2022-11,926.0545160718098
2022-12,1035.1272557565267
2023-01,1077.7471958452113
2023-02,1073.0738821547761
2023-03,1146.2783128109259
2023-04,1131.5804255188448
2023-05,1209.0805568457668
2023-06,1272.514796304853
2023-07,1313.3438614013664
