Date,NIGERIA SMALL CAP
2010-11,1000.0
2010-12,955.7030553373223
2011-01,1009.0911650657221
2011-02,963.9730359588141
2011-03,847.8926158780835
2011-04,875.1490872329449
2011-05,913.5949004840566
2011-06,880.0644382736195
2011-07,806.0874497525134
2011-08,701.0315701143584
2011-09,633.1655223085111
2011-10,598.6328387271036
2011-11,566.342006705312
2011-12,558.1790799873064
2012-01,537.0311621700755
2012-02,573.5713184017956
2012-03,563.5797918152288
2012-04,603.821491525783
2012-05,633.7715298810838
2012-06,557.8718269844765
2012-07,593.3486985259112
2012-08,597.7611474596264
2012-09,675.8836771314013
2012-10,726.4228702408274
2012-11,739.6192887211627
2012-12,759.7825927622416
2013-01,914.6709384322604
2013-02,950.5237295032261
2013-03,1003.9503215015488
2013-04,929.7209963138196
2013-05,1105.291415428931
2013-06,1037.0021550942936
2013-07,1058.2489274748398
2013-08,954.3489418889126
2013-09,940.6332129704173
2013-10,1009.1812939701432
2013-11,1083.215456615254
2013-12,1219.8270740443013
2014-01,1155.787352113081
2014-02,1094.8411094774633
2014-03,999.7272807706275
2014-04,1006.7461317506342
2014-05,1119.275174520775
2014-06,1220.6429100502205
2014-07,1247.033293826165
2014-08,1262.199899695144
2014-09,1270.716635216618
2014-10,1102.210951822515
2014-11,953.960650137669
2014-12,841.9940168120195
2015-01,785.8568126541815
2015-02,733.559880494324
2015-03,822.7184445302206
2015-04,877.7793545173477
2015-05,900.5834388540038
2015-06,842.2426585040251
2015-07,765.0797952454176
2015-08,718.2485490082872
2015-09,703.9360639272835
2015-10,633.7150328141037
2015-11,627.6532912547685
2015-12,589.544456291252
2016-01,523.1537509914402
2016-02,479.2136225526077
2016-03,473.57989215512447
2016-04,470.9187407802782
2016-05,575.4735921316905
2016-06,414.06930082429017
2016-07,326.78200416534315
2016-08,314.37896310738086
2016-09,330.245335706863
2016-10,323.19572617621054
2016-11,303.75431235134437
2016-12,324.4795890545218
2017-01,320.50304381285093
2017-02,299.4813860835979
2017-03,304.34799589900706
2017-04,322.90348074318075
2017-05,341.2542314719908
2017-06,381.4725512920436
2017-07,383.1588519936182
2017-08,319.00021795161683
2017-09,311.95590647665176
2017-10,345.33382212610917
2017-11,362.3373453134344
2017-12,378.4197909672777
2018-01,457.40490917039244
2018-02,428.18523371764195
2018-03,436.00226182838827
2018-04,439.9377207805954
2018-05,392.97597392181666
2018-06,402.101746631222
2018-07,366.84460212894027
2018-08,339.7909590729864
2018-09,319.5274139583817
2018-10,317.54230969819304
2018-11,300.3872937659265
2018-12,311.21527318139056
2019-01,296.31997547555994
2019-02,302.57857950070246
2019-03,292.22715941008806
2019-04,260.2338925325231
2019-05,244.1776051154162
2019-06,241.95291927655992
2019-07,235.63675532205318
2019-08,226.57780689314708
2019-09,251.42587512746243
2019-10,228.3548642288644
2019-11,257.2147358907209
2019-12,259.6152018237781
2020-01,269.55043683106413
2020-02,227.09512937935727
2020-03,176.11322611032446
2020-04,200.75173696814105
2020-05,219.94819043158685
2020-06,203.0531507292948
2020-07,184.33961436073176
2020-08,187.2640083190393
2020-09,204.3146214150535
2020-10,248.627962684036
2020-11,270.1843480855311
2020-12,253.46549557094957
2021-01,287.84414669672907
2021-02,245.90500646682378
2021-03,251.3541365834604
2021-04,246.10124445653184
2021-05,245.86912856356912
2021-06,262.01461616426053
2021-07,272.3061052255416
2021-08,270.9197518583446
2021-09,283.3798663711445
2021-10,332.8187625825853
2021-11,339.0996869377637
2021-12,332.6636424946283
2022-01,361.59836390399266
2022-02,374.22765074909324
2022-03,373.021842144967
2022-04,418.72460696400515
2022-05,415.46607579241925
2022-06,408.12454438214814
2022-07,391.64843745329097
2022-08,392.728761502737
2022-09,388.81423597751035
2022-10,368.3294963910046
2022-11,357.80069917306156
2022-12,339.8167937315186
2023-01,359.5107604697209
2023-02,381.50560106725317
2023-03,355.81909069533475
2023-04,361.77963478329565
2023-05,455.14991326138863
2023-06,326.397359010489
2023-07,339.5781680608255
