Date,SRI LANKA SMALL CAP
2010-11,1000.0
2010-12,997.4740601421178
2011-01,1042.062786818674
2011-02,1049.8832689085477
2011-03,1003.957282783387
2011-04,967.0245357004717
2011-05,980.261288800962
2011-06,882.4858039166115
2011-07,889.938033593791
2011-08,860.6707541157562
2011-09,888.259498051132
2011-10,801.6038592053426
2011-11,767.3050622943332
2011-12,807.5507892076382
2012-01,740.7982545217934
2012-02,667.9064045158493
2012-03,637.1477647144682
2012-04,632.9381426581307
2012-05,592.7988317358611
2012-06,570.7239965799072
2012-07,597.2878611599274
2012-08,621.9847628360126
2012-09,726.3067804937148
2012-10,656.6569636483028
2012-11,644.3581631293426
2012-12,680.6353542023367
2013-01,707.9893498179711
2013-02,727.144997893708
2013-03,758.01598691441
2013-04,781.3234782771191
2013-05,884.2452682010121
2013-06,803.6753092578713
2013-07,767.3687541384568
2013-08,727.580039587996
2013-09,699.2978095193903
2013-10,711.7099469090522
2013-11,700.1008440348629
2013-12,707.1398106002513
2014-01,775.8182003477067
2014-02,735.0659984077466
2014-03,739.2522608336592
2014-04,780.0001055717998
2014-05,797.418618666946
2014-06,819.2218354619685
2014-07,890.4518875190714
2014-08,944.2508941294655
2014-09,1053.5259569245757
2014-10,1068.5119216779149
2014-11,1037.26492239767
2014-12,1124.8964916657683
2015-01,1213.5990798345058
2015-02,1300.051565633327
2015-03,1285.5700518233448
2015-04,1297.8976187792407
2015-05,1334.3665842379114
2015-06,1262.2104018068992
2015-07,1335.9428376734518
2015-08,1280.8510786033191
2015-09,1169.3892305053548
2015-10,1177.4462587595856
2015-11,1176.6911991382294
2015-12,1139.5359897274873
2016-01,1048.78527511476
2016-02,1007.8144357886347
2016-03,948.796625531894
2016-04,1025.3122546988877
2016-05,1027.706224651646
2016-06,1003.6257533514067
2016-07,1034.7900970376045
2016-08,1087.452094309824
2016-09,1081.7879532480247
2016-10,1092.8155895542416
2016-11,1073.8302584057394
2016-12,1097.053790028591
2017-01,1075.7968618777913
2017-02,1124.4987626760505
2017-03,1095.7324205856976
2017-04,1142.7094153791418
2017-05,1127.9250694835766
2017-06,1138.5298724666895
2017-07,1060.1231862279762
2017-08,1024.6456105381662
2017-09,1030.1389282420887
2017-10,1135.7308141219773
2017-11,1076.89464765095
2017-12,1056.874690727369
2018-01,1011.8822443448664
2018-02,1043.4784274716321
2018-03,1018.219248739477
2018-04,1035.1087700322585
2018-05,1064.3366332920643
2018-06,1015.5651651629294
2018-07,984.9614032328326
2018-08,925.0718234761484
2018-09,814.0400253018539
2018-10,784.151916661861
2018-11,794.7642278345143
2018-12,756.423078555287
2019-01,751.514295499064
2019-02,719.4029255493875
2019-03,681.0898797136439
2019-04,658.0545537982123
2019-05,616.3923173551517
2019-06,600.1134214216031
2019-07,761.8519399397509
2019-08,727.6587270703228
2019-09,664.8252695351292
2019-10,699.9885988625633
2019-11,730.7203299307099
2019-12,679.0685849205441
2020-01,669.0067328475515
2020-02,641.1298256317389
2020-03,454.8702405403241
2020-04,452.6900349149691
2020-05,445.5762347764653
2020-06,512.648043856221
2020-07,473.4404435766877
2020-08,501.8024717612068
2020-09,542.3073663274306
2020-10,492.1538351069283
2020-11,485.8170859931188
2020-12,511.67687739461354
2021-01,638.5129619078214
2021-02,531.6790453672878
2021-03,555.6261332521447
2021-04,531.2769656829349
2021-05,547.5205448718073
2021-06,560.0443551620491
2021-07,589.4972443146867
2021-08,846.1856870163889
2021-09,922.1422949129352
2021-10,991.0623209920523
2021-11,1165.4504759800147
2021-12,1160.749266486859
2022-01,1189.6325500810833
2022-02,1138.0588372759655
2022-03,640.4870517128312
2022-04,466.9027929752294
2022-05,493.8818581016613
2022-06,451.81182276518973
2022-07,469.84353564996934
2022-08,477.9625896280742
2022-09,527.2186424682263
2022-10,460.3820430107212
2022-11,472.6514032475483
2022-12,436.7031984084691
2023-01,480.0239919307914
2023-02,548.8927709520866
2023-03,660.9918915034758
2023-04,611.0458974864972
2023-05,684.5429360051852
2023-06,730.7197010714981
2023-07,886.2284515083334
