Date,KUWAIT SMALL CAP
2009-02,447.0916212913044
2009-03,447.28325742595763
2009-04,540.230162339387
2009-05,537.8775504587787
2009-06,548.6011261164507
2009-07,507.7260725611745
2009-08,512.8352288364479
2009-09,500.89149537011053
2009-10,450.99749627761514
2009-11,416.7706450797078
2009-12,433.76459577063105
2010-01,458.6635600188776
2010-02,493.1148856869906
2010-03,496.3414544014034
2010-04,495.39512519808443
2010-05,447.8093323183537
2010-06,430.2068936431408
2010-07,450.55460486039226
2010-08,448.22425276482386
2010-09,442.3379419417256
2010-10,445.6568660845
2010-11,461.2272940986972
2010-12,452.4255895038443
2011-01,449.0451507059168
2011-02,408.6697898420785
2011-03,376.0634976999106
2011-04,386.33329559639895
2011-05,387.51472123630316
2011-06,375.43185623710474
2011-07,366.32422298510744
2011-08,335.17911379456706
2011-09,367.4979544967736
2011-10,380.3877664375739
2011-11,377.85417074946207
2011-12,380.61493640399607
2012-01,378.7375203949838
2012-02,374.58410649942414
2012-03,389.983166180949
2012-04,393.12485337834363
2012-05,402.3498888381689
2012-06,366.26526179917914
2012-07,372.8453363026041
2012-08,369.0964030688536
2012-09,384.27749573972716
2012-10,364.66985127294134
2012-11,358.12695867685886
2012-12,355.03119929777546
2013-01,360.64963953469316
2013-02,356.9292504363583
2013-03,376.60329164405493
2013-04,393.9354056913924
2013-05,417.7124157466525
2013-06,397.7824303206258
2013-07,401.4194703102373
2013-08,381.46518467802053
2013-09,383.74258879144855
2013-10,385.30559563085524
2013-11,384.63665172175286
2013-12,373.6327730254573
2014-01,381.67747393416334
2014-02,378.19118254120605
2014-03,382.14793824642635
2014-04,391.6495001273785
2014-05,392.6180253979778
2014-06,369.82912685563616
2014-07,386.32807577239265
2014-08,405.98324927013283
2014-09,425.22924192660366
2014-10,409.4413075458306
2014-11,389.00947139162525
2014-12,379.9170316710253
2015-01,404.1146372834365
2015-02,399.4028262083859
2015-03,400.2092468013832
2015-04,383.20964046388946
2015-05,382.10430889212296
2015-06,368.3807552866312
2015-07,378.02710106452946
2015-08,339.30376432780747
2015-09,340.29145110184396
2015-10,349.69717330877745
2015-11,376.9841525656725
2015-12,354.86096756554986
2016-01,325.3900449180101
2016-02,334.71300308785237
2016-03,337.2366271207963
2016-04,347.1093023755017
2016-05,338.3434809411129
2016-06,338.9465116538509
2016-07,339.02747319873805
2016-08,328.5339480769118
2016-09,321.12822240500844
2016-10,340.97015054602525
2016-11,345.80490377059414
2016-12,358.5230058178294
2017-01,386.41530591032125
2017-02,381.9034557374421
2017-03,369.91074570258684
2017-04,348.24778082390236
2017-05,331.3197209384161
2017-06,326.68974425982856
2017-07,335.5844246009022
2017-08,329.3839978193968
2017-09,332.06456609894553
2017-10,326.5779310057162
2017-11,306.03452413098216
2017-12,308.39866586282653
2018-01,299.46872229438026
2018-02,302.2728012194995
2018-03,302.3282942993046
2018-04,305.791116025954
2018-05,308.2823992790089
2018-06,315.2069486451029
2018-07,327.0249888333004
2018-08,324.1892916285284
2018-09,312.0293129448201
2018-10,303.7055316422833
2018-11,319.22388079034596
2018-12,311.46336967266427
2019-01,308.6581884823174
2019-02,302.99298429944514
2019-03,330.7299620172658
2019-04,346.32706926427113
2019-05,353.38740270861217
2019-06,349.8929893789762
2019-07,373.43448392715044
2019-08,359.23687740120994
2019-09,353.71549514285584
2019-10,349.2918839473021
2019-11,364.3089515563049
2019-12,358.36141413949935
2020-01,365.06572021718756
2020-02,355.24302746717206
2020-03,250.37450644388076
2020-04,279.87963186277216
2020-05,274.7548413861013
2020-06,286.02173873678015
2020-07,259.50093952279644
2020-08,253.77974512972204
2020-09,273.7943105000324
2020-10,286.58457186927376
2020-11,289.8699672949289
2020-12,296.88464036642176
2021-01,308.80204559552163
2021-02,311.2755246470648
2021-03,331.7778642466343
2021-04,353.4233983266972
2021-05,344.61914038913113
2021-06,369.92548016765636
2021-07,371.3634574751718
2021-08,377.3119035845793
2021-09,388.3679488428702
2021-10,403.7977036718086
2021-11,391.8835415143308
2021-12,411.88457384831673
2022-01,437.6610865292403
2022-02,460.1818650543667
2022-03,482.9940662452635
2022-04,532.0101137002699
2022-05,502.1366595388115
2022-06,466.7015091971411
2022-07,497.1838468801733
2022-08,503.92547140351434
2022-09,447.3576355599613
2022-10,452.2795159771238
2022-11,451.68554267607345
2022-12,417.5575235985717
2023-01,408.3509520944804
2023-02,416.1574853455713
2023-03,402.0524468306438
2023-04,414.0917343890839
2023-05,417.561116424327
2023-06,418.5623526885009
2023-07,425.07214386874864
