Date,PHILIPPINES SMALL CAP
1998-12,626.1435369214132
1999-01,654.7393909044564
1999-02,677.9772988866104
1999-03,694.9539290542065
1999-04,906.7200175239998
1999-05,969.313673483934
1999-06,1133.897508264378
1999-07,1066.48712266009
1999-08,1023.8952435174571
1999-09,954.6723998380486
1999-10,998.3735014272172
1999-11,981.1302193219848
1999-12,1019.9462725999093
2000-01,968.0782208085725
2000-02,894.5049602976488
2000-03,878.5367315775593
2000-04,859.6341849027546
2000-05,751.1250960786862
2000-06,715.3342784330445
2000-07,668.182313194133
2000-08,694.717866100871
2000-09,607.8560153890335
2000-10,504.6243907293136
2000-11,547.0121851349213
2000-12,513.2674139948501
2001-01,595.5768341635255
2001-02,592.6270031938623
2001-03,546.9174908745258
2001-04,504.4412489422166
2001-05,574.1858881072384
2001-06,560.2585436891162
2001-07,534.9278360221707
2001-08,514.8159492114011
2001-09,451.8076173630118
2001-10,416.8538028372567
2001-11,457.37265304037584
2001-12,486.4955306767405
2002-01,556.2784696400436
2002-02,559.005629762506
2002-03,563.7813822335326
2002-04,537.2625088149268
2002-05,519.3674351852642
2002-06,427.2899085110158
2002-07,394.5743945517469
2002-08,407.2688623316644
2002-09,410.772280203944
2002-10,327.5234983838102
2002-11,278.55302387805597
2002-12,272.7674027710782
2003-01,267.87227643234104
2003-02,242.78453074403058
2003-03,247.10878503159182
2003-04,248.44587599328776
2003-05,226.95513605901343
2003-06,283.5041521621981
2003-07,303.1530019068086
2003-08,310.7188186613837
2003-09,310.13793287629943
2003-10,328.63559749980504
2003-11,304.8719998919886
2003-12,302.2659973351573
2004-01,341.8517519697485
2004-02,324.36344683355793
2004-03,293.00793341226074
2004-04,339.4691369958276
2004-05,328.9973186796745
2004-06,347.00267619193943
2004-07,332.5543188416519
2004-08,324.0751615123832
2004-09,346.34308812745826
2004-10,357.98954424701174
2004-11,347.2433616520084
2004-12,329.4021086816513
2005-01,394.2121102038221
2005-02,418.8828444791602
2005-03,384.2597527369422
2005-04,365.5712276051156
2005-05,389.9879244398347
2005-06,372.71088823012303
2005-07,384.69399118468004
2005-08,385.51964817293555
2005-09,394.06480797306966
2005-10,409.1714299523314
2005-11,461.6000840031475
2005-12,474.48496987438966
2006-01,501.4097867075854
2006-02,495.72320341340617
2006-03,520.1056976449677
2006-04,501.6736635641037
2006-05,511.05730872746557
2006-06,477.95311751474765
2006-07,532.450257884255
2006-08,539.916600274879
2006-09,592.2926465702228
2006-10,666.8590842098962
2006-11,647.2354963512346
2006-12,722.4525869033638
2007-01,792.8788233718432
2007-02,838.1911230908598
2007-03,865.3884898538541
2007-04,856.6971150336944
2007-05,1000.0
2007-06,1076.1041933855604
2007-07,1030.7468070697828
2007-08,939.5138513983457
2007-09,937.6249710591304
2007-10,1034.3551701912595
2007-11,892.488056146605
2007-12,961.0808020601355
2008-01,804.7008462176783
2008-02,810.8653896918083
2008-03,708.6768543496472
2008-04,688.4385674677501
2008-05,664.0443336348882
2008-06,545.5291579216941
2008-07,556.9162088493225
2008-08,567.3366946151828
2008-09,502.64161962421485
2008-10,394.60860290018974
2008-11,380.4014409800198
2008-12,339.9827800499651
2009-01,370.65709923224955
2009-02,365.0296748497492
2009-03,389.2873966117234
2009-04,446.13128750207966
2009-05,533.3506930623581
2009-06,513.0119203077978
2009-07,651.4534572667193
2009-08,717.7757243940478
2009-09,702.1652323927043
2009-10,710.5587761973114
2009-11,726.6053248367376
2009-12,773.476335744985
2010-01,759.0215741290494
2010-02,808.8562789022251
2010-03,934.0369795749288
2010-04,1027.2387186110598
2010-05,1050.0548012625193
2010-06,1112.3628548601266
2010-07,1090.3989157961482
2010-08,1242.5468323245234
2010-09,1439.979146647084
2010-10,1575.6696781064982
2010-11,1515.1531240579773
2010-12,1562.689250971936
2011-01,1383.1556300047976
2011-02,1260.5365293320779
2011-03,1359.6232838222027
2011-04,1465.2353870332377
2011-05,1462.286900095824
2011-06,1403.5295930785287
2011-07,1559.6564557854372
2011-08,1441.8148543594043
2011-09,1363.0866018575362
2011-10,1423.4342857334723
2011-11,1411.6870396448026
2011-12,1488.42321851846
2012-01,1593.7926829560563
2012-02,1640.1762124168672
2012-03,1738.676312222345
2012-04,1851.6762350500821
2012-05,1887.9485913739793
2012-06,1983.3108381642835
2012-07,2100.130672593273
2012-08,1959.809555639023
2012-09,1991.2061136668865
2012-10,2070.694145925111
2012-11,2162.0937013991474
2012-12,2168.2849925713085
2013-01,2363.234552644681
2013-02,2653.1074964625086
2013-03,2704.1439590734294
2013-04,2697.130442206669
2013-05,2452.937579949203
2013-06,1983.8450524509794
2013-07,1983.9303282047836
2013-08,1772.182841086581
2013-09,1732.8203333835365
2013-10,1751.9436821825855
2013-11,1573.6180148759797
2013-12,1517.8952752008056
2014-01,1568.9089870875735
2014-02,1637.5373382430616
2014-03,1644.4431503288054
2014-04,1763.4944379138194
2014-05,1821.0328050405494
2014-06,1853.4518382134088
2014-07,1926.0502388105335
2014-08,1976.545607122495
2014-09,2129.9400514526787
2014-10,2122.362142442623
2014-11,2155.6945530436137
2014-12,2229.785776817959
2015-01,2493.9467380750934
2015-02,2566.733740472097
2015-03,2613.9686140152276
2015-04,2426.326718752855
2015-05,2324.458995134484
2015-06,2211.532104753131
2015-07,2231.939211349762
2015-08,1948.1177828533148
2015-09,1821.151596828775
2015-10,1968.018680883588
2015-11,1945.0393842752862
2015-12,1875.526487201046
2016-01,1650.837154089583
2016-02,1756.6809918632785
2016-03,1964.6833191677574
2016-04,1903.8089581941492
2016-05,2114.8613864527374
2016-06,2298.2869498868417
2016-07,2285.243619906758
2016-08,2389.401102653486
2016-09,2224.39401019527
2016-10,2260.433955288435
2016-11,2206.6513186239163
2016-12,2154.6810287374224
2017-01,2278.6023088659085
2017-02,2262.334561924437
2017-03,2262.2630028213866
2017-04,2301.2369713369953
2017-05,2228.0586450907217
2017-06,2111.476553247851
2017-07,2020.9063483187138
2017-08,1986.5913876431532
2017-09,1996.3562475638241
2017-10,1923.5142273923389
2017-11,1885.5510433460602
2017-12,1903.0583749437674
2018-01,1834.052633929193
2018-02,1805.6833711958727
2018-03,1802.9861791490596
2018-04,1758.8166240360788
2018-05,1721.0252413349463
2018-06,1572.9657698997905
2018-07,1600.8532926692533
2018-08,1595.0198413471821
2018-09,1478.82304073598
2018-10,1523.2795245678792
2018-11,1569.4930968683211
2018-12,1607.1776886212645
2019-01,1717.061271938843
2019-02,1803.2895539996962
2019-03,1806.7338219084231
2019-04,1841.7059071960716
2019-05,1814.1846258789117
2019-06,1846.741958037259
2019-07,1890.4318859903667
2019-08,1785.7096539382203
2019-09,1761.6713002278873
2019-10,1758.3338882108305
2019-11,1783.7252852981092
2019-12,1704.5285396329928
2020-01,1559.2926447027528
2020-02,1436.0622257235184
2020-03,1047.9289202378475
2020-04,1110.9171980567833
2020-05,1034.8600935318761
2020-06,1183.348156240113
2020-07,1049.800578123855
2020-08,1065.3568135248654
2020-09,1129.2247951734105
2020-10,1190.296041513776
2020-11,1410.0145280534464
2020-12,1466.3182473881982
2021-01,1413.721754807563
2021-02,1457.7182512998436
2021-03,1443.3160045028062
2021-04,1394.4370467259719
2021-05,1410.4775144656585
2021-06,1498.7067507150996
2021-07,1404.4361207078543
2021-08,1489.6248709536148
2021-09,1550.9762917329163
2021-10,1730.3053987197025
2021-11,1767.6149921572342
2021-12,1710.1300595176592
2022-01,1716.758664992413
2022-02,1713.4929524135675
2022-03,1659.7658835840707
2022-04,1649.6333601328067
2022-05,1589.6136289188657
2022-06,1439.5812559551666
2022-07,1548.5703038664249
2022-08,1614.328668861329
2022-09,1443.911959569398
2022-10,1458.8826047420755
2022-11,1554.6156389880277
2022-12,1528.8498279733897
2023-01,1616.8280869091632
2023-02,1620.0581174241331
2023-03,1569.128756767673
2023-04,1530.4319724616248
2023-05,1511.1495714362163
2023-06,1519.101601019172
2023-07,1516.2707359591445
