Date,SLOVENIA SMALL CAP
2010-11,1000.0
2010-12,1020.1061724251394
2011-01,843.8404166639324
2011-02,826.6685358801607
2011-03,759.57325669384
2011-04,715.0778097506734
2011-05,657.603219930718
2011-06,625.649066271259
2011-07,615.1144779486157
2011-08,534.7327146792486
2011-09,477.9397477738151
2011-10,471.34534961234306
2011-11,408.36886648091803
2011-12,395.4745166137348
2012-01,421.4549364831098
2012-02,410.3880461969027
2012-03,477.36058062849133
2012-04,492.9134741462129
2012-05,447.0211533239336
2012-06,442.78428921929986
2012-07,436.7863109428849
2012-08,429.54105589803237
2012-09,532.1681724633718
2012-10,520.6294343728862
2012-11,518.1263030017352
2012-12,557.5779183859535
2013-01,539.6290889800113
2013-02,534.6116639088865
2013-03,544.3498200473294
2013-04,598.1577998017814
2013-05,569.3976452625125
2013-06,564.8698892667838
2013-07,582.1635539472306
2013-08,589.8141926880526
2013-09,568.1171136718339
2013-10,600.3979597392384
2013-11,604.2354572958237
2013-12,592.8527157126665
2014-01,697.753821101725
2014-02,727.8195982466132
2014-03,729.3197187262059
2014-04,782.9204266102453
2014-05,850.3484890707182
2014-06,933.0231926151339
2014-07,983.253299416288
2014-08,1045.509286557485
2014-09,1012.3672420367255
2014-10,992.3637878097896
2014-11,1012.410638127618
2014-12,942.0691785212293
2015-01,956.3298616265449
2015-02,936.3144507213426
2015-03,946.1751861548958
2015-04,1002.961353659663
2015-05,993.8833857775229
2015-06,941.4463698840807
2015-07,960.7491857482115
2015-08,912.2267189963553
2015-09,889.1421451003724
2015-10,890.9092498005363
2015-11,905.1040482545985
2015-12,901.5642788079671
2016-01,905.5222135509784
2016-02,908.1708965752523
2016-03,958.8851623795821
2016-04,954.4518171105772
2016-05,985.348059903925
2016-06,979.3792690784404
2016-07,1054.2866114061292
2016-08,1066.7160058542645
2016-09,1108.5493677381778
2016-10,1157.0109972655907
2016-11,1085.0048067061189
2016-12,1115.174922529905
2017-01,1161.941174693352
2017-02,1260.3248448749755
2017-03,1233.0148261958034
2017-04,1254.403490738122
2017-05,1266.804568981447
2017-06,1293.0174424547738
2017-07,1341.99475147105
2017-08,1335.1710365725357
2017-09,1296.5571225740437
2017-10,1294.308867586184
2017-11,1244.431979483999
2017-12,1264.7943931478765
2018-01,1299.7351548065044
2018-02,1264.4083291562572
2018-03,1270.665774527895
2018-04,1303.447360999433
2018-05,1429.4709734180462
2018-06,1465.7727996101028
2018-07,1480.4191186404405
2018-08,1457.2514657668435
2018-09,1426.0159808961969
2018-10,1319.7954424904167
2018-11,1355.0095859922526
2018-12,1280.0437651560062
2019-01,1334.1358603993663
2019-02,1369.2505858190693
2019-03,1410.5614405721399
2019-04,1446.8116371942626
2019-05,1395.555629692944
2019-06,1443.7059216066143
2019-07,1448.3141399403005
2019-08,1440.4262554201516
2019-09,1448.8566359203228
2019-10,1432.7282770010077
2019-11,1469.5510393587076
2019-12,1494.8313354896773
2020-01,1585.7139966740067
2020-02,1482.6140011422258
2020-03,1151.5713168027366
2020-04,1238.2109643559568
2020-05,1265.021697121057
2020-06,1276.9440517369385
2020-07,1289.8206087787296
2020-08,1295.288175073509
2020-09,1344.480898034844
2020-10,1265.9059249241373
2020-11,1381.2378990482855
2020-12,1384.9322246237932
2021-01,1462.7522392548199
2021-02,1523.5787406538384
2021-03,1556.6877408153414
2021-04,1660.8077911816206
2021-05,1797.2535090002134
2021-06,1804.3478224369505
2021-07,1877.4365188981953
2021-08,1942.1723367881332
2021-09,1861.7756794330417
2021-10,1892.0593681050489
2021-11,1961.16190740857
2021-12,2054.2613011092776
2022-01,2171.0037692299347
2022-02,1972.4332403862677
2022-03,2181.295712983592
2022-04,2181.094137104078
2022-05,2100.132303771927
2022-06,1995.5838004028485
2022-07,2113.852024978953
2022-08,2053.3784069365015
2022-09,1724.4884674152825
2022-10,1894.378827790794
2022-11,1933.8754068562446
2022-12,1868.4576992036598
2023-01,1991.2115140306537
2023-02,2085.4674836533027
2023-03,2120.795787619515
2023-04,2164.7229688438965
2023-05,2098.936374201819
2023-06,2163.976293538361
2023-07,2212.4417379221163
