Date,KOREA SMALL CAP
1998-12,290.59563489328997
1999-01,317.5101092459431
1999-02,289.7990299887653
1999-03,351.156860699804
1999-04,492.6756672334195
1999-05,465.76947999951796
1999-06,509.00149832270495
1999-07,503.07835104659983
1999-08,487.4854897867673
1999-09,411.7845150982234
1999-10,424.6099873426826
1999-11,480.18408738149867
1999-12,436.0457277444885
2000-01,430.46903908750375
2000-02,413.7591068391026
2000-03,413.3414499770092
2000-04,358.08089677273847
2000-05,314.1447612765362
2000-06,332.3325584652335
2000-07,324.25290763541057
2000-08,344.7771841768461
2000-09,312.64389401931663
2000-10,276.4941795684766
2000-11,243.38329301323017
2000-12,199.37111818952377
2001-01,269.9804022799676
2001-02,272.40877359127586
2001-03,239.55601726179088
2001-04,264.66736197025875
2001-05,329.9354107239303
2001-06,324.83966331703886
2001-07,270.1632059552948
2001-08,261.4931082143245
2001-09,233.27755876233905
2001-10,263.62341441417243
2001-11,319.57334980110534
2001-12,327.4544564478181
2002-01,389.88396171305413
2002-02,418.9683911724771
2002-03,476.8348665711695
2002-04,402.47349055949655
2002-05,379.89101629723393
2002-06,329.1029857138163
2002-07,338.9472924715302
2002-08,345.8840925449346
2002-09,279.52462107466204
2002-10,287.3787550511416
2002-11,321.4342032139124
2002-12,271.14055389783493
2003-01,258.92488185735635
2003-02,255.98129893952466
2003-03,228.47700935215687
2003-04,262.48803614302363
2003-05,282.0890867604808
2003-06,303.4016463983067
2003-07,319.9590873289207
2003-08,355.84726628603715
2003-09,308.1156979571425
2003-10,327.38682808972425
2003-11,330.1197577194751
2003-12,332.3122064841646
2004-01,337.8507060766497
2004-02,343.6659575783047
2004-03,354.4772497051948
2004-04,354.71305379520976
2004-05,316.301588517053
2004-06,319.39284143775717
2004-07,294.92984251500735
2004-08,328.6152783779368
2004-09,340.04574157338726
2004-10,347.4992156698714
2004-11,378.077508128628
2004-12,380.6928736770201
2005-01,416.20942955238064
2005-02,467.02587998381756
2005-03,450.484018606215
2005-04,432.6684095345688
2005-05,475.6635953380733
2005-06,520.4589097751402
2005-07,555.2800375412676
2005-08,540.2568976260098
2005-09,632.1773732025931
2005-10,619.786499852464
2005-11,741.1075318063105
2005-12,762.5313371361641
2006-01,767.8214582684886
2006-02,777.4106698603023
2006-03,764.2115517508569
2006-04,791.494487225049
2006-05,715.5408076014389
2006-06,675.436637937905
2006-07,664.0346820824058
2006-08,690.9414032188063
2006-09,735.2707811417929
2006-10,738.9321190431208
2006-11,777.293147793174
2006-12,774.7494076232606
2007-01,713.5274148888557
2007-02,734.8379033659847
2007-03,776.9249560092278
2007-04,839.4600255006943
2007-05,1000.0
2007-06,1045.948691760359
2007-07,1177.2967241386636
2007-08,1128.669063569324
2007-09,1134.9258289669024
2007-10,1232.5711299382954
2007-11,1051.7955441425697
2007-12,1033.4959507840326
2008-01,858.3093147916327
2008-02,903.1483678755085
2008-03,787.4688361466835
2008-04,832.6119530475755
2008-05,824.3453102331407
2008-06,760.6111933812934
2008-07,726.0149906328078
2008-08,653.4223104179523
2008-09,587.6532821990329
2008-10,417.59987055754317
2008-11,385.5513133234084
2008-12,449.73145952176236
2009-01,459.76620586163955
2009-02,411.2916259847119
2009-03,509.431744425525
2009-04,650.6756965048662
2009-05,650.3818764905203
2009-06,616.4195365463924
2009-07,658.4766323947002
2009-08,662.503404183574
2009-09,697.0717657208155
2009-10,661.861899196674
2009-11,636.1959939957284
2009-12,716.8877245368418
2010-01,692.2737122635729
2010-02,717.5132431414141
2010-03,772.898147267439
2010-04,811.4887861281352
2010-05,789.6323171997361
2010-06,820.5758911938003
2010-07,797.2527346734759
2010-08,797.7580733492628
2010-09,850.753098492347
2010-10,877.0944511808668
2010-11,871.6335097761028
2010-12,890.5854552353665
2011-01,906.8630802862585
2011-02,842.5261692318002
2011-03,895.5109921131119
2011-04,898.4052761459315
2011-05,902.4374963225938
2011-06,918.7402307627157
2011-07,1018.4500522648733
2011-08,913.2336803906885
2011-09,793.7312333116919
2011-10,878.0717591003187
2011-11,863.069301931955
2011-12,878.1639212989415
2012-01,927.2947828581564
2012-02,938.0689358552938
2012-03,894.6680211215428
2012-04,853.837342357729
2012-05,832.9939721684846
2012-06,860.6539277179085
2012-07,875.0236952037154
2012-08,914.2001215909846
2012-09,955.8306147574556
2012-10,930.232551450905
2012-11,925.3265869595498
2012-12,927.7064757073505
2013-01,887.077903221573
2013-02,964.0599269947264
2013-03,992.6780594891391
2013-04,997.6617176392454
2013-05,987.4097043105218
2013-06,886.4350096549438
2013-07,927.9014145478404
2013-08,898.9466384250225
2013-09,950.9558132159062
2013-10,956.8511629037298
2013-11,947.9227888437006
2013-12,920.2100507937813
2014-01,942.4741514362787
2014-02,947.6158390637529
2014-03,967.7386703040353
2014-04,1003.0632105967077
2014-05,1017.7409844033538
2014-06,1023.0303426159729
2014-07,1053.8674241305596
2014-08,1140.3266698228206
2014-09,1146.8621435536
2014-10,1097.615925348809
2014-11,1048.6147749441825
2014-12,1093.0475371948899
2015-01,1232.0046700381295
2015-02,1285.937870261501
2015-03,1398.8990522542283
2015-04,1480.9548289640936
2015-05,1523.5427915412156
2015-06,1547.1804621407143
2015-07,1456.517252477834
2015-08,1374.6692358619646
2015-09,1352.966302687916
2015-10,1392.8163142095086
2015-11,1421.4411513016407
2015-12,1369.09215296232
2016-01,1328.7160758297794
2016-02,1239.6944046655283
2016-03,1320.2257444369188
2016-04,1336.2837336504826
2016-05,1307.631236924139
2016-06,1321.3013704084951
2016-07,1360.4259826458895
2016-08,1309.2178920970202
2016-09,1322.164935318883
2016-10,1202.4592486463764
2016-11,1171.947247002455
2016-12,1193.829378661814
2017-01,1180.8761842897334
2017-02,1277.6340757553112
2017-03,1303.4367115022394
2017-04,1284.3446707500636
2017-05,1343.4633673698438
2017-06,1308.0366348368311
2017-07,1272.92688782924
2017-08,1248.5988164213177
2017-09,1207.0593917784786
2017-10,1333.5555820470122
2017-11,1431.5167597860384
2017-12,1459.7275807636536
2018-01,1534.3265668803158
2018-02,1444.706834144613
2018-03,1466.313949131812
2018-04,1513.0573010097478
2018-05,1551.7590032446706
2018-06,1399.4394991495785
2018-07,1344.200312362702
2018-08,1407.8382899204307
2018-09,1426.1011025096016
2018-10,1159.5662590818192
2018-11,1274.3268772711392
2018-12,1256.5213689758793
2019-01,1309.1379998236607
2019-02,1337.8223378358284
2019-03,1312.1400661855846
2019-04,1301.5433869151498
2019-05,1170.2624670808768
2019-06,1173.3335164143318
2019-07,1094.0820338056917
2019-08,1047.5542046914463
2019-09,1101.8112238579847
2019-10,1134.9566192829573
2019-11,1123.1335549915557
2019-12,1197.64279472115
2020-01,1093.6568479185144
2020-02,1016.3750824765332
2020-03,942.1246017694418
2020-04,1079.0941662310743
2020-05,1123.3752865791014
2020-06,1173.4255229535245
2020-07,1289.1471072578634
2020-08,1380.6853194834725
2020-09,1403.7778383254329
2020-10,1386.016337383153
2020-11,1556.3884122327001
2020-12,1693.5060860060432
2021-01,1643.2687210206323
2021-02,1679.508794996709
2021-03,1812.6048702696314
2021-04,1895.036019289129
2021-05,1936.2744330356543
2021-06,2052.2907206197083
2021-07,2019.3399272350282
2021-08,2017.0187785896849
2021-09,1996.112441635554
2021-10,2001.4166532005606
2021-11,1894.8612139062113
2021-12,2021.261841422889
2022-01,1759.342925390467
2022-02,1802.0260387411665
2022-03,1894.179933900513
2022-04,1873.564251278887
2022-05,1846.9182564856787
2022-06,1524.1700422248853
2022-07,1644.3003325556222
2022-08,1658.3460395914676
2022-09,1342.5729668251631
2022-10,1365.557663791617
2022-11,1529.2591950224396
2022-12,1474.531565849088
2023-01,1592.5037553859388
2023-02,1580.696862938289
2023-03,1659.5220745348036
2023-04,1596.1787025633741
2023-05,1661.4313795263245
2023-06,1684.0095280442026
2023-07,1863.6248083578198
