Date,FRANCE SMALL CAP
2000-12,100.0
2001-01,105.34526299746494
2001-02,105.00626754602838
2001-03,103.35835870097448
2001-04,107.11252012911756
2001-05,110.83200510460563
2001-06,105.20196845176035
2001-07,100.9142494022582
2001-08,98.04961271697414
2001-09,74.42478050531261
2001-10,86.34388262852232
2001-11,94.74468709907278
2001-12,93.33694481976194
2002-01,101.61154384553909
2002-02,100.27136211948675
2002-03,107.23759803850609
2002-04,102.24611150533407
2002-05,97.49071688650984
2002-06,88.57200280189237
2002-07,79.40704551115178
2002-08,78.17608814398224
2002-09,64.12506719947022
2002-10,67.47621532662617
2002-11,71.70007555835856
2002-12,62.49272445515087
2003-01,60.44496555713439
2003-02,53.81372920592254
2003-03,49.51134718634536
2003-04,58.99563617687944
2003-05,62.85065688484283
2003-06,65.13867139921402
2003-07,68.5652481951508
2003-08,70.98373837640956
2003-09,70.94801717739287
2003-10,77.0842092123215
2003-11,77.03870574557182
2003-12,73.46295029052483
2004-01,78.189397215964
2004-02,81.54055165929239
2004-03,79.8272601998719
2004-04,78.72416704141528
2004-05,74.8591546053197
2004-06,78.8322968395308
2004-07,73.81435342155855
2004-08,72.41013990125887
2004-09,73.48474116670778
2004-10,75.87363656667812
2004-11,78.84367509843344
2004-12,81.9333688694101
2005-01,89.41051871612389
2005-02,92.67651472373798
2005-03,92.42203650006823
2005-04,88.45456121120154
2005-05,94.01068878056348
2005-06,99.54344616103965
2005-07,107.38727327179532
2005-08,109.03124431264001
2005-09,118.71280480076494
2005-10,111.79248387177067
2005-11,116.47984983964731
2005-12,121.1840751827277
2006-01,133.9775956007907
2006-02,138.51419417043815
2006-03,147.57045987069677
2006-04,147.94167479294842
2006-05,139.83450908427295
2006-06,135.60245973529854
2006-07,131.55678613004676
2006-08,134.45442951802187
2006-09,134.99948558801273
2006-10,140.1476681040906
2006-11,144.9384513317632
2006-12,151.41634794914614
2007-01,155.92603394398867
2007-02,154.74900442477698
2007-03,160.67139444508754
2007-04,166.82806700001862
2007-05,178.5566931560289
2007-06,176.03940261030024
2007-07,173.19044047697298
2007-08,168.14300764677756
