Date,HUNGARY SMALL CAP
1998-12,336.6840797983376
1999-01,323.8571581076054
1999-02,288.64371162681203
1999-03,287.7680721629418
1999-04,317.1321140896533
1999-05,338.0154380829595
1999-06,336.8670988549052
1999-07,357.0402410472749
1999-08,374.6742344699101
1999-09,349.13657144886605
1999-10,362.6311510172352
1999-11,379.74042812950535
1999-12,418.8382377420112
2000-01,440.6333718172982
2000-02,455.1408186946457
2000-03,488.6809100844843
2000-04,449.4506886689748
2000-05,422.30625352871846
2000-06,397.3485257468806
2000-07,389.28472052716916
2000-08,389.4663385204627
2000-09,371.270793318469
2000-10,415.927151902302
2000-11,349.6120158027081
2000-12,366.5915535217894
2001-01,342.81625233124976
2001-02,300.12223749289075
2001-03,290.7880303952776
2001-04,284.62546774810494
2001-05,304.5257640208101
2001-06,307.3579519186227
2001-07,286.7806931687515
2001-08,273.22704251158234
2001-09,251.71081911641545
2001-10,272.11612568929723
2001-11,303.6520929670558
2001-12,309.3890536763132
2002-01,335.93375371757804
2002-02,334.5193389586809
2002-03,342.72381228702295
2002-04,395.8455222539186
2002-05,399.645891536083
2002-06,379.3288271667156
2002-07,359.6687705699791
2002-08,353.3155454597495
2002-09,322.91034228656224
2002-10,366.46247484559444
2002-11,418.5248169369565
2002-12,459.04204755555753
2003-01,410.07416535611725
2003-02,406.49487877651967
2003-03,417.25176567424944
2003-04,452.0080762426303
2003-05,467.9804945441054
2003-06,478.706763159938
2003-07,542.1187660532391
2003-08,568.4812156685823
2003-09,551.1478047904995
2003-10,536.0481515477621
2003-11,536.5031211689836
2003-12,548.7256379000203
2004-01,553.1126583065018
2004-02,569.2886517802584
2004-03,562.5738819830731
2004-04,588.5038236769932
2004-05,561.3735546939386
2004-06,579.7345250025272
2004-07,584.3169474947331
2004-08,608.7504866781345
2004-09,664.0956557629152
2004-10,600.7328552820948
2004-11,609.2746267009022
2004-12,618.1418539586066
2005-01,721.6169555141728
2005-02,820.2604007755594
2005-03,777.5337512403611
2005-04,687.8699148412534
2005-05,695.7299508405308
2005-06,764.3187013459719
2005-07,857.0911684668632
2005-08,828.2638797759635
2005-09,800.5230940537386
2005-10,742.7644993135831
2005-11,821.4402195947617
2005-12,812.1753719175418
2006-01,891.1016234968149
2006-02,961.056738120512
2006-03,937.1332536609322
2006-04,941.419351693498
2006-05,844.9833908032684
2006-06,819.7405811321261
2006-07,932.0508824005013
2006-08,945.3906530702802
2006-09,965.0523685290326
2006-10,965.1223823880633
2006-11,979.9979328334987
2006-12,1013.4672849737555
