Date,HUNGARY SMALL CAP
2007-01,961.6367094808942
2007-02,972.2025608412788
2007-03,954.4992483028972
2007-04,967.6717338304073
2007-05,1000.0
2007-06,1034.915222799238
2007-07,1029.7347446362671
2007-08,971.2343760599786
2007-09,1007.4405559816018
2007-10,973.6593358151378
2007-11,842.1080717254542
2007-12,881.0921074682609
2008-01,750.5299412430594
2008-02,738.4149124451286
2008-03,676.8148971326024
2008-04,720.9710279341374
2008-05,715.3337160277146
2008-06,663.0734089470257
2008-07,692.5029656109559
2008-08,639.5691029230785
2008-09,547.6311836262624
2008-10,439.6639744203892
2008-11,433.23913816061287
2008-12,381.07761239635136
2009-01,349.6391733647822
2009-02,301.2634879113964
2009-03,308.3657081661554
2009-04,341.0866081315411
2009-05,404.9558901876271
2009-06,473.2863054924992
2009-07,510.6194539478997
2009-08,570.517632114566
2009-09,624.7099067488975
2009-10,599.9537280403919
2009-11,592.302547436404
2009-12,605.4022629246042
2010-01,611.5865329731765
2010-02,637.9999981783818
2010-03,691.5000147250984
2010-04,689.9868909632304
2010-05,622.0789517034854
2010-06,541.9843483497568
2010-07,602.4595526422431
2010-08,586.6426841841429
2010-09,649.3007913530788
2010-10,672.7571249227126
2010-11,543.3529384414155
2010-12,567.9474986885597
2011-01,611.6496772391827
2011-02,603.1594021599598
2011-03,595.0760575825857
2011-04,599.4923853046498
2011-05,583.9115779644837
2011-06,574.5943425117345
2011-07,532.5367028066332
2011-08,447.91861193203846
2011-09,382.623939025437
2011-10,394.5968251725315
2011-11,389.2340541855366
2011-12,352.3629028374758
2012-01,359.84061369850014
2012-02,364.26924666630003
2012-03,310.03229165725713
2012-04,319.5845225412769
2012-05,256.9103509938357
2012-06,292.8305922121817
2012-07,324.70147330102645
2012-08,332.8858153264584
2012-09,352.6416982581334
2012-10,354.4730219984613
2012-11,341.23915275743593
2012-12,344.90626023641767
2013-01,361.25532201736405
2013-02,362.5509356095544
2013-03,337.73173620161236
2013-04,341.7825065697296
2013-05,401.33917207360236
2013-06,430.612339908207
2013-07,403.3466192647039
2013-08,408.30365887839
2013-09,539.0720138736159
2013-10,529.5624324792688
2013-11,1024.125837258988
2013-12,1120.9356610645702
2014-01,1053.127055610522
2014-02,1145.8566575237144
2014-03,1045.250983941816
2014-04,1087.0185721028256
2014-05,1148.6617818576494
2014-06,1175.267171030489
2014-07,1258.5422669623065
2014-08,1240.527002374488
2014-09,1235.9174212925984
2014-10,1169.4466066812836
2014-11,1173.562126631165
2014-12,1135.2474833407005
2015-01,1217.8664312662431
2015-02,1340.3872572723715
2015-03,1457.1705748405818
2015-04,1416.5628896737542
2015-05,1425.673540407783
2015-06,1328.7144533986477
2015-07,1399.4749359813477
2015-08,1346.1714814306363
2015-09,1320.481498370455
2015-10,1337.1789970364443
2015-11,1371.4891636867892
2015-12,1362.5399643526166
2016-01,1350.8235805068293
2016-02,1460.1865149917019
2016-03,1539.2299411740798
2016-04,1609.6782332228051
2016-05,1578.9917164103044
2016-06,1547.7413029174509
2016-07,1567.3586340604654
2016-08,1531.988448572921
2016-09,1595.0209169975954
2016-10,1653.4579538647008
2016-11,1721.085855654545
2016-12,1766.2990438313714
2017-01,1811.3200788738134
2017-02,1740.2632495598439
2017-03,1702.7054484044168
2017-04,1683.7621619168203
2017-05,1710.6789216599614
2017-06,1762.1695036098106
2017-07,1759.5406953462764
2017-08,1843.0115504312885
2017-09,1783.0379720004155
2017-10,1719.148948586732
2017-11,1736.6093026336653
2017-12,1703.811099399317
2018-01,1738.6651058871707
2018-02,1672.1665367288515
2018-03,1676.3973037730323
2018-04,1656.4554045367809
2018-05,1586.8804665905511
2018-06,1488.3459351253355
2018-07,1457.704986150021
2018-08,1457.3336140193533
2018-09,1422.3896893420767
2018-10,1357.3696653849513
2018-11,1560.4178303280344
2018-12,1515.7504559094443
2019-01,1593.1430240876139
2019-02,1585.0334331368856
2019-03,1547.1053697574866
2019-04,1519.8709912949641
2019-05,1451.9330389755887
2019-06,1500.588855167816
2019-07,1488.4421992968125
2019-08,1409.4067206395234
2019-09,1437.997376151477
2019-10,1403.1047117398768
2019-11,1364.254981652977
2019-12,1420.08278608031
2020-01,1348.9550201762115
2020-02,1198.1106068787492
2020-03,976.3052196262801
2020-04,1158.632932173224
2020-05,1159.3485373218914
2020-06,1147.415083624387
2020-07,1117.8180877783093
2020-08,1093.6631198238297
2020-09,1060.0216503131137
2020-10,972.806762979686
2020-11,1120.7280391269444
2020-12,1147.09690614764
2021-01,1167.738915796948
2021-02,1171.7707246909347
2021-03,1178.9811241672228
2021-04,1193.2896081563408
2021-05,1232.8151634871233
2021-06,1270.8403333883934
2021-07,1254.7322168246435
2021-08,1295.8937671686383
2021-09,1256.3299235005331
2021-10,1246.988412048884
2021-11,1189.8698508906964
2021-12,1140.9548877664647
2022-01,1194.6276545945489
2022-02,1105.1137094891913
2022-03,1152.3622899853433
2022-04,1089.8062636007312
2022-05,985.4779583448848
2022-06,857.517529084525
2022-07,809.2063108980378
2022-08,865.9723965911305
2022-09,712.9404169363754
2022-10,724.9711244070422
2022-11,797.1004893478258
2022-12,835.6817049279568
2023-01,962.9028198294628
2023-02,1018.7832266271392
2023-03,1039.4618253943859
2023-04,1127.053929043603
2023-05,1194.6618332540659
2023-06,1149.1820852695755
2023-07,1145.722759443655
