Date,ITALY SMALL CAP
2000-12,100.00000000000001
2001-01,99.82690101540932
2001-02,96.61357236383292
2001-03,93.51359809107059
2001-04,95.46318112187154
2001-05,99.92656490090282
2001-06,97.50685993409357
2001-07,90.21312544992567
2001-08,88.03177317115588
2001-09,70.662002467177
2001-10,72.82948146274644
2001-11,79.51674823431894
2001-12,79.27758738414997
2002-01,82.31612830565128
2002-02,81.7539170287012
2002-03,88.579562614747
2002-04,90.49166745599932
2002-05,87.37855443133138
2002-06,79.20409733961783
2002-07,74.1778958949795
2002-08,76.78483616618847
2002-09,64.90566586749655
2002-10,68.85205749109333
2002-11,72.4645262684866
2002-12,67.69780398676113
2003-01,63.86977033046342
2003-02,64.40510131070587
2003-03,62.821815868152456
2003-04,70.08951089019517
2003-05,71.65746755401545
2003-06,73.63433156206445
2003-07,76.94242047553648
2003-08,80.84633579170556
2003-09,81.73365916927123
2003-10,87.1145527980799
2003-11,92.19802899913601
2003-12,90.43569425465316
2004-01,89.97984378962171
2004-02,89.14658339398194
2004-03,86.44900154065094
2004-04,89.51087813498926
2004-05,89.75801843494538
2004-06,94.84399279066842
2004-07,94.74921594848982
2004-08,95.15876953873504
2004-09,99.39407556448704
2004-10,101.7511482231106
2004-11,103.65473514058776
2004-12,110.52661930366575
2005-01,115.66053566173576
2005-02,118.60533575481651
2005-03,118.30828041652258
2005-04,119.18530216042763
2005-05,125.51290529371002
2005-06,131.98959185900682
2005-07,141.58159159407728
2005-08,143.62447531696762
2005-09,149.46435486322332
2005-10,138.02541220855716
2005-11,137.49544078066864
2005-12,139.06599746433463
2006-01,149.54515062313615
2006-02,160.78804409624573
2006-03,167.90416439980586
2006-04,168.96087916748252
2006-05,154.22330994959614
2006-06,151.6554408842452
2006-07,152.33266554759638
2006-08,156.44571717887356
2006-09,158.44575959168918
2006-10,164.55252908589458
2006-11,172.12459390238763
2006-12,179.63693892151633
2007-01,188.33073514594562
2007-02,186.34113457026604
2007-03,197.68808879833279
2007-04,209.00033513748286
2007-05,211.743574642091
2007-06,205.31814903899468
2007-07,202.29669959796928
2007-08,191.5832178738119
2007-09,179.78060296709407
2007-10,190.8124432103411
2007-11,165.7407169316511
2007-12,159.82191149349956
2008-01,138.50770425001676
2008-02,141.39986047965488
2008-03,134.8789781160698
2008-04,139.0555731824541
2008-05,141.64846213002022
2008-06,125.116106319428
2008-07,119.91437056368603
2008-08,126.61292404519631
2008-09,106.93363954135717
2008-10,91.08969098492226
2008-11,83.44925393690136
2008-12,84.00939188554494
2009-01,80.71386904861019
2009-02,72.56916549887406
2009-03,74.27374983865639
2009-04,86.96827843764284
2009-05,93.87837959172283
2009-06,92.85902141502287
2009-07,97.8548986157322
2009-08,103.36098083708141
2009-09,108.30708274332206
2009-10,103.54465057309497
2009-11,102.38413495413954
2009-12,105.86444982929632
2010-01,104.4473869438283
2010-02,100.5004323991354
2010-03,108.50851113846167
2010-04,107.12030097606313
2010-05,98.79454521989655
2010-06,95.14615383631256
2010-07,98.1274381002441
2010-08,94.27990468979074
2010-09,99.85398557076113
2010-10,105.1745026399927
2010-11,94.7344023929175
2010-12,101.94617522361104
2011-01,105.47502032300322
2011-02,106.05271883264234
2011-03,107.84804362193161
2011-04,111.15067638496447
2011-05,107.25877527828587
2011-06,102.30827214541875
2011-07,95.3663656013829
2011-08,87.264660163599
2011-09,82.75389217917451
2011-10,83.30948714588708
2011-11,74.94091018528671
2011-12,73.2388207480622
2012-01,78.671782347467
2012-02,84.29074313948698
2012-03,81.47820497880959
2012-04,77.4508198129134
2012-05,69.80735933320177
2012-06,73.81482627894042
2012-07,71.21629345946819
2012-08,76.40732224167665
2012-09,78.98812976478864
2012-10,80.84352902239209
2012-11,80.64364097952301
2012-12,85.63174649751804
2013-01,95.07836305463759
2013-02,92.21956797696154
2013-03,92.42388919047688
2013-04,99.47721492704295
2013-05,104.32493955489528
2013-06,97.99139311328099
2013-07,105.89071019046708
2013-08,107.00990033309428
2013-09,111.48917757776456
2013-10,125.53425254789249
2013-11,127.24258997694182
2013-12,129.3625201278799
2014-01,130.081552336426
2014-02,143.4120150843461
2014-03,151.2713357738864
2014-04,148.03075824524336
2014-05,144.9523704491236
2014-06,137.83624122711473
2014-07,132.20462901841512
2014-08,132.60840634325103
2014-09,128.58713609795396
2014-10,121.97312566126436
2014-11,126.08449708041476
2014-12,123.90921295123997
2015-01,139.56923259779145
2015-02,152.85057764488374
2015-03,166.02987116970354
2015-04,165.8695611421534
2015-05,170.15524481609586
2015-06,165.57710598683244
2015-07,176.68521341010396
2015-08,165.72148241709598
2015-09,159.67758788750805
2015-10,168.98943491003567
2015-11,174.10643139542344
2015-12,171.91480526121492
2016-01,153.1096954879823
2016-02,146.41871326275006
2016-03,151.94703626551404
2016-04,156.87832587220802
2016-05,157.6426379473727
2016-06,136.82600440101166
2016-07,144.30545882730527
2016-08,142.0277808296767
2016-09,139.80612989828654
2016-10,144.48453788818918
2016-11,136.8840887788143
2016-12,153.25744232715084
2017-01,156.7805409918661
2017-02,158.85473500233138
2017-03,175.45111371425926
2017-04,183.06503540462356
2017-05,186.74732024702033
2017-06,183.76805767038613
2017-07,193.12399333968503
2017-08,191.81116747105392
2017-09,201.2788980557269
2017-10,201.40154923291368
2017-11,197.5773288919955
2017-12,195.38662336516936
2018-01,206.46260786036208
2018-02,196.6741134434054
2018-03,195.598923562662
2018-04,207.00408722759067
2018-05,191.4532377222237
2018-06,196.7027203820022
2018-07,204.3998529674835
2018-08,191.95797123889508
2018-09,197.05854239896948
2018-10,172.92811985136228
2018-11,173.01173957124166
2018-12,165.94430452468123
2019-01,176.52148700628408
2019-02,188.19366712806456
2019-03,191.35013813681795
2019-04,197.2340070489502
2019-05,183.51278056038052
2019-06,192.81104028900472
2019-07,193.0280978027621
2019-08,191.0479704177268
2019-09,198.6688582961814
2019-10,201.86290787795167
2019-11,216.97445471995763
2019-12,212.28661781966866
2020-01,207.27816366970183
2020-02,197.57577687395187
2020-03,153.0204329449937
2020-04,165.51421568282262
2020-05,174.24427834660509
2020-06,179.87691310117904
2020-07,183.76003972818683
2020-08,189.94989487015087
2020-09,188.8335451548284
2020-10,175.71611849486015
2020-11,206.5010513930452
2020-12,210.1046515384481
2021-01,205.22122136956366
2021-02,220.5754730683361
2021-03,238.8746594445163
2021-04,243.85345569803297
2021-05,263.25458530761597
2021-06,262.47675894266695
2021-07,267.59946032964547
2021-08,279.921772366059
2021-09,272.04325095524064
2021-10,280.00501268660645
2021-11,265.94436779285223
2021-12,279.1152268496962
2022-01,264.45594511295263
2022-02,252.49575105960741
2022-03,248.13890688297653
2022-04,249.31249111712629
2022-05,257.1011784626959
2022-06,222.6599230834538
2022-07,231.00746444842628
2022-08,216.9716340962265
2022-09,202.62586814503803
2022-10,224.09423724580665
2022-11,239.93543605758623
2022-12,236.07289654453035
2023-01,264.27822301522326
2023-02,274.2458525955709
2023-03,265.2829892823474
2023-04,268.78109830675805
2023-05,262.15356595498463
2023-06,274.6669336747331
2023-07,285.5688622763246
