Date,INDONESIA SMALL CAP
1998-12,295.65091500371926
1999-01,286.926977816785
1999-02,296.74693873939475
1999-03,301.01810555539083
1999-04,397.4613518324653
1999-05,555.4557952397013
1999-06,809.5183928401303
1999-07,704.9696255147085
1999-08,547.2976933518825
1999-09,469.0903575682723
1999-10,703.4326987263822
1999-11,650.7591987224617
1999-12,810.4599530825304
2000-01,729.8223922696852
2000-02,728.9203654409291
2000-03,661.0117488428976
2000-04,604.035184303913
2000-05,475.95955346253356
2000-06,497.3281808137243
2000-07,480.7770971291492
2000-08,514.284148001611
2000-09,432.87052329541933
2000-10,410.06676448108544
2000-11,397.6561249690191
2000-12,356.783985287095
2001-01,354.2145946391952
2001-02,325.56016871778536
2001-03,292.49597084388205
2001-04,244.82176460095786
2001-05,292.63392062399555
2001-06,306.9422100151024
2001-07,393.5517849316301
2001-08,395.1509092185808
2001-09,339.75679501316057
2001-10,286.46121479339234
2001-11,292.45597673945804
2001-12,283.1085246722809
2002-01,321.88565173918477
2002-02,333.58073779429856
2002-03,374.12946818944516
2002-04,433.33019717277153
2002-05,431.9626188554821
2002-06,394.79277219872176
2002-07,323.9942689096551
2002-08,313.4051746629977
2002-09,279.39679276771034
2002-10,246.73557037301933
2002-11,256.1855929875905
2002-12,254.51143263236662
2003-01,232.69497624932254
2003-02,236.67431421664804
2003-03,236.94145109190143
2003-04,282.56470282489533
2003-05,302.6126622843182
2003-06,305.1042981631463
2003-07,318.97033880418707
2003-08,325.4798703037015
2003-09,329.3907639859066
2003-10,327.6549348635554
2003-11,307.4415865093172
2003-12,354.84676029834554
2004-01,373.6860789263677
2004-02,393.90867826442053
2004-03,378.0698829311092
2004-04,389.5600561551096
2004-05,315.7196505125754
2004-06,313.0153388018237
2004-07,341.08034990325245
2004-08,330.5277616084659
2004-09,355.7004464958858
2004-10,371.51425045676257
2004-11,412.8650849220593
2004-12,415.19957083306053
2005-01,484.425519100129
2005-02,502.84266529412093
2005-03,504.05522670954196
2005-04,482.14049808362057
2005-05,540.0221428436594
2005-06,567.3484137384243
2005-07,593.9265586622712
2005-08,487.3451071334066
2005-09,512.7571933850758
2005-10,508.19324909973005
2005-11,520.8530149943949
2005-12,560.6787361235754
2006-01,610.037264424825
2006-02,635.8452113075365
2006-03,666.2112366001377
2006-04,731.5368677762576
2006-05,603.4303110591278
2006-06,587.6595010201153
2006-07,647.1299632240163
2006-08,665.0075757561715
2006-09,687.6331935133139
2006-10,718.4514751815965
2006-11,721.9024441602418
2006-12,790.5996313196351
2007-01,815.2354035433108
2007-02,809.4277929782633
2007-03,824.342343904697
2007-04,897.2401326785767
2007-05,1000.0
2007-06,990.4142893235309
2007-07,1061.9001988458626
2007-08,938.0224661293122
2007-09,986.4884314246807
2007-10,1083.8316604766653
2007-11,1082.7187510553454
2007-12,1117.7459591395755
2008-01,1076.2899529849071
2008-02,1115.2697431183888
2008-03,923.1315404183805
2008-04,907.9494160194538
2008-05,1003.3954141492036
2008-06,967.6423321334152
2008-07,924.9241015927121
2008-08,895.2191179365888
2008-09,737.2815395153965
2008-10,424.03177173484625
2008-11,365.3520423847369
2008-12,404.22512825738215
2009-01,411.19554462841444
2009-02,408.1182228682278
2009-03,408.67085276264163
2009-04,576.0611786168062
2009-05,708.6190636570134
2009-06,749.4381982610967
2009-07,855.4643202499135
2009-08,835.4065140231146
2009-09,879.7766760881192
2009-10,811.535302261361
2009-11,767.4179022052696
2009-12,810.5693735557707
2010-01,911.8379186168769
2010-02,895.6631442183943
2010-03,1012.1201929813544
2010-04,1128.732116559468
2010-05,1005.1853199038271
2010-06,1058.7178562639995
2010-07,1055.526202679584
2010-08,1101.2360291611774
2010-09,1218.249356917075
2010-10,1274.4985786034563
2010-11,1309.2663362800445
2010-12,1359.0420371311773
2011-01,1234.7232532220225
2011-02,1260.0297711259516
2011-03,1320.6851619566926
2011-04,1347.0996450898147
2011-05,1366.3598674180987
2011-06,1317.8738463603192
2011-07,1463.934671253848
2011-08,1345.9460934112217
2011-09,1213.4400175816431
2011-10,1236.9370240669325
2011-11,1204.6865719482757
2011-12,1335.541350252167
2012-01,1391.8188635285467
2012-02,1421.9920530296
2012-03,1484.9963408366154
2012-04,1539.9889822094524
2012-05,1440.2725569080346
2012-06,1407.8793386176649
2012-07,1466.2658847437647
2012-08,1300.4233068870255
2012-09,1374.90035679466
2012-10,1378.9239586227634
2012-11,1402.0021271092176
2012-12,1345.1841281488726
2013-01,1353.5436626592052
2013-02,1554.5691763017426
2013-03,1692.8177040542846
2013-04,1667.0619985272538
2013-05,1828.0724772123026
2013-06,1563.3009493260859
2013-07,1341.0258102720254
