Date,INDONESIA SMALL CAP
2013-08,1110.5542648412907
2013-09,1098.423522326649
2013-10,1169.81249081078
2013-11,978.3849898500532
2013-12,923.1450396636121
2014-01,981.3304877320293
2014-02,1101.7510485112734
2014-03,1186.1913534479113
2014-04,1140.2969601980526
2014-05,1163.4423649696287
2014-06,1074.9797733460439
2014-07,1200.7964576368383
2014-08,1236.4701735818935
2014-09,1173.0943128795402
2014-10,1203.7477530221865
2014-11,1202.3285159403179
2014-12,1216.9018482364959
2015-01,1303.4497755876116
2015-02,1335.2681958009427
2015-03,1302.6426962878938
2015-04,1178.5785363635264
2015-05,1198.8473581169383
2015-06,1078.1370056497772
2015-07,1045.0178102454129
2015-08,855.7514269270029
2015-09,769.8479607544909
2015-10,904.6183391181864
2015-11,891.2167692594068
2015-12,911.7795161993206
2016-01,870.2860570521843
2016-02,944.0787247805445
2016-03,968.4177059312112
2016-04,988.0087092433059
2016-05,964.2891156452637
2016-06,1077.350606747433
2016-07,1142.8604067532133
2016-08,1132.2518767516456
2016-09,1101.4105347328878
2016-10,1170.476364409194
2016-11,1121.732270245955
2016-12,1148.4439854491181
2017-01,1098.704393225796
2017-02,1118.0537249592844
2017-03,1139.0880276090543
2017-04,1123.867905484769
2017-05,1053.505005621384
2017-06,1007.6247121354891
2017-07,949.866115998366
2017-08,946.6387497178888
2017-09,925.8468064181435
2017-10,957.8075808322952
2017-11,919.3092171991592
2017-12,909.2425109312654
2018-01,1021.404876545843
2018-02,1023.8627142346631
2018-03,936.7460732010984
2018-04,929.7290017034813
2018-05,953.3818869034153
2018-06,866.9708605012653
2018-07,887.981836434902
2018-08,836.7449169019656
2018-09,793.1781249016852
2018-10,724.6731732620115
2018-11,798.4534836007351
2018-12,794.3511491075385
2019-01,941.0877497731265
2019-02,899.0213966162692
2019-03,834.1148435348263
2019-04,842.621217639686
2019-05,801.2388424165157
2019-06,817.4809357426006
2019-07,847.5433730595969
2019-08,801.2395977221091
2019-09,800.7296042962064
2019-10,795.8467495146966
2019-11,707.0557419374688
2019-12,744.6921719924454
2020-01,676.930549748794
2020-02,592.4411054104422
2020-03,339.2949244008131
2020-04,401.52977042821607
2020-05,401.2335925650108
2020-06,449.87862112225633
2020-07,431.6573438924831
2020-08,452.4236414282758
2020-09,405.87399906174795
2020-10,465.9014557152597
2020-11,546.7707991551275
2020-12,622.4006743897787
2021-01,624.0626668563203
2021-02,670.9220606750055
2021-03,630.9907508693359
2021-04,644.900220496865
2021-05,610.3996943650446
2021-06,592.0090765428677
2021-07,593.0651694438785
2021-08,618.2328463554827
2021-09,664.5839498529023
2021-10,714.4845607154048
2021-11,700.0493809679771
2021-12,680.5004589982378
2022-01,671.3046422415172
2022-02,668.4778354461702
2022-03,689.482697276748
2022-04,744.202788597947
2022-05,743.8135182541504
2022-06,688.2846389744416
2022-07,739.643923658899
2022-08,757.4707092307503
2022-09,723.9671932030064
2022-10,721.2173875366927
2022-11,678.0305759472693
2022-12,614.8974726535182
2023-01,634.9335530633613
2023-02,640.8856216139454
2023-03,616.7004326214995
2023-04,599.7703575415852
2023-05,569.2648111746943
2023-06,575.4305292538019
2023-07,589.4686903968832
