Date,IRELAND SMALL CAP
2000-12,100.0
2001-01,108.68233189404954
2001-02,115.6832444046616
2001-03,99.60278564389999
2001-04,107.31155111354602
2001-05,113.09936435291485
2001-06,118.1298395571107
2001-07,114.82305128837496
2001-08,112.76670609750705
2001-09,95.62310787760626
2001-10,103.3590599495214
2001-11,115.8171927437306
2001-12,123.32621926005456
2002-01,124.9956351390622
2002-02,124.26703556796937
2002-03,133.45943221863948
2002-04,138.90073972503325
2002-05,142.36206056774853
2002-06,134.34758099464966
2002-07,124.3757948982494
2002-08,129.2343532297144
2002-09,114.59397167246757
2002-10,121.45879413574072
2002-11,127.55354400988955
2002-12,122.12657645843731
2003-01,134.970761896574
2003-02,120.46648438807988
2003-03,119.05465918678156
2003-04,128.04542441014115
2003-05,149.1583621522564
2003-06,148.90947349805649
2003-07,148.56905595991367
2003-08,149.49143224265947
2003-09,154.28599911407048
2003-10,165.51280581880826
2003-11,168.38148007043895
2003-12,169.09763289512946
2004-01,181.5303656652736
2004-02,180.74059782783678
2004-03,176.0423371280038
2004-04,177.9867166841287
2004-05,180.0754845279363
2004-06,190.29380888234428
2004-07,185.75116963959144
2004-08,187.10878005922743
2004-09,191.90974746515184
2004-10,199.2776473036852
2004-11,207.79695901319906
2004-12,213.32694513969233
2005-01,225.828090336828
2005-02,228.92065541857906
2005-03,221.0571018584958
2005-04,218.3764232487696
2005-05,226.02456979033423
2005-06,237.59696330065046
2005-07,247.30407922290146
2005-08,248.21727163763694
2005-09,243.25713021024345
2005-10,233.98348902850339
2005-11,230.81815261525048
2005-12,251.5240646108828
2006-01,258.193944122883
2006-02,254.9593138617074
2006-03,263.94710434112733
2006-04,265.9510493516594
2006-05,247.81821669263576
2006-06,233.12406189729464
2006-07,238.13734258960048
2006-08,253.45440594633413
2006-09,249.74190489795845
2006-10,268.9995478517528
2006-11,273.22259665086136
2006-12,292.8643900488967
2007-01,298.20417576243597
2007-02,304.57573573893274
2007-03,323.90426034178734
2007-04,317.5937089873406
2007-05,325.52264837992743
2007-06,329.5964465120928
2007-07,321.3092540737073
2007-08,306.33618528802464
2007-09,301.4456229685226
2007-10,327.70637957665747
2007-11,293.249919700313
2007-12,308.47884753019565
2008-01,300.61920043580295
2008-02,304.04159011479993
2008-03,302.574753619559
2008-04,299.8124614028735
2008-05,308.4336799922068
2008-06,267.0038482776994
2008-07,254.28317417578427
2008-08,264.7909286340802
2008-09,223.33716855310786
2008-10,172.7894914653844
2008-11,144.853036956519
2008-12,148.26663890098231
2009-01,133.5859178668872
2009-02,109.35950028059823
2009-03,132.28365479728106
2009-04,181.23813432827916
2009-05,241.88608583499334
2009-06,248.79833692848112
2009-07,262.02920521830725
2009-08,332.0871190945737
2009-09,380.36640687390326
2009-10,293.82547691198045
2009-11,275.41074185912515
2009-12,272.5888029383298
2010-01,268.9255821448788
2010-02,241.26868201825187
2010-03,286.2287760867964
2010-04,309.7973528655157
2010-05,257.9257637517302
2010-06,255.72198575703626
2010-07,268.09342204893846
2010-08,253.924587795121
2010-09,256.384636766189
2010-10,258.39652058862924
2010-11,245.36022074898528
2010-12,270.22556642980595
2011-01,264.19918089873573
2011-02,279.35852120692357
2011-03,264.5782409318209
2011-04,272.43135009413476
2011-05,276.25598105057816
2011-06,265.6259156621522
2011-07,251.21565127197596
2011-08,229.79834509566408
2011-09,223.72604767172396
2011-10,243.75121297433486
2011-11,233.04529595088493
2011-12,228.61181673321408
2012-01,257.9327208231301
2012-02,293.1428121142636
2012-03,286.50870923701956
2012-04,284.0965195566743
2012-05,262.98010392431524
2012-06,265.27250451300705
2012-07,278.14999398159256
2012-08,285.7196074160757
2012-09,307.91691852351585
2012-10,306.28924071861957
2012-11,333.17844694960775
2012-12,349.91166270491004
2013-01,374.09307202831366
2013-02,388.72940760947387
2013-03,423.22735713832026
2013-04,420.85537455216365
2013-05,446.8194933240291
2013-06,444.10096642446285
2013-07,463.48546513758083
2013-08,475.56468988213453
2013-09,488.1925711803756
2013-10,506.5553666430381
2013-11,505.1538970170298
2013-12,521.5792050327938
2014-01,517.1733376148655
2014-02,564.3006920069894
2014-03,530.4230546358579
2014-04,503.37627925325023
2014-05,515.5418641042793
2014-06,492.1915597953776
2014-07,495.3272259163909
2014-08,505.97194584318345
2014-09,515.8153803061258
2014-10,499.49273872848613
2014-11,541.2279908402028
2014-12,565.6649937508796
2015-01,610.6355390392887
2015-02,667.2261939206547
2015-03,706.2339591901342
2015-04,714.6523804204154
2015-05,741.1580656188252
2015-06,715.6598750496719
2015-07,764.640716090593
2015-08,768.4660300612267
2015-09,739.7258470238079
2015-10,779.9150781152127
2015-11,822.8147639770931
2015-12,803.9887118960144
2016-01,781.7402115818261
2016-02,790.5979407173932
2016-03,821.2296085763039
2016-04,811.0625089970617
2016-05,850.6561229635265
2016-06,733.8070554971741
2016-07,768.4992161476071
2016-08,814.6944003061622
2016-09,783.8673127813421
2016-10,746.7494298904719
2016-11,790.5694469327691
2016-12,811.0835330232437
2017-01,845.7394292641602
2017-02,894.9552597952215
2017-03,896.3969043774664
2017-04,928.329432744557
2017-05,929.665992275627
2017-06,929.6855404045778
2017-07,895.3622064091081
2017-08,916.587551791406
2017-09,971.1735188232491
2017-10,964.0849813785255
2017-11,963.6895985267989
2017-12,993.5490555712053
2018-01,989.9481944887968
2018-02,969.4101001119221
2018-03,1007.3700681327415
2018-04,1067.9065018028787
2018-05,1097.6406123874297
2018-06,1139.9642809994323
2018-07,1087.0762236675762
2018-08,1116.1087928500244
2018-09,1084.809312844488
2018-10,1048.2920409775736
2018-11,1025.8966486072432
2018-12,979.1283064345706
2019-01,1065.9977120371902
2019-02,1093.913627316508
2019-03,1101.8291108465992
2019-04,1093.8997258404256
2019-05,1048.7019485701244
2019-06,1040.2090897902806
2019-07,981.1325014559765
2019-08,933.7799350449183
2019-09,1002.371694661436
2019-10,970.4734977856874
2019-11,983.3696321184204
2019-12,963.5984453701036
2020-01,956.0774344006365
2020-02,884.904957724606
2020-03,701.5950593336988
2020-04,763.7644981576839
2020-05,784.6342722962195
2020-06,812.1112434485692
2020-07,818.0128900123681
2020-08,826.8261607505995
2020-09,754.1808101824552
2020-10,794.5983435503972
2020-11,983.1025494914272
2020-12,1065.0872675243595
2021-01,1012.5887991722097
2021-02,1099.6702848565726
2021-03,1279.9447059663048
2021-04,1363.4162645782849
2021-05,1461.4105855419873
2021-06,1339.123335637123
2021-07,1342.9217493039846
2021-08,1480.7105844142488
2021-09,1429.928518722434
2021-10,1443.226013660921
2021-11,1322.3085801450886
2021-12,1403.3661884316105
2022-01,1502.4838783400185
2022-02,1478.860090176302
2022-03,1444.7157224299574
2022-04,1476.005587049015
2022-05,1528.0625772333892
2022-06,1411.3144425880828
2022-07,1420.268874248456
2022-08,1496.6603227534722
2022-09,1497.2654211826057
2022-10,1641.7319875964286
2022-11,1708.4988784327245
2022-12,1673.2554105723968
2023-01,1727.6180238120269
2023-02,1773.4344649647655
2023-03,1844.4555317891507
2023-04,1897.8572733004228
2023-05,1885.8077360869547
2023-06,1917.7734131846962
2023-07,1888.3727324469621
