Date,UNITED KINGDOM SMALL CAP
2017-05,344.3851116555536
2017-06,331.9062140171973
2017-07,335.0919527270227
2017-08,328.6015133785098
2017-09,347.2061861158204
2017-10,358.80318354201654
2017-11,351.8677120431388
2017-12,364.57424106959485
2018-01,364.0364398232291
2018-02,349.65848634056397
2018-03,350.70613116969866
2018-04,369.76528900265106
2018-05,381.5261082913617
2018-06,378.43110595917256
2018-07,376.38661357046664
2018-08,372.92139398278346
2018-09,365.77715201766495
2018-10,340.154140904106
2018-11,327.0869334865533
2018-12,306.5764326818587
2019-01,339.475507448365
2019-02,355.3847662826521
2019-03,358.21600197637434
2019-04,376.31083058624165
2019-05,352.31490134891425
2019-06,352.33153976464126
2019-07,349.38351416418084
2019-08,344.03273412792464
2019-09,364.2209104411799
2019-10,378.22163097739246
2019-11,397.9713318535458
2019-12,422.5443879262366
2020-01,411.49925156551006
2020-02,368.1151279864937
2020-03,274.45448166941384
2020-04,308.90859119203526
2020-05,311.14315211241575
2020-06,307.7293886874524
2020-07,305.41401233376797
2020-08,325.3342993406857
2020-09,313.82212480600066
2020-10,311.6417069686341
2020-11,355.3670291298878
2020-12,380.9187045915454
2021-01,380.78325045674393
2021-02,403.4299228721206
2021-03,424.4775656439604
2021-04,440.3990967623374
2021-05,447.23359320410196
2021-06,439.1370687487284
2021-07,452.5653608317623
2021-08,474.3562799672689
2021-09,450.7781404014811
2021-10,457.5804685516789
2021-11,439.95352488260414
2021-12,465.59209331134224
2022-01,432.6744680427648
2022-02,415.1121733507231
2022-03,407.8543665006973
2022-04,402.2472043543121
2022-05,391.81863425802925
2022-06,352.00760599836707
2022-07,391.4503969696899
2022-08,356.46018129351455
2022-09,313.65563562038943
2022-10,334.5459756465191
2022-11,357.1670380521723
2022-12,342.23396343310964
2023-01,365.8465495963225
2023-02,372.03236636673745
2023-03,351.607956768447
2023-04,364.873718657756
2023-05,358.5303063808815
2023-06,354.888242486606
2023-07,372.41263204778284
