Date,PORTUGAL SMALL CAP
2016-08,172.6568987952453
2016-09,162.9129416305961
2016-10,166.84999892873273
2016-11,163.47878289936625
2016-12,172.17256108321206
2017-01,158.70935988538972
2017-02,163.54542081751543
2017-03,177.43320125630856
2017-04,182.63790771558666
2017-05,200.04429914329583
2017-06,201.47163261153682
2017-07,201.18864277002226
2017-08,193.5722333180163
2017-09,205.80979799039395
2017-10,212.040269200654
2017-11,206.99094539368687
2017-12,211.8062882726253
2018-01,229.09861409255555
2018-02,217.2208057013858
2018-03,208.12989112052364
2018-04,214.40496313179963
2018-05,213.9504325524476
2018-06,218.11368672524523
2018-07,219.73024310635623
2018-08,208.55733895058862
2018-09,209.3222998584322
2018-10,200.89681993883312
2018-11,198.67492749113316
2018-12,188.23680269600644
2019-01,206.58202862696209
2019-02,203.67872679350685
2019-03,201.02508332967648
2019-04,210.84659650333055
2019-05,202.66294747729827
2019-06,208.5529674345975
2019-07,194.90095693663923
2019-08,184.2443700241077
2019-09,185.23339364020194
2019-10,193.73019195591772
2019-11,195.33250662799264
2019-12,196.91758409435127
2020-01,188.16422068213706
2020-02,159.8247541810519
2020-03,126.88169898982721
2020-04,139.29501263576464
2020-05,139.20688456949205
2020-06,142.95077111071248
2020-07,140.88069878254186
2020-08,141.00249401691326
2020-09,130.59829362500327
2020-10,120.57449040984723
2020-11,147.21895429772897
2020-12,149.6251421955635
2021-01,145.93295916605186
2021-02,152.7158019732386
2021-03,161.09312367969943
2021-04,165.82412400515432
2021-05,178.33204118011432
2021-06,174.8442928248322
2021-07,172.4535012209386
2021-08,186.87823016686957
2021-09,192.32099317940165
2021-10,197.5602409930674
2021-11,184.64612895584483
2021-12,192.5956665251077
2022-01,194.04854071112487
2022-02,194.5436375710138
2022-03,208.4378061630101
2022-04,207.20277120922094
2022-05,233.23203203777481
2022-06,224.21729548879975
2022-07,218.08368902385783
2022-08,213.2603869749974
2022-09,186.86482551177937
2022-10,208.5584204334638
2022-11,208.69068021220332
2022-12,202.5646764254347
2023-01,216.0432573322653
2023-02,232.49123503043995
2023-03,225.66946675674558
2023-04,234.85676919210027
2023-05,220.23886011879313
2023-06,224.77641857734017
2023-07,239.88619432020994
