Date,PORTUGAL SMALL CAP
2000-12,99.99999999999999
2001-01,109.05345731763266
2001-02,104.32927975399235
2001-03,96.69743377257385
2001-04,95.9042060659814
2001-05,94.56325612476037
2001-06,84.30983273971415
2001-07,84.85724565903989
2001-08,82.31647723640211
2001-09,79.77149786531626
2001-10,95.72934431637634
2001-11,98.48242351817942
2001-12,100.48175430570673
2002-01,101.45838248179922
2002-02,100.74701242084794
2002-03,109.80707337198224
2002-04,108.66870643156291
2002-05,104.48560142912204
2002-06,96.02544507027369
2002-07,87.18379586337804
2002-08,85.67633522477193
2002-09,73.29428701774263
2002-10,77.92024423862969
2002-11,85.51422410190546
2002-12,85.03985367414035
2003-01,85.64603121102253
2003-02,84.60161301861885
2003-03,86.09106457046164
2003-04,97.89197336408881
2003-05,101.37923142512345
2003-06,106.2001367082744
2003-07,101.64385221848174
2003-08,104.28052086480466
2003-09,101.74388010966733
2003-10,113.43049737306853
2003-11,124.1442724460734
2003-12,125.35980188416386
2004-01,144.13299661606268
2004-02,161.23903594689193
2004-03,152.59647243119926
2004-04,153.01294233431986
2004-05,146.34256545378
2004-06,154.77158823941463
2004-07,151.87605686841187
2004-08,150.5705835176892
2004-09,155.25865935915388
2004-10,161.40980790724166
2004-11,166.4309312578788
2004-12,171.14907585386425
2005-01,186.40864041940836
2005-02,186.99784499654965
2005-03,190.53290985831248
2005-04,192.62216121204727
2005-05,184.57706967101794
2005-06,183.47245446252762
2005-07,186.82970931557767
2005-08,184.3330703078596
2005-09,190.36357441157088
2005-10,184.77239764259534
2005-11,190.22366003549442
2005-12,195.87143083055366
2006-01,195.486560174258
2006-02,200.02172077065862
2006-03,216.2383680054384
2006-04,205.4687941116069
2006-05,181.23447733790937
2006-06,184.2523106516782
2006-07,178.36058290542059
2006-08,194.22018576127425
2006-09,185.27226923212064
2006-10,180.57413019030488
2006-11,181.33862382732627
2006-12,187.68731950907375
2007-01,201.98227819790023
2007-02,211.28662902437281
2007-03,217.27051506357415
2007-04,227.62610544457166
2007-05,252.1966229774728
2007-06,252.82016604993203
2007-07,248.85333732620867
2007-08,225.8966012891228
2007-09,201.9664047873979
2007-10,212.5141030809065
2007-11,193.78891684453197
2007-12,180.9031716189389
2008-01,153.92341226289514
2008-02,157.371730551633
2008-03,159.20020688839065
2008-04,170.6966673056497
2008-05,161.6144334488611
2008-06,139.29032428425387
2008-07,138.8117789596102
2008-08,146.43584177707757
2008-09,129.86065463290862
2008-10,116.28425609870926
2008-11,106.86441437252947
2008-12,110.48181875507059
2009-01,113.08047424556916
2009-02,108.76031864073072
2009-03,115.18313347671592
2009-04,135.57762063834906
2009-05,140.6295959142576
2009-06,136.85989785185512
2009-07,139.65884450516333
2009-08,153.94429849036518
2009-09,169.73772523623447
2009-10,162.8054325661768
2009-11,160.3216000273433
2009-12,163.17157880091398
2010-01,157.47549519094818
2010-02,146.41262663007222
2010-03,157.54398629562547
2010-04,145.01814086128053
2010-05,136.26221494912502
2010-06,138.74832989685618
2010-07,143.70134490492896
2010-08,143.34386094180883
2010-09,138.30809939829646
2010-10,151.18804071365238
2010-11,129.29910526285397
2010-12,137.2068843655713
2011-01,142.28988968040844
2011-02,144.0832816471409
2011-03,138.54444126966874
2011-04,138.9662539646308
2011-05,133.7130219468776
2011-06,126.75794550233674
2011-07,112.38702676520893
2011-08,99.07860985849574
2011-09,89.97706965716893
2011-10,88.0676389614923
2011-11,83.61352274816231
2011-12,86.84045663358094
2012-01,84.32047657371382
2012-02,91.73152985601193
2012-03,90.07973672390015
2012-04,84.16451183166483
2012-05,78.77284895883749
2012-06,84.04523888286337
2012-07,83.92035765704918
2012-08,89.16952728161819
2012-09,94.77259463711835
2012-10,102.08977710799755
2012-11,102.51689704593396
2012-12,113.20110083435947
2013-01,134.166790874459
2013-02,136.74262464963908
2013-03,128.76453855181495
2013-04,137.30212128549033
2013-05,138.5744822124171
2013-06,131.7373551806509
2013-07,138.58220202965546
2013-08,139.15507136648964
2013-09,144.80377726793455
2013-10,164.43509741279922
2013-11,179.7912249637775
2013-12,192.95130228086893
2014-01,204.34955972603095
2014-02,228.99358438720415
2014-03,247.12579899457623
2014-04,239.9816301189266
2014-05,226.45810359446676
2014-06,222.36175594009052
2014-07,221.78484527933654
2014-08,220.88450090100346
2014-09,224.96818884633976
2014-10,206.40131211065054
2014-11,210.0948827134153
2014-12,192.92055721067175
2015-01,204.8606616320102
2015-02,228.57782196209055
2015-03,240.5105489792838
2015-04,235.5245767881234
2015-05,232.4848562392925
2015-06,221.77124323614265
2015-07,230.56513581553594
2015-08,214.9475306492486
2015-09,214.69943277471407
2015-10,230.50160130288424
2015-11,221.89229663830878
2015-12,219.11759567716283
2016-01,198.71310898727185
2016-02,188.2815389715151
2016-03,200.02361903614207
2016-04,194.12510194607142
2016-05,201.68285835766943
2016-06,163.10096212541146
2016-07,176.07930495169452
