Date,NORWAY SMALL CAP
2000-12,100.0
2001-01,105.92656838294965
2001-02,100.93384402851815
2001-03,97.8286093691055
2001-04,98.66670150186566
2001-05,100.33119854535141
2001-06,93.84319790684506
2001-07,91.51526519811668
2001-08,86.25716664805849
2001-09,77.13931367470825
2001-10,75.92167427626147
2001-11,82.27631075827183
2001-12,85.54335962824656
2002-01,88.46942231323004
2002-02,87.20456437415567
2002-03,93.37838190486174
2002-04,92.29502886688313
2002-05,87.79577860634882
2002-06,78.05592515366145
2002-07,68.36331050694247
2002-08,61.83704804048117
2002-09,53.84965852074404
2002-10,55.864354570062794
2002-11,58.09603251030134
2002-12,43.44707820875037
2003-01,40.999650857693744
2003-02,36.24266204283812
2003-03,34.3428185472008
2003-04,41.081593922338186
2003-05,42.90592081686657
2003-06,43.881195213493
2003-07,49.19676286804986
2003-08,54.187572689427974
2003-09,49.8023996725578
2003-10,56.04636224134706
2003-11,56.46757106234779
2003-12,58.10295999791064
2004-01,64.35982617965156
2004-02,68.48016323315913
2004-03,64.3332839626616
2004-04,62.7269754874996
2004-05,66.07357666609478
2004-06,71.54125129361971
2004-07,69.52911285598087
2004-08,71.11521921839413
2004-09,77.5415091730441
2004-10,77.54453849589973
2004-11,91.39454132877358
2004-12,94.59853099492386
2005-01,99.08963239427393
2005-02,101.92089582900628
2005-03,99.33614779426387
2005-04,93.98730450534157
2005-05,107.01414112569803
2005-06,115.29601811958364
2005-07,126.00875347814643
2005-08,141.1338663069213
2005-09,148.30986613187204
2005-10,131.85141747083034
2005-11,134.30085651391596
2005-12,151.4067256950104
2006-01,155.7528979308873
2006-02,166.86297716147902
2006-03,187.7503932689225
2006-04,204.56057695632123
2006-05,194.4041177967309
2006-06,186.74451757814074
2006-07,182.34410255180333
2006-08,183.55128291454832
2006-09,171.64238512377955
2006-10,183.3951424925385
2006-11,191.59832601891534
2006-12,196.7336937403608
2007-01,206.22599059694136
2007-02,206.2073888846008
2007-03,217.54328123436605
2007-04,223.05514130239632
2007-05,224.88795333282175
2007-06,231.01013742426537
2007-07,212.45402590026765
2007-08,206.31707834960014
2007-09,208.65409690502278
2007-10,217.51742102023846
2007-11,198.295690670754
2007-12,204.05117837891422
2008-01,165.89740762845526
2008-02,176.83484499067623
2008-03,170.57069035178705
2008-04,186.41078465664742
2008-05,196.0184573439221
2008-06,180.41520142141786
2008-07,172.5990460517564
2008-08,177.34373445733382
2008-09,120.6855470276791
2008-10,93.46604209262802
2008-11,85.61362325882511
2008-12,75.71261156522634
2009-01,84.47833682045611
2009-02,81.92975671659826
2009-03,86.78844496541278
2009-04,102.44319770729358
2009-05,115.95527869832283
2009-06,118.6432789609797
2009-07,126.91523280427342
2009-08,129.8534288598655
2009-09,141.70749735185495
2009-10,148.10075565897756
2009-11,152.5767317872565
2009-12,166.80382292006738
2010-01,176.68594773743524
2010-02,177.2378659036241
2010-03,193.26538563275417
2010-04,201.19165738454947
2010-05,172.28366281764028
2010-06,158.61716720047752
2010-07,169.13050091859532
2010-08,166.07200779631572
2010-09,181.65444297145393
2010-10,194.25628311549536
2010-11,196.10167023232228
2010-12,230.1552727728353
2011-01,228.2714458967403
2011-02,236.76769692708132
2011-03,232.71908611213343
2011-04,231.63511782137797
2011-05,224.7285531883347
2011-06,209.3022977814796
2011-07,204.875324895013
2011-08,182.42004870945104
2011-09,154.80580518042302
2011-10,175.47277605989623
2011-11,170.04464850495836
2011-12,172.45519887179591
2012-01,191.46634102455533
2012-02,208.2135919700095
2012-03,203.62851271607911
2012-04,205.08826299218927
2012-05,184.9529242128285
2012-06,197.5325603192093
2012-07,208.1070321464489
2012-08,215.16712075874884
2012-09,223.9444435169159
2012-10,220.80737191944007
2012-11,219.6912755343931
2012-12,225.88029484867937
2013-01,231.05412443621205
2013-02,240.04343044082526
2013-03,237.10651612539652
2013-04,230.8084732114317
2013-05,242.3801606407754
2013-06,224.5253953900701
2013-07,242.51632781571448
2013-08,231.85539190198475
2013-09,231.11130289111654
2013-10,243.9950901208685
2013-11,246.29656292452498
2013-12,248.00202535912612
2014-01,235.8835764242076
2014-02,255.8501371649596
2014-03,254.65004131989429
2014-04,251.957674326101
2014-05,260.25096460032916
2014-06,257.33429081002726
2014-07,249.24629152646298
2014-08,254.43459983864494
2014-09,252.84858007009112
2014-10,233.59689969897914
2014-11,227.6004521535797
2014-12,223.83755704470354
2015-01,231.14893166492718
2015-02,233.4991618395354
2015-03,227.7169037848402
2015-04,247.48829545002852
2015-05,246.21523212832963
2015-06,236.0499716085132
2015-07,233.08911836706707
2015-08,213.49742772676913
2015-09,211.71726839107922
2015-10,219.9747724575384
2015-11,236.38529063325865
2015-12,215.5037842967982
2016-01,198.52377147439972
2016-02,205.10408940981446
2016-03,214.36493172369723
2016-04,231.91781691836022
2016-05,236.01892749360658
2016-06,229.84119573828008
2016-07,235.0769840480214
2016-08,235.70744838090997
2016-09,249.15058951734707
2016-10,258.77489013764773
2016-11,267.54140201958967
2016-12,280.41598116686725
2017-01,282.7531075451271
2017-02,285.09647255865957
2017-03,270.7103603885488
2017-04,277.49492729076536
2017-05,265.11139676486556
2017-06,257.3338477422743
2017-07,274.5110697280317
2017-08,280.2340014222722
2017-09,289.09951502072687
2017-10,290.22608088988795
2017-11,269.51170419232426
2017-12,278.29815234546385
2018-01,285.38471322059223
2018-02,290.61410576612894
2018-03,281.9796352193388
2018-04,316.91547013600217
2018-05,331.6714864634638
2018-06,333.1615020036598
2018-07,341.83036308822386
2018-08,335.13641490616527
2018-09,351.69646043740454
2018-10,328.9299085956717
2018-11,302.5764254972615
2018-12,267.4976104999212
2019-01,291.6841616173401
2019-02,297.60788418963665
2019-03,303.997784225196
2019-04,311.44990004863564
2019-05,293.5876539645011
2019-06,296.6816096266717
2019-07,289.5452779203664
2019-08,278.8768274056329
2019-09,289.0574490394042
2019-10,287.3350208509158
2019-11,300.71235113639267
2019-12,324.2927967309701
2020-01,304.9837516417406
2020-02,272.6693331178819
2020-03,193.54958420090816
2020-04,222.16628179140037
2020-05,245.26021650683052
2020-06,249.98474689702562
2020-07,262.80604368133487
2020-08,286.0021877043001
2020-09,271.4076049235978
2020-10,254.0833806396433
2020-11,315.8758803486716
2020-12,346.02375016452305
2021-01,346.33076146597233
2021-02,352.57076919757765
2021-03,385.10403803141514
2021-04,395.42556829221485
2021-05,395.8887522944851
2021-06,393.243242474839
2021-07,388.70338429403137
2021-08,397.51191784907815
2021-09,394.28364716036583
2021-10,431.5650752681154
2021-11,409.6402767558784
2021-12,423.9033015452288
2022-01,395.13267796249465
2022-02,401.88008738232924
2022-03,425.6707480306528
2022-04,414.0834879694444
2022-05,405.2320175790608
2022-06,346.5940211572948
2022-07,405.20846157191966
2022-08,388.420727208846
2022-09,316.1937651648671
2022-10,346.6863131026757
2022-11,372.10148560973767
2022-12,358.79890641553527
2023-01,366.50922903695465
2023-02,381.4771170005947
2023-03,352.4293847797352
2023-04,344.2132346690558
2023-05,339.81943641719914
2023-06,341.81266960668876
2023-07,366.4689290177297
