Date,RUSSIA SMALL GROWTH
1998-12,18.244372900358016
1999-01,22.69303872042496
1999-02,23.41369299083725
1999-03,29.093869993498636
1999-04,27.903394619963855
1999-05,33.95830301440262
1999-06,48.15046835629551
1999-07,43.047576729399346
1999-08,39.74522927632158
1999-09,33.91781402001151
1999-10,37.721346978662766
1999-11,45.847063363185995
1999-12,53.643631085628996
2000-01,81.42600407117398
2000-02,93.38524421392233
2000-03,102.23048037733706
2000-04,100.59486183358143
2000-05,123.95320687646695
2000-06,104.47903413202411
2000-07,121.0854504250769
2000-08,143.02365757780422
2000-09,134.57558371744585
2000-10,134.4233901969167
2000-11,110.07428103496558
2000-12,101.7169678486903
2001-01,111.74442618688283
2001-02,120.33292571549835
2001-03,128.22050557484562
2001-04,129.87361485514404
2001-05,147.22792819887118
2001-06,150.25722621094158
2001-07,138.43721839514959
2001-08,139.93432475869756
2001-09,134.81555768223305
2001-10,146.26172751430164
2001-11,173.04099994518813
2001-12,195.49517401553834
2002-01,230.06811624841754
2002-02,245.70985613988503
2002-03,286.9134296694605
2002-04,294.7460450151383
2002-05,285.8177047440148
2002-06,231.27958146591644
2002-07,216.3208823121379
2002-08,225.10453073926203
2002-09,238.4439204758761
2002-10,272.0816306491691
2002-11,274.0825889070938
2002-12,240.14865528527224
2003-01,234.3528418110585
2003-02,249.43796115865226
2003-03,234.64829706623996
2003-04,243.17737614361096
2003-05,249.99021532019228
2003-06,270.1137940054162
2003-07,264.30410302275214
2003-08,354.15032195459946
2003-09,336.40547706910564
2003-10,328.84173455290653
2003-11,304.0006516075339
2003-12,312.5206573454316
2004-01,331.6254213631315
2004-02,349.3814707144419
2004-03,364.5433680152303
2004-04,337.9703998340775
2004-05,320.90403974594943
2004-06,322.061911584404
2004-07,272.05461712947545
2004-08,302.57345606592963
2004-09,324.9438715443471
2004-10,337.2536714073755
2004-11,296.8148308407795
2004-12,300.4360413807839
2005-01,331.8763396764747
2005-02,348.1190028916023
2005-03,331.95640095877303
2005-04,321.06320578699206
2005-05,352.45616389449646
2005-06,356.9558340311187
2005-07,393.9210753411647
2005-08,453.8593295170916
2005-09,566.7685885917925
2005-10,537.6074436128233
2005-11,566.0762686654889
2005-12,604.1563870476862
2006-01,647.2439821798079
2006-02,764.7168020911973
2006-03,759.6217620372722
2006-04,748.4518011658593
2006-05,640.0419248700216
2006-06,588.5750072128998
2006-07,663.9145814406419
2006-08,692.7900776888355
2006-09,717.1369666968749
2006-10,731.2390460158443
2006-11,782.2387228682961
2006-12,947.131486439445
2007-01,959.609652465404
2007-02,952.2666500730177
2007-03,998.0727143560985
2007-04,995.8296942795657
2007-05,1000.0
2007-06,1009.8821242693624
2007-07,1010.420187681492
2007-08,943.3212979930119
2007-09,891.8753329721159
2007-10,944.2312551353841
2007-11,926.475182945386
2007-12,963.0188504696773
2008-01,878.3828772801087
2008-02,869.2704288560002
2008-03,852.6969217675977
2008-04,821.9495189346139
2008-05,839.2343267023263
2008-06,818.0725497793422
2008-07,737.6965729250525
2008-08,701.2988934582312
2008-09,488.36225723112756
2008-10,263.5962865207097
2008-11,176.84445595835365
2008-12,131.03537212312736
2009-01,115.53563256271018
2009-02,113.12544753962244
2009-03,124.53611608641646
2009-04,200.30303856989704
2009-05,260.9889051076209
2009-06,283.0620628421434
2009-07,312.36253518925656
2009-08,341.9118182653124
2009-09,393.7252390043468
2009-10,416.58957641699203
2009-11,385.1367733438685
2009-12,451.6409145473807
2010-01,497.33741146991866
2010-02,541.0120476049075
2010-03,624.5631240780946
2010-04,624.28831494666
2010-05,572.8435706780562
2010-06,538.9939976284304
2010-07,528.8949134019341
2010-08,566.8482069112018
2010-09,569.0234665612928
2010-10,565.1479552792213
2010-11,635.9219035544043
2010-12,679.1231578992176
2011-01,676.5185575869148
2011-02,664.2118846219072
2011-03,644.8690712819727
2011-04,594.2647265057011
2011-05,557.8311184285307
2011-06,524.5678949026558
2011-07,549.2812463311635
2011-08,448.12746741164193
2011-09,373.9489467851309
2011-10,391.3478909833865
2011-11,358.3555616946276
2011-12,322.62711758263856
2012-01,373.34162698391395
2012-02,385.0252047639479
2012-03,372.74448408643696
2012-04,349.3409405770693
2012-05,291.70304849986474
2012-06,293.91217091784745
2012-07,302.659942297187
2012-08,294.9302628708352
2012-09,309.0801249364205
2012-10,295.11896017664895
2012-11,289.09472744741566
2012-12,305.9989559461576
2013-01,332.42578834699583
2013-02,334.2573314201379
2013-03,309.9987022051414
2013-04,284.39775693745503
2013-05,284.5053763445591
2013-06,279.95743735832383
2013-07,271.1302055700395
2013-08,252.91719943143787
2013-09,261.8972823477551
2013-10,272.1623932008659
2013-11,259.6501451644713
2013-12,275.69810257816977
2014-01,235.73585177800896
2014-02,223.61254277003854
2014-03,221.3311585229246
2014-04,212.8522401902761
2014-05,244.6898136004322
2014-06,241.33852907966101
2014-07,225.368330173809
2014-08,249.6490001181641
2014-09,243.2920467061433
2014-10,218.38321371315504
2014-11,181.14182918876344
2014-12,112.86435747497575
2015-01,130.58515721531722
2015-02,165.850485952999
2015-03,157.96384606179237
2015-04,175.37772075486734
2015-05,168.09227332086874
2015-06,154.15239067224186
2015-07,143.38325171753178
2015-08,132.53556490661788
2015-09,125.2326535783837
2015-10,152.25593046368104
2015-11,160.41085247639387
2015-12,142.18449262897073
2016-01,133.04786031254054
2016-02,132.53584876558958
2016-03,160.5962262041926
2016-04,173.71201778743622
2016-05,177.58970955224714
2016-06,189.40285624962976
2016-07,186.8741369688463
2016-08,211.33534461701873
2016-09,232.5782185741883
2016-10,256.92545826856417
2016-11,277.94590188774396
2016-12,315.853004027734
2017-01,339.3476730437948
2017-02,330.3440741480126
2017-03,342.94446045393073
2017-04,339.7038199540538
2017-05,334.0905382081444
2017-06,320.1726967802569
2017-07,335.85677266934636
2017-08,353.9294702416228
2017-09,354.27315921907933
2017-10,350.202020685029
2017-11,311.7693434108932
2017-12,301.2818216417342
2018-01,295.84521706494513
2018-02,309.01430059426986
2018-03,305.65868274543845
2018-04,280.6660945258887
2018-05,292.8527721962054
2018-06,286.075731584727
2018-07,276.8029580355848
2018-08,263.168582196059
2018-09,266.31051183700845
2018-10,255.487697946589
2018-11,259.5679652011841
2018-12,243.96375643067927
2019-01,264.27287365075165
2019-02,266.87402146867214
2019-03,263.8799028756282
2019-04,270.2868818648174
2019-05,267.89257300372924
2019-06,280.69930031025734
2019-07,295.3363959870111
2019-08,283.30889153818293
2019-09,287.47703809730825
2019-10,293.50076986958885
2019-11,305.22540780165485
2019-12,322.1836687709124
2020-01,345.6311068266266
2020-02,302.5050899082388
2020-03,218.61829394297953
2020-04,236.60476767330178
2020-05,249.75164153063847
2020-06,267.7464415510159
2020-07,296.4589238565153
2020-08,305.85318924212316
2020-09,303.6740187306908
2020-10,284.9129868766669
2020-11,353.5797927878113
2020-12,360.1788685366648
2021-01,419.3992002836779
2021-02,502.0403693719076
2021-03,514.5959854322755
2021-04,492.069660319324
2021-05,505.98027107919665
2021-06,527.7949671810362
2021-07,526.6682968297539
2021-08,547.6711371513269
2021-09,545.1823525476725
2021-10,573.9884111992473
2021-11,521.619229750048
2021-12,501.1138429694527
2022-01,464.3189870112238
2022-02,232.74492096068326
