Date,RUSSIA SMALL VALUE
1998-12,7.512347145885867
1999-01,9.942230469792229
1999-02,12.017707215847354
1999-03,17.130599312580244
1999-04,18.780970470552166
1999-05,21.91876949335639
1999-06,36.54870482050466
1999-07,31.83744193283347
1999-08,29.744033669119794
1999-09,23.25845309171735
1999-10,26.88018174060554
1999-11,33.17212624076498
1999-12,49.459060647131714
2000-01,62.87373748593297
2000-02,64.74012866788411
2000-03,81.42560260483174
2000-04,85.69988269056782
2000-05,65.19484833339396
2000-06,62.57787392620851
2000-07,68.52038635502767
2000-08,85.46446075847807
2000-09,78.02673111062705
2000-10,81.84353156212407
2000-11,64.37877415246984
2000-12,52.49261203273602
2001-01,58.127322309032536
2001-02,57.97739979555132
2001-03,63.258251423967856
2001-04,71.07002997364945
2001-05,74.92001390896523
2001-06,78.87908971723496
2001-07,72.98613658053254
2001-08,71.85696688460402
2001-09,66.86253572081368
2001-10,71.41754594981448
2001-11,87.86228204430596
2001-12,100.59694786120527
2002-01,121.19648606660667
2002-02,121.22686626715183
2002-03,133.9801182068866
2002-04,139.48867022123514
2002-05,129.49779493421738
2002-06,109.55753950200213
2002-07,101.26333104407749
2002-08,97.46022302638806
2002-09,95.95128570469099
2002-10,106.11837578935773
2002-11,114.89559699443664
2002-12,102.01951402114564
2003-01,102.30709633433051
2003-02,119.63639120650018
2003-03,123.07049733490749
2003-04,142.96898537348025
2003-05,149.0787102061682
2003-06,154.41006663697024
2003-07,152.8990256546032
2003-08,182.54996049267803
2003-09,186.48315733824057
2003-10,187.14237138685976
2003-11,185.30410493991954
2003-12,194.67680285441742
2004-01,230.80025901105438
2004-02,268.92349235986404
2004-03,287.6933240851885
2004-04,273.3848332788047
2004-05,254.6225485023748
2004-06,273.5058030634939
2004-07,243.77955569331445
2004-08,256.23196452850254
2004-09,268.4132312230445
2004-10,283.9318949819017
2004-11,238.71537348381932
2004-12,230.0084315752402
2005-01,251.4361259758265
2005-02,261.93190734475843
2005-03,245.8547819549658
2005-04,237.5776400481529
2005-05,262.83135246718757
2005-06,275.98255880310046
2005-07,297.8597575023051
2005-08,364.7351224035051
2005-09,437.98830723977625
2005-10,419.9333419332779
2005-11,472.87317568416586
2005-12,506.7742356389597
2006-01,547.9693284988406
2006-02,728.0159926828208
2006-03,703.1547726328878
2006-04,725.9608215317019
2006-05,611.2080747311056
2006-06,644.9620369086098
2006-07,695.1253966493045
2006-08,726.7557677318387
2006-09,755.6656326238895
2006-10,753.9525568006196
2006-11,811.6750173942293
2006-12,942.3187598006162
2007-01,999.0697485461349
2007-02,972.0261039780885
2007-03,1095.5355388884986
2007-04,1057.381146010116
2007-05,1000.0
2007-06,1036.7671335225025
2007-07,1063.9251300185392
2007-08,1003.7812944284104
2007-09,1034.811873089725
2007-10,1043.9234452137139
2007-11,1013.4778821255715
2007-12,1049.8264416656355
2008-01,905.9437861779495
2008-02,870.4483763424216
2008-03,882.388647162784
2008-04,862.009090471138
2008-05,875.7122756232297
2008-06,860.6613381886409
2008-07,722.3018254220025
2008-08,644.7277942103608
2008-09,440.18217602271756
2008-10,262.60885734104136
2008-11,210.77551348473904
2008-12,163.90192315678064
2009-01,135.2674379920526
2009-02,153.0471496158825
2009-03,188.94886797139745
2009-04,258.3034449926506
2009-05,340.89976509740814
2009-06,315.42434941548873
2009-07,318.98630857124425
2009-08,397.55808024160245
2009-09,466.10138294043594
2009-10,500.3545036334609
2009-11,474.90757568778747
2009-12,540.8234168544436
2010-01,610.5533637811305
2010-02,605.4341245028538
2010-03,866.4685023943238
2010-04,884.1065642703435
2010-05,781.4160966556894
2010-06,757.3799783423124
2010-07,811.843602385275
2010-08,844.3379120568882
2010-09,838.5584925060916
2010-10,860.8954707737603
2010-11,980.0213343339553
2010-12,1037.9140881900923
2011-01,1095.0309531377532
2011-02,1136.6430463706388
2011-03,1156.3945135741608
2011-04,1073.942980979325
2011-05,1043.3134031238399
2011-06,1038.0346153931316
2011-07,1070.6774196962037
2011-08,849.4526347848588
2011-09,736.6417100564579
2011-10,766.7614449973431
2011-11,736.7117745769117
2011-12,626.8742006682832
2012-01,694.6239326248749
2012-02,781.1869489780835
2012-03,731.8471622417487
2012-04,686.681019051871
2012-05,492.9186332875858
2012-06,519.9854062376605
2012-07,540.1534572925291
2012-08,527.6748476068283
2012-09,561.5594910329609
2012-10,526.0030072783629
2012-11,538.8852309896442
2012-12,552.5608221100441
2013-01,608.1255022751534
2013-02,606.9288563011395
2013-03,564.3098810814482
2013-04,516.0737857581278
2013-05,490.73084590370047
2013-06,450.51106103824554
2013-07,455.30468483968156
2013-08,435.8411555594439
2013-09,427.6760113675594
2013-10,407.61292936218314
2013-11,339.8989131693088
2013-12,382.1204056263271
2014-01,333.84292853966116
2014-02,306.740299096274
2014-03,265.09100718009506
2014-04,266.6109915822134
2014-05,315.9660700112172
2014-06,329.3440481544683
2014-07,296.08398577172
2014-08,294.69683011611284
2014-09,289.17152891618747
2014-10,258.08268188406106
2014-11,221.00809474345795
2014-12,162.35107464161715
2015-01,175.37520682556456
2015-02,235.10794664563986
2015-03,257.03565105884377
2015-04,311.7668759769923
2015-05,302.69999598068136
2015-06,272.65842188641034
2015-07,268.35465177271567
2015-08,241.94215848920987
2015-09,235.43083051589633
2015-10,271.43572205142806
2015-11,279.0501206769978
2015-12,248.06993623184937
2016-01,233.9519659974582
2016-02,250.54513858244445
2016-03,305.26750542851033
2016-04,328.8616217856882
2016-05,360.8836282582985
2016-06,438.6227726622055
2016-07,449.8416224765049
2016-08,485.59572075830624
2016-09,524.2490867887964
2016-10,545.3924325689965
2016-11,642.32334287389
2016-12,708.7615050138588
2017-01,753.8154931105839
2017-02,725.3642891097601
2017-03,706.4668509710715
2017-04,702.442758509588
2017-05,639.7272078435752
2017-06,599.720180450174
2017-07,578.9414265925506
2017-08,636.2818034802099
2017-09,633.9631946002628
2017-10,650.0183696699006
2017-11,602.3650723847691
2017-12,594.9685362374078
2018-01,621.347198434809
2018-02,630.9872589670267
2018-03,625.0539650889758
2018-04,546.0008920027012
2018-05,565.8004220275864
2018-06,537.6600026002582
2018-07,538.227692810151
2018-08,463.14043048324396
2018-09,483.5296153734521
2018-10,459.43053383367106
2018-11,478.47750502181435
2018-12,436.69845765921497
2019-01,491.0981577695784
2019-02,475.4180489147157
2019-03,479.2486387784055
2019-04,494.5845192914419
2019-05,494.215875108238
2019-06,536.9113432072709
2019-07,569.2672000825751
2019-08,538.4472289720445
2019-09,540.4589279102654
2019-10,533.7712593742142
2019-11,547.8551919770136
2019-12,562.481300918662
2020-01,589.6283878878081
2020-02,554.8223468106701
2020-03,400.44888848611674
2020-04,464.8031091388025
2020-05,483.35083927226407
2020-06,514.4563256730686
2020-07,480.0329378946511
2020-08,497.5242716512139
2020-09,490.06585856354855
2020-10,460.9424903773821
2020-11,516.2001162815063
2020-12,516.7719653201825
2021-01,540.2426668138415
2021-02,559.7009635612603
2021-03,569.8537601341908
2021-04,556.7301435472175
2021-05,559.1180097475683
2021-06,573.8390204364567
2021-07,561.1784149336127
2021-08,578.4556176110916
2021-09,562.1074615205442
2021-10,580.1706909519999
2021-11,533.506223480695
2021-12,530.3841520247739
2022-01,471.883612627372
2022-02,256.05539185407576
