Date,FINLAND SMALL CAP
2000-12,100.0
2001-01,99.51372297704951
2001-02,92.71212822099919
2001-03,92.12164343769186
2001-04,102.0055321337776
2001-05,108.19255604484209
2001-06,98.2483942093577
2001-07,98.80528537836635
2001-08,96.1663217386609
2001-09,85.71788627965108
2001-10,92.93378589533289
2001-11,99.02318895254105
2001-12,103.04413587927762
2002-01,107.10389221311281
2002-02,115.20275954739118
2002-03,118.74473045974665
2002-04,123.02519692601132
2002-05,123.78443298200472
2002-06,117.99049638048886
2002-07,105.39995412404342
2002-08,104.81846912552201
2002-09,95.99701132796645
2002-10,96.98613147963191
2002-11,104.98813569246776
2002-12,106.38669225123036
2003-01,105.55072401689311
2003-02,99.55471236093034
2003-03,98.94417375488912
2003-04,105.92539448572849
2003-05,105.81110817746827
2003-06,108.91025987371641
2003-07,117.4825212478934
2003-08,122.6247517978837
2003-09,124.37442028181995
2003-10,141.6141371786323
2003-11,149.4809780229246
2003-12,144.3181365143696
2004-01,150.78604566230453
2004-02,162.66413992490516
2004-03,164.25694718667793
2004-04,165.04812252142816
2004-05,160.19419675775555
2004-06,169.2126373116441
2004-07,167.82340153239076
2004-08,167.8853424756308
2004-09,172.71991128228802
2004-10,177.10154631798343
2004-11,191.5221195930568
2004-12,190.61945761481638
2005-01,196.1572467464495
2005-02,212.48839932501477
2005-03,218.74072679471107
2005-04,217.02876521594453
2005-05,233.9360787773011
2005-06,245.41449679290537
2005-07,259.2029056504133
2005-08,260.77101296909245
2005-09,279.3883457822438
2005-10,249.6672948106954
2005-11,247.06367702865523
2005-12,256.32932797597925
2006-01,270.071952017366
2006-02,284.30860791666464
2006-03,291.183780176158
2006-04,291.45304290929136
2006-05,277.93657246141026
2006-06,270.7772858099823
2006-07,268.9937180632398
2006-08,276.9066176078341
2006-09,277.2658098839934
2006-10,294.66823060846025
2006-11,312.47837188490223
2006-12,330.27247818133134
2007-01,344.04374421886536
2007-02,341.5537238962469
2007-03,355.3265906539118
2007-04,366.49412619567374
2007-05,387.5287160577288
2007-06,381.4966741202002
2007-07,377.5875470074692
2007-08,357.9378462977544
2007-09,358.941505496235
2007-10,374.55914758603524
2007-11,341.66194152563725
2007-12,332.1877934999091
2008-01,287.89263759612925
2008-02,302.67664627312985
2008-03,306.48721293478314
2008-04,308.6081816735967
2008-05,302.56968999532154
2008-06,270.3372269104001
2008-07,252.88371630078905
2008-08,250.55809138007547
2008-09,208.05488553550632
2008-10,166.45139310353332
2008-11,151.68860617474377
2008-12,146.19303346599105
2009-01,152.1784742897818
2009-02,152.5254842202694
2009-03,150.35668589218218
2009-04,192.28347707515118
2009-05,203.370371868905
2009-06,203.84105236422687
2009-07,224.34773697929046
2009-08,252.71049402764362
2009-09,270.46634459788186
2009-10,264.1728413115053
2009-11,273.69371709928396
2009-12,289.19679808487535
2010-01,305.1850598617962
2010-02,298.1260399924685
2010-03,327.1013935523769
2010-04,333.39601279936716
2010-05,303.1330131033271
2010-06,298.8948675065754
2010-07,329.4845227065896
2010-08,316.73097825712034
2010-09,347.3602569744676
2010-10,348.7486712656504
2010-11,351.0024830100064
2010-12,384.50919381927497
2011-01,375.0505935789836
2011-02,379.2567333983988
2011-03,388.3470931104243
2011-04,398.8151989986141
2011-05,382.90567699677547
2011-06,363.86274943659583
2011-07,326.89072352892805
2011-08,283.8548720801764
2011-09,247.81596751387409
2011-10,277.32904795762056
2011-11,274.518021557645
2011-12,264.9004805547045
2012-01,301.8837912704982
2012-02,327.8293911633939
2012-03,321.47788951247725
2012-04,320.90068221234213
2012-05,268.5527420162569
2012-06,274.05461425102186
2012-07,284.5635420785903
2012-08,279.8847172110578
2012-09,292.05173094898623
2012-10,294.0829527682166
2012-11,300.3146931487899
2012-12,307.79460211016533
2013-01,321.58952225876743
2013-02,338.1750689506923
2013-03,332.2741345761105
2013-04,329.3081505196007
2013-05,336.6577392392134
2013-06,310.7139109385652
2013-07,321.7796891050519
2013-08,332.4919595809602
2013-09,348.0351409994136
2013-10,342.32789858099875
2013-11,354.3274719215838
2013-12,354.0435572170821
2014-01,345.9703971868038
2014-02,368.83036882821995
2014-03,368.75076090416565
2014-04,377.27321895353464
2014-05,390.66341925215465
2014-06,388.41100772889797
2014-07,371.1917629761983
2014-08,367.35537040962026
2014-09,352.4842053839402
2014-10,344.3753806571314
2014-11,353.01362454504425
2014-12,356.3594702860448
2015-01,393.7487939550026
2015-02,433.8269766722673
2015-03,452.3885276911795
2015-04,445.9893971165971
2015-05,447.17766773994435
2015-06,427.2326307173274
2015-07,456.34243261349076
2015-08,422.7237464612597
2015-09,384.9976863806864
2015-10,416.82578749195875
2015-11,444.6140932669342
2015-12,433.08195753382927
2016-01,417.9036631667695
2016-02,412.7399956102931
2016-03,433.282080640943
2016-04,442.9924223737905
2016-05,463.2323577107819
2016-06,458.84066554627213
2016-07,497.5061885346355
2016-08,507.44037725645023
2016-09,532.9340789748333
2016-10,514.0260486411634
2016-11,525.5224730907919
2016-12,552.3247360991678
2017-01,549.4488760664427
2017-02,541.6606555282864
2017-03,546.988421376192
2017-04,582.4485260739896
2017-05,574.311844402088
2017-06,578.9358426386849
2017-07,565.3011239495316
2017-08,578.0137847403241
2017-09,589.852328684506
2017-10,587.9518399503689
2017-11,569.8102675421413
2017-12,586.4206317973479
2018-01,588.2931494475536
2018-02,588.8045648041422
2018-03,577.4291859377477
2018-04,591.8790600925926
2018-05,606.4906523037893
2018-06,593.7730439743636
2018-07,582.1520990145495
2018-08,586.2501921941255
2018-09,580.7345700713854
2018-10,542.5446419207327
2018-11,527.5485810396583
