Date,CANADA SMALL CAP
2011-03,324.3484015528913
2011-04,319.73901613830236
2011-05,316.7860509627288
2011-06,298.283666089008
2011-07,309.0197792934802
2011-08,290.1739488966267
2011-09,254.58103972749328
2011-10,279.90128765064725
2011-11,282.5640071405379
2011-12,287.17753812779995
2012-01,308.22735018951414
2012-02,312.5258256512649
2012-03,297.5676655415018
2012-04,297.09458886143767
2012-05,281.05822302061404
2012-06,273.22664839281094
2012-07,291.40184660601506
2012-08,296.65585428613633
2012-09,305.5990842588379
2012-10,298.07557701564537
2012-11,290.4608116221645
2012-12,291.4891778280305
2013-01,289.0266918545606
2013-02,285.6607767132592
2013-03,297.99500255459765
2013-04,283.8660987040571
2013-05,281.81478379584814
2013-06,263.9221469875728
2013-07,278.3138828677824
2013-08,277.2787287725025
2013-09,280.7590588913022
2013-10,285.9604067831394
2013-11,278.7293764965421
2013-12,282.5511076306177
2014-01,279.0807278876201
2014-02,291.55558301475065
2014-03,295.0361095224726
2014-04,304.5736275441045
2014-05,309.9226589569209
2014-06,335.37436528058873
2014-07,328.2966465704476
2014-08,345.10016110109257
2014-09,322.0171582531916
2014-10,303.03534748992575
2014-11,296.2066921259346
2014-12,297.5000270487633
2015-01,288.8351597390725
2015-02,307.084595830874
2015-03,307.18955607243663
2015-04,323.41746250404884
2015-05,319.61873627857307
2015-06,303.962675455233
2015-07,276.5695605257167
2015-08,258.91013686800136
2015-09,244.59190053242253
2015-10,260.56020084309716
2015-11,264.8955104430662
2015-12,239.58323083383607
2016-01,229.86071570955332
2016-02,248.03305882575697
2016-03,264.1774305292206
2016-04,295.15898506528083
2016-05,292.7695030998349
2016-06,305.97863679492883
2016-07,316.8495824825481
2016-08,308.42330952587633
2016-09,309.74204219228795
2016-10,304.0989096262436
2016-11,316.85382342174483
2016-12,324.92610614193694
2017-01,330.5566403392643
2017-02,332.8978022520615
2017-03,334.63157284070246
2017-04,317.42973955889437
2017-05,305.04988163471216
2017-06,313.00659555849063
2017-07,310.2763218863338
2017-08,311.0867737804119
2017-09,318.0756221956638
2017-10,318.116152861895
2017-11,309.63815055531074
2017-12,324.112689261948
2018-01,312.61681295298575
2018-02,295.3041653991131
2018-03,291.0298847355415
2018-04,306.2465992163717
2018-05,323.3703985267008
2018-06,325.4222353653657
2018-07,323.89700280000477
2018-08,327.52100928689424
2018-09,325.76052462446586
2018-10,305.32492801384393
2018-11,293.57176226142735
2018-12,273.6231902780896
2019-01,308.588293262264
2019-02,320.21616708776
2019-03,317.77403182198634
2019-04,317.4875098851411
2019-05,303.95956941863534
2019-06,321.04484479280154
2019-07,336.0595332536238
2019-08,337.41952721524575
2019-09,341.0665616018122
2019-10,332.1283183504243
2019-11,346.08028972948904
2019-12,365.68348939083364
2020-01,359.99954302558075
2020-02,329.76929447071507
2020-03,233.6959995530498
2020-04,299.5540801040299
2020-05,311.9598317136726
2020-06,329.39306703467486
2020-07,341.1516735249724
2020-08,356.2787785438927
2020-09,343.35828474027613
2020-10,344.20530831592197
2020-11,382.5192108456094
2020-12,397.4016238832142
2021-01,404.541087630771
2021-02,427.9316336153672
2021-03,451.6456646652354
2021-04,465.1003675610204
2021-05,480.71926725170425
2021-06,492.3704210040385
2021-07,490.31640622391114
2021-08,495.4969357155496
2021-09,498.7323616444697
2021-10,533.2265972115342
2021-11,517.4681291894696
2021-12,528.0628235463356
2022-01,525.5514099956063
2022-02,539.1763200549121
2022-03,573.2314301973219
2022-04,558.3827182062175
2022-05,548.7364681993485
2022-06,488.2358533487271
2022-07,544.5310340930749
2022-08,533.445646155841
2022-09,489.78073149469003
2022-10,517.55721745491
2022-11,532.3391678231607
2022-12,495.9977761859551
2023-01,532.9615977591898
2023-02,518.9633005440361
2023-03,515.3347108201439
2023-04,504.5335927025622
2023-05,502.20246767145574
2023-06,511.82267391611555
2023-07,534.0367786599038
