Date,USA SMALL CAP
2009-07,98.91488757524353
2009-08,102.34056079586388
2009-09,106.67672263848877
2009-10,99.28245180354706
2009-11,101.36498699223064
2009-12,114.13113469820966
2010-01,113.90689502351883
2010-02,121.64523140416946
2010-03,132.49025695149464
2010-04,142.09849879304
2010-05,142.1176412911075
2010-06,131.843142706258
2010-07,132.81071675518433
2010-08,127.71216892418703
2010-09,132.8016700163411
2010-10,135.44372259142887
2010-11,149.15903847324756
2010-12,156.19201868417136
2011-01,154.71083777854435
2011-02,161.33553856664327
2011-03,160.54312280354063
2011-04,158.01732372518825
2011-05,160.68860047646604
2011-06,155.91925205301948
2011-07,151.40110827490727
2011-08,138.2447190908159
2011-09,132.0897641946899
2011-10,146.03764526101565
2011-11,150.85115151299556
2011-12,156.52430482412626
2012-01,166.16382639896753
2012-02,168.68277963392737
2012-03,173.26070906999573
2012-04,172.87990263930683
2012-05,172.49731609605877
2012-06,174.41294730703004
2012-07,178.31223598562255
2012-08,180.55099425958537
2012-09,181.59010417591898
2012-10,177.85035772334078
2012-11,179.68575806805396
2012-12,182.2056245085982
2013-01,188.714653652629
2013-02,198.30013476051286
2013-03,211.22297232698696
2013-04,205.7730253739042
2013-05,216.8598852936356
2013-06,214.4104818404704
2013-07,223.71165646031884
2013-08,218.34311849549266
2013-09,225.27188581425133
2013-10,231.44993662115948
2013-11,238.17225081466287
2013-12,241.02703906126206
2014-01,241.53083107151468
2014-02,247.6347348216648
2014-03,247.0275758205983
2014-04,239.12996793663856
2014-05,245.55411596539582
2014-06,257.39691828422394
2014-07,250.10656095412998
2014-08,267.2298786194657
2014-09,264.0127833344468
2014-10,278.5785382011158
2014-11,282.29328383957267
2014-12,295.1929938415901
2015-01,308.96934482360626
2015-02,329.64009487671746
2015-03,348.69726346933595
2015-04,328.3990238938782
2015-05,342.56469710574873
2015-06,335.51942625981235
2015-07,336.2663115495728
2015-08,312.1493343229687
2015-09,298.6571490328808
2015-10,318.76814748635843
2015-11,340.5112526545448
2015-12,316.8316453222871
2016-01,293.1202150016477
2016-02,294.3690601259306
2016-03,304.69225818521835
2016-04,308.5210796633954
2016-05,323.8919157744172
2016-06,324.8639613143818
2016-07,339.5953547499916
2016-08,344.0844122779028
2016-09,343.0366260814955
2016-10,336.94102228635995
2016-11,380.40523956215003
2016-12,390.9333009364414
2017-01,386.95746552023576
2017-02,402.61416734474136
2017-03,399.8288573453855
2017-04,396.29426701105206
2017-05,378.7706302351309
2017-06,383.1911502510604
2017-07,375.4954774241211
2017-08,369.57523467312296
2017-09,390.18923201702177
2017-10,401.9096481961511
2017-11,403.88339145089043
2017-12,402.7915125112207
2018-01,398.4593042444105
2018-02,390.44396448328746
2018-03,391.3748166061043
2018-04,400.13071559199597
2018-05,437.05130980723277
2018-06,440.52330850997424
2018-07,447.1658550385944
2018-08,469.5912538086031
2018-09,461.5000638928543
2018-10,425.0103025175405
2018-11,433.27321434801183
2018-12,380.85723081752843
2019-01,423.8371146697604
2019-02,447.85482510481575
2019-03,449.68747407805677
2019-04,465.98550932636977
2019-05,433.77079054368284
2019-06,453.4319869566506
2019-07,470.0135850860076
2019-08,455.4417866397114
2019-09,468.11626975234475
2019-10,465.6450793046188
2019-11,490.09388481386463
2019-12,494.04281072658193
2020-01,487.09844215108836
2020-02,448.60299467435476
2020-03,347.4117432114194
2020-04,399.81309945168465
2020-05,421.8679817999452
2020-06,431.25919866438323
2020-07,425.9403578372987
2020-08,440.39106280291173
2020-09,436.19330611272017
2020-10,450.0237884217878
2020-11,511.092837019793
2020-12,538.8836818037302
2021-01,563.2474761893425
2021-02,600.3597017079136
2021-03,633.0967482208163
2021-04,641.1178890802707
2021-05,630.7647801387351
2021-06,659.9724999619456
2021-07,645.8496697491681
2021-08,663.6386352731766
2021-09,656.4470268193994
2021-10,688.5719533789062
2021-11,677.424731663814
2021-12,693.2039554897198
2022-01,646.7578064524077
2022-02,652.0010132670052
2022-03,666.5952915119942
2022-04,644.2596789473664
2022-05,635.4247754617429
2022-06,591.9514004456264
2022-07,671.7401133642669
2022-08,664.0391769379546
2022-09,617.03950229429
2022-10,674.727910762013
2022-11,674.4447564398899
2022-12,611.8199039360819
2023-01,663.758244879018
2023-02,668.0241204425723
2023-03,624.4597681137161
2023-04,605.9608398852632
2023-05,616.597203263866
2023-06,654.5084578393646
2023-07,681.2392888989979
