Date,USA SMALL CAP
2000-12,100.00000000000001
2001-01,106.12014101186486
2001-02,102.91046703247453
2001-03,104.14230003580575
2001-04,110.61964688252009
2001-05,118.91736654274379
2001-06,124.44532144218587
2001-07,117.8363089723597
2001-08,111.12011234232759
2001-09,95.92269223560331
2001-10,105.22711911001889
2001-11,114.98734722445764
2001-12,123.32637621875281
2002-01,124.75296186011198
2002-02,120.48476761112961
2002-03,130.05956429493497
2002-04,126.03775118301895
2002-05,115.86883322734029
2002-06,102.68517688309653
2002-07,89.23548635887089
2002-08,89.48041205416729
2002-09,82.21073255676649
2002-10,84.81600567190222
2002-11,91.66689810047704
2002-12,80.5268841422945
2003-01,76.77418827047855
2003-02,74.34086474776448
2003-03,74.44447516613323
2003-04,81.12708732293233
2003-05,86.21117173147923
2003-06,89.48664291789365
2003-07,95.87380515301318
2003-08,104.15167613713055
2003-09,96.33255795519828
2003-10,105.87402505266097
2003-11,106.33541704755541
2003-12,103.2433594371233
2004-01,109.33693717590486
2004-02,110.4354578617835
2004-03,113.4709142113352
2004-04,109.74797542614404
2004-05,110.09966369797498
2004-06,114.67574942781354
2004-07,108.98130296440405
2004-08,107.05052654983504
2004-09,109.68867505212467
2004-10,109.30920065064645
2004-11,112.95462220231188
2004-12,114.31638000379732
2005-01,113.99349402731507
2005-02,114.25590087416819
2005-03,113.04243334912812
2005-04,107.75535765532187
2005-05,120.14461837281334
2005-06,126.60931674955118
2005-07,134.0246810801924
2005-08,130.46009611085395
2005-09,133.95213012056556
2005-10,130.8679647121821
2005-11,139.61744410220774
2005-12,139.2844491566408
2006-01,146.3049870643728
2006-02,148.69010020227938
2006-03,153.2441045636953
2006-04,147.30641564126603
2006-05,136.2418886709411
2006-06,136.41715065205744
2006-07,132.2335295933569
2006-08,135.3108884999786
2006-09,138.34775164175792
2006-10,144.13826537099519
2006-11,142.1103622426051
2006-12,142.870230201132
2007-01,147.1679276710074
2007-02,143.87740339739173
2007-03,144.5866566648951
2007-04,144.35636735081096
2007-05,152.60192693240566
2007-06,149.66592303749738
2007-07,136.77495670122298
2007-08,138.7941832655382
2007-09,135.46700123158158
2007-10,136.00149335691557
2007-11,125.26886990016571
2007-12,124.99911937115148
2008-01,115.90408102143843
2008-02,109.56514214771171
2008-03,104.07407839312715
2008-04,112.02137922565667
2008-05,118.12706930337082
2008-06,106.7883858638731
2008-07,109.04405450992313
2008-08,119.02545075082614
2008-09,112.35852027555804
2008-10,98.11397207524986
2008-11,87.43183142586757
2008-12,84.30531071286194
2009-01,83.20484718012987
2009-02,74.37223673340677
2009-03,78.09212511880246
2009-04,91.8946487704477
2009-05,89.50685427411851
2009-06,91.31740715616097
