Date,SOUTH AFRICA SMALL CAP
2013-04,1381.2942935928104
2013-05,1260.349060398747
2013-06,1287.7109517369088
2013-07,1285.80145835419
2013-08,1254.4368105830758
2013-09,1310.713936063725
2013-10,1387.2058299797188
2013-11,1336.339347774841
2013-12,1283.1046509473201
2014-01,1189.1705506020357
2014-02,1237.2076089368913
2014-03,1308.0478534280187
2014-04,1345.2712118153195
2014-05,1381.5748610382502
2014-06,1401.706982879129
2014-07,1448.2073631013313
2014-08,1515.6763136353354
2014-09,1474.3425852578955
2014-10,1553.7288918948498
2014-11,1589.6557444782795
2014-12,1584.9039541131847
2015-01,1789.4779416663605
2015-02,1832.0785052092078
2015-03,1784.3291303592678
2015-04,1784.1005876878155
2015-05,1750.6833537499956
2015-06,1676.4508476860856
2015-07,1623.6271353434054
2015-08,1506.1803760690714
2015-09,1392.2723409622117
2015-10,1492.4933337538503
2015-11,1406.5717005534602
2015-12,1251.0151255626772
2016-01,1205.51873920485
2016-02,1322.174190341625
2016-03,1483.789675319155
2016-04,1616.728563448835
2016-05,1410.035275177031
2016-06,1561.2874680367095
2016-07,1733.7513944732643
2016-08,1623.4330457996034
2016-09,1758.0258338773476
2016-10,1813.127505525569
2016-11,1796.7067001703554
2016-12,1897.474752377405
2017-01,1929.1915585314548
2017-02,2048.641290076399
2017-03,1978.4056975164483
2017-04,1922.0909888848923
2017-05,1827.8419885747678
2017-06,1767.2413754954136
2017-07,1728.3650832052692
2017-08,1790.253147232065
2017-09,1705.8899416810893
2017-10,1717.6170749813125
2017-11,1735.3649438015805
2017-12,1960.157640509959
2018-01,1991.7944501349757
2018-02,2076.2692958239777
2018-03,1960.2574877782924
2018-04,1932.2377126547503
2018-05,1835.830095873069
2018-06,1652.5389191806328
2018-07,1749.2898058882063
2018-08,1580.2035560080928
2018-09,1624.3737427579988
2018-10,1562.1044792340626
2018-11,1637.429827995596
2018-12,1573.7194697259374
2019-01,1719.8372670147326
2019-02,1687.6318484317635
2019-03,1627.2903977134963
2019-04,1675.317046035296
2019-05,1585.6958811162094
2019-06,1634.258079700898
2019-07,1669.499288965535
2019-08,1604.9371978683168
2019-09,1637.3042134857108
2019-10,1737.1235215210115
2019-11,1815.1810783973435
2019-12,1898.7508905959523
2020-01,1703.6299807197715
2020-02,1450.8176504090482
2020-03,939.6156898653071
2020-04,1025.2328124683793
2020-05,1021.1802803806138
2020-06,1129.6673113829625
2020-07,1154.145560410734
2020-08,1128.876758315696
2020-09,1196.004859781302
2020-10,1211.8329969894405
2020-11,1387.2162362546594
2020-12,1517.0068184821785
2021-01,1572.9585105296342
2021-02,1638.3840797847813
2021-03,1830.8102496722545
2021-04,1892.5578260482528
2021-05,2064.2382332713432
2021-06,2055.330965154492
2021-07,2016.8848741510824
2021-08,2174.8013754388808
2021-09,2143.043270947442
2021-10,2154.0459195168582
2021-11,2105.1223583590736
2021-12,2207.701439436092
2022-01,2294.142050441057
2022-02,2273.965465699391
2022-03,2569.174298185885
2022-04,2497.144912078408
2022-05,2440.5211703449954
2022-06,2222.0489301041735
2022-07,2374.298923396521
2022-08,2354.801779776766
2022-09,2243.398117151615
2022-10,2308.3441912780513
2022-11,2426.812094789782
2022-12,2294.256011594246
2023-01,2261.971105048532
2023-02,2186.769202729909
2023-03,2072.0333148480963
2023-04,2013.9745114684456
2023-05,1731.236991031017
2023-06,1881.3148015877953
2023-07,2029.9304473491454
