Date,NETHERLANDS SMALL CAP
2017-10,230.8181936403291
2017-11,229.3518926863348
2017-12,236.9525955002832
2018-01,241.78526567574818
2018-02,235.52923302791842
2018-03,230.1101047112171
2018-04,233.29359152482238
2018-05,237.82732117055252
2018-06,233.3943418138575
2018-07,235.42010493275046
2018-08,234.62553778540118
2018-09,232.35151136421527
2018-10,218.61804267480696
2018-11,211.95788618473196
2018-12,196.69103656846033
2019-01,210.66177192720326
2019-02,223.9136544222614
2019-03,223.55287728547995
2019-04,240.16442913244526
2019-05,223.3128468572125
2019-06,240.26587239204875
2019-07,245.0392073284315
2019-08,237.1733001276801
2019-09,244.84286960898234
2019-10,250.7890383086059
2019-11,260.7346725950466
2019-12,266.2948712620455
2020-01,266.74812438240576
2020-02,249.3753500657352
2020-03,185.83718223907783
2020-04,213.45920466036574
2020-05,217.98631556939353
2020-06,240.15569316376576
2020-07,239.008582736195
2020-08,256.8664935078078
2020-09,255.76563878084676
2020-10,248.04043368941385
2020-11,295.7501449011948
2020-12,315.15837656382024
2021-01,327.2153169016014
2021-02,344.04973951214873
2021-03,384.58424074650515
2021-04,389.4649706837522
2021-05,406.7447152481755
2021-06,398.8380344352438
2021-07,406.4730079370246
2021-08,431.21178586471905
2021-09,422.46448243466733
2021-10,430.5792212565211
2021-11,427.86108360496485
2021-12,447.49676504226596
2022-01,445.97141516987693
2022-02,435.24585734861625
2022-03,450.04159285478124
2022-04,437.85889782690873
2022-05,438.41789009105065
2022-06,385.66406789002815
2022-07,410.882770508655
2022-08,390.4316667601505
2022-09,362.7155668231242
2022-10,390.25839541018104
2022-11,418.6697413379764
2022-12,404.61972094958753
2023-01,436.8831736378235
2023-02,444.6953155258447
2023-03,431.5838859023272
2023-04,437.9333071843634
2023-05,445.15712855876546
2023-06,445.05826309282907
2023-07,465.5822286237764
