Date,PERU SMALL CAP
1998-12,101.97722601782628
1999-01,100.39146050588553
1999-02,103.61072946001475
1999-03,112.34265018283233
1999-04,121.60565389706517
1999-05,122.42636226913123
1999-06,129.1589313552949
1999-07,117.73116632019567
1999-08,115.54666015657594
1999-09,122.4512928980595
1999-10,124.20452566112588
1999-11,129.32439701851686
1999-12,127.59312899380078
2000-01,127.1281097258036
2000-02,130.33766726470702
2000-03,127.34182891721908
2000-04,134.55635727135595
2000-05,122.51109210707205
2000-06,119.33723236849997
2000-07,123.96054315899397
2000-08,131.20164587192642
2000-09,129.48259114993056
2000-10,127.44265249648141
2000-11,118.8402902547201
2000-12,108.45313609416118
2001-01,113.50939100023373
2001-02,107.65770870166108
2001-03,115.44022201931709
2001-04,103.77128232058561
2001-05,111.69775308165072
2001-06,117.79566055526924
2001-07,114.26219375655793
2001-08,110.82012451703685
2001-09,106.15428203169274
2001-10,105.87062346046503
2001-11,108.70231740843433
2001-12,107.80737379900494
2002-01,113.11149973059074
2002-02,116.44162633540373
2002-03,112.51641532516544
2002-04,110.07177866601752
2002-05,105.28861609704035
2002-06,96.47067042603435
2002-07,93.60268583226289
2002-08,92.31403273762317
2002-09,96.94741324349866
2002-10,102.09124505529401
2002-11,114.23337363698637
2002-12,107.14944015788491
2003-01,110.32731426266822
2003-02,113.31405622256989
2003-03,111.703699375276
2003-04,120.72854009511087
2003-05,119.45525099927734
2003-06,124.59671924214533
2003-07,130.0266903552278
2003-08,137.37029510596284
2003-09,144.55298577510467
2003-10,157.48202816375021
2003-11,169.6078127780672
2003-12,185.55459577056388
2004-01,194.6749227550939
2004-02,195.84964458842447
2004-03,266.8795306977902
2004-04,265.3327358631197
2004-05,268.6153125283343
2004-06,256.58619403993697
2004-07,263.5657858498782
2004-08,269.76460528500843
2004-09,288.38480969124333
2004-10,297.62000164873825
2004-11,292.2162308063419
2004-12,284.2781683172742
2005-01,305.1379054876659
2005-02,307.3040757203154
2005-03,316.92321513014554
2005-04,314.92267378684716
2005-05,311.63063464319674
2005-06,314.1729396308053
2005-07,324.81288288514986
2005-08,318.2906267373234
2005-09,328.6183035653691
2005-10,288.9568216712202
2005-11,289.1046716395327
2005-12,278.13848004404724
2006-01,319.67233404132156
2006-02,347.09632880974715
2006-03,319.3550814443496
2006-04,354.3535631110073
2006-05,344.60832136135707
2006-06,380.9127186809795
2006-07,393.19658986263846
2006-08,424.4461385805104
2006-09,437.4516584105963
2006-10,483.54203875736135
2006-11,495.29283869192034
2006-12,585.8837368696574
2007-01,624.1386156449021
2007-02,695.6512871227152
2007-03,830.8942885013904
2007-04,958.9812095025717
2007-05,1000.0
2007-06,1100.6220361599326
2007-07,1117.529853498489
2007-08,976.6037442843481
2007-09,1033.310139195264
2007-10,1038.9367183690106
2007-11,920.5836544387151
2007-12,906.4450810819103
2008-01,788.4200788642974
2008-02,909.391822776123
2008-03,921.0639034181321
2008-04,897.6187762095454
2008-05,932.1366236127071
2008-06,849.4064347811661
2008-07,804.681829524896
2008-08,793.2191075906852
2008-09,714.0858782552793
2008-10,506.4524717391263
2008-11,430.36967631382487
2008-12,351.08671620024586
2009-01,334.19012411858074
2009-02,291.49196670444803
2009-03,484.23253428120023
2009-04,502.62318375138256
2009-05,689.0470202068334
2009-06,607.6491669659166
2009-07,595.0520371846168
2009-08,590.746057483043
2009-09,621.9066897510254
2009-10,572.8022754365775
2009-11,542.6266137202272
2009-12,618.875577881024
2010-01,674.3728018869908
2010-02,672.1584673539543
2010-03,708.8886549675907
2010-04,729.4815692437269
2010-05,665.3606676748013
2010-06,665.532341235555
2010-07,624.8363508247536
2010-08,682.0178043599828
2010-09,743.7837465720942
2010-10,730.8880834301473
2010-11,791.4316922161023
2010-12,865.2714825841692
2011-01,880.1205025427158
2011-02,860.9943362367428
2011-03,778.0264225808869
2011-04,570.9982903724726
2011-05,734.1266825805642
2011-06,640.8613264127705
2011-07,754.8229080095028
2011-08,694.5548154111716
2011-09,646.6018087400219
2011-10,685.6108024464585
2011-11,686.7164334970879
2011-12,666.9525310608788
2012-01,770.5273567397335
2012-02,834.0224670553379
2012-03,853.2831133937467
2012-04,822.5802703823053
2012-05,789.400967199075
2012-06,753.909173252505
2012-07,781.7805643158587
2012-08,830.4214043903097
2012-09,862.2026359851535
2012-10,846.5570018103756
2012-11,779.5652425886855
2012-12,789.9390563465045
2013-01,814.8466244831562
2013-02,823.5295070229182
2013-03,811.2558806193911
2013-04,643.6514599016647
2013-05,563.978336944262
2013-06,494.2100334047584
2013-07,474.8818963808675
2013-08,543.1435021257248
2013-09,477.66530307064306
2013-10,448.2846005310263
2013-11,428.147289900451
2013-12,444.63843928301475
2014-01,441.8327596956213
2014-02,431.60937114797713
2014-03,395.6025994509304
2014-04,433.6507121106688
2014-05,452.2602742160527
2014-06,501.8230706795049
2014-07,501.6700061585799
2014-08,560.3919779307786
2014-09,524.2308769210275
2014-10,474.7192087865412
2014-11,509.70664410104297
2014-12,537.0635490331224
2015-01,616.1492393908585
2015-02,642.5093236688774
2015-03,574.5593934656132
2015-04,568.3522314353517
2015-05,600.0023546726542
2015-06,582.6452729549527
2015-07,564.4177488729166
2015-08,517.0695437315264
2015-09,509.0923983457669
2015-10,560.547392211545
2015-11,521.7388753435308
2017-05,1000.0
2017-06,997.935844884308
2017-07,974.3000863956181
