Date,ISRAEL SMALL CAP
2007-12,909.8074670469897
2008-01,837.6057248372805
2008-02,799.0422672180612
2008-03,729.037741456326
2008-04,757.908632606625
2008-05,839.0159250369371
2008-06,720.086741666912
2008-07,691.0563594045057
2008-08,698.5651491098018
2008-09,655.9772569434538
2008-10,512.0578215833814
2008-11,458.53583571765427
2008-12,396.28968813310263
2009-01,467.9545978124065
2009-02,446.8866456678552
2009-03,464.02913113695524
2009-04,551.9407306855019
2009-05,586.6573129614685
2009-06,636.1826549977247
2009-07,738.1349681752215
2009-08,742.9546743456875
2009-09,744.1172126848304
2009-10,797.015996454468
2009-11,789.8648537542996
2009-12,858.214140492457
2010-01,943.5154153580676
2010-02,964.6181127897636
2010-03,1056.003238397015
2010-04,1044.3046728020502
2010-05,958.8070006224199
2010-06,933.5887526776163
2010-07,931.707424478735
2010-08,958.999741649832
2010-09,1008.3179954428267
2010-10,1060.6680454787918
2010-11,1080.7172985214504
2010-12,1174.6194111037184
2011-01,1087.1858205980468
2011-02,1083.8378169886573
2011-03,1108.3842574146745
2011-04,1077.7836803301143
2011-05,1027.8952611796922
2011-06,973.5044198390558
2011-07,975.4219675924799
2011-08,799.7582478240349
2011-09,787.5114171726367
2011-10,846.9566300767589
2011-11,808.0796503289092
2011-12,803.9289382686025
2012-01,855.723096961724
2012-02,806.7856219459399
2012-03,863.2142805888665
2012-04,912.9173210509537
2012-05,873.2907851836998
2012-06,817.7302520342286
2012-07,872.9549965262602
2012-08,883.186647826492
2012-09,976.7347559619095
2012-10,1059.1556074731448
2012-11,1139.936852083647
2012-12,1160.2455930131414
2013-01,1132.3288635949427
2013-02,1218.6351459531597
2013-03,1290.1409985737243
2013-04,1299.0163254060585
2013-05,1333.2262052590572
2013-06,1306.2308835114804
2013-07,1395.389948906288
2013-08,1360.1500413555912
2013-09,1429.161962322001
2013-10,1434.732410508983
2013-11,1468.3472608713814
2013-12,1496.9843976621548
2014-01,1462.5857179408924
2014-02,1507.0504913465174
2014-03,1525.5247077283518
2014-04,1492.0696117076766
2014-05,1514.5476254831299
2014-06,1508.4962580871309
2014-07,1525.104492795289
2014-08,1510.0982807368407
2014-09,1565.1645581005653
2014-10,1457.8230038163335
2014-11,1423.3597918424084
2014-12,1429.9573183462796
2015-01,1508.8327556861373
2015-02,1615.7821448211416
2015-03,1748.7841075036831
2015-04,1764.4340088773522
2015-05,1755.3524899188462
2015-06,1746.5207699956725
2015-07,1849.806105283593
2015-08,1704.3781082881428
2015-09,1658.4029100797986
2015-10,1765.7822484042244
2015-11,1861.5216450946502
2015-12,1772.884209301942
2016-01,1688.335501610081
2016-02,1692.696233687492
2016-03,1720.6440404685468
2016-04,1770.3249094969406
2016-05,1809.3222725112666
2016-06,1760.2047335542898
2016-07,1890.89132079637
2016-08,1957.047339945995
2016-09,1932.0019734982575
2016-10,1942.5218565199527
2016-11,2096.914903642256
2016-12,2119.669630314452
2017-01,2204.871195473089
2017-02,2388.4567677098553
2017-03,2451.8104666969143
2017-04,2492.2601872789696
2017-05,2498.5701179505263
2017-06,2432.058207648328
2017-07,2331.673443233696
2017-08,2331.3881085876224
2017-09,2426.383249660987
2017-10,2538.641434898468
2017-11,2557.7646173365024
2017-12,2522.0595829811523
2018-01,2535.7883267377165
2018-02,2522.745878617101
2018-03,2447.16145666101
2018-04,2449.707189690181
2018-05,2635.8572130408133
2018-06,2557.2341596617325
2018-07,2595.445817408311
2018-08,2909.4169328943963
2018-09,2944.2296767604867
2018-10,2785.3934690156348
2018-11,2856.00982914832
2018-12,2657.1912986896086
2019-01,2887.8597418168897
2019-02,3068.684359741545
2019-03,3087.961936368973
2019-04,3312.6885195498994
2019-05,3318.038348160332
2019-06,3378.720166059585
2019-07,3605.4712980305662
2019-08,3611.225458579211
2019-09,3848.5401225897335
2019-10,3784.5147379727214
2019-11,4039.7217459997164
2019-12,4013.8033305659496
2020-01,4070.359270995438
2020-02,3867.7024546175103
2020-03,3043.82957049565
2020-04,3459.8047357710902
2020-05,3385.0610632085877
2020-06,3140.994284467359
2020-07,3197.109243300307
2020-08,3429.551602104896
2020-09,3311.7142781120992
2020-10,3438.3436239519065
2020-11,3854.055375069297
2020-12,4020.74698173685
2021-01,4060.9621290264795
2021-02,4117.1421149884
2021-03,4321.410711279196
2021-04,4508.369570116659
2021-05,4587.952045217746
2021-06,4840.064503471545
2021-07,4822.4220207151775
2021-08,4977.92277755284
2021-09,5144.773975603549
2021-10,5496.381487333502
2021-11,5715.329896694761
2021-12,5967.668292063522
2022-01,5930.023785518143
2022-02,5884.2067356502885
2022-03,6065.226667419071
2022-04,6077.066517146224
2022-05,5488.9119389491225
2022-06,5106.40243721689
2022-07,5726.896572872019
2022-08,6206.247306263856
2022-09,5355.086330868319
2022-10,5425.465038294644
2022-11,5231.970021773835
2022-12,4633.840648580285
2023-01,4738.551442714173
2023-02,4288.264525619301
2023-03,4177.559186539579
2023-04,4074.1349418795735
2023-05,4244.780643207403
2023-06,4302.859865677548
2023-07,4592.891463876965
