Date,MOROCCO SMALL CAP
1998-12,409.5023807397903
1999-01,427.06945142593526
1999-02,424.1483665784913
1999-03,398.8183835754757
1999-04,386.8439297719952
1999-05,366.8132106171295
1999-06,388.5818129948069
1999-07,382.97863560389305
1999-08,404.42073634539787
1999-09,393.2141851397429
1999-10,394.81786847274583
1999-11,385.8638923345318
1999-12,376.08096369245555
2000-01,372.6067455050981
2000-02,350.0753873177913
2000-03,351.49286705879695
2000-04,336.398707137742
2000-05,351.78606540524856
2000-06,340.58397973690296
2000-07,323.6896388698548
2000-08,349.26920260095335
2000-09,349.4722224530769
2000-10,341.494592374637
2000-11,323.25359577632196
2000-12,300.58082350349264
2001-01,289.4260791166719
2001-02,329.9388396297623
2001-03,321.5485966032296
2001-04,297.0178630027138
2001-05,296.58411347735336
2001-06,289.8896289348077
2001-07,276.4864640352386
2001-08,282.5399102204355
2001-09,273.06444856594834
2001-10,259.520695611671
2001-11,272.47339975653057
2001-12,271.60864530761967
2002-01,267.2274659008418
2002-02,264.39860931127487
2002-03,265.35967963973917
2002-04,260.969904787455
2002-05,248.19828292187012
2002-06,235.58212276452483
2002-07,228.69175376880568
2002-08,234.34371137147974
2002-09,226.2070081348709
2002-10,217.5127222296781
2002-11,220.49250283269998
2002-12,210.64107113556832
2003-01,221.10134191791124
2003-02,239.2603550003043
2003-03,230.54904737899116
2003-04,244.7711560318041
2003-05,247.9515319818168
2003-06,266.97316429575596
2003-07,272.13059579020705
2003-08,289.90403534130417
2003-09,285.7840618071468
2003-10,287.2492452533337
2003-11,286.40551846860393
2003-12,293.9039868884996
2004-01,306.7619669985576
2004-02,323.4466349657057
2004-03,327.79263741090114
2004-04,359.18442769950343
2004-05,356.3786472142118
2004-06,342.51610107605586
2004-07,356.39046089487897
2004-08,359.6299947924991
2004-09,332.663994908752
2004-10,262.92255143195786
2004-11,275.84684938310005
2004-12,308.5685161697721
2005-01,308.4926977141296
2005-02,294.34287568987946
2005-03,302.4142613176856
2005-04,328.44520276057773
2005-05,359.45988510304954
2005-06,364.68681001554324
2005-07,373.94381621482387
2005-08,406.0120397358712
2005-09,402.78715166269455
2005-10,416.67326225027807
2005-11,442.97509196006604
2005-12,436.02201198279033
2006-01,580.0256714042606
2006-02,602.3706351596368
2006-03,641.6432787597032
2006-04,697.489119708988
2006-05,636.4843064696604
2006-06,645.343170082414
2006-07,628.0858636253859
2006-08,706.3378742303108
2006-09,702.7169370952417
2006-10,711.2172559835835
2006-11,675.9423186514268
2006-12,697.4891852896918
2007-01,917.8927352575839
2007-02,936.618683304683
2007-03,1023.0881722373306
2007-04,1067.9828770049426
2007-05,1000.0
2007-06,992.6859200980001
2007-07,1003.1031521685424
2007-08,1042.2186681035607
2007-09,1015.3434184268731
2007-10,1051.283887418968
2007-11,1034.2128163508917
2007-12,1054.504117422815
2008-01,1134.7009692015206
2008-02,1161.7686717688389
2008-03,1196.9247805784219
2008-04,1167.4501974705763
2008-05,1187.3666814491323
2008-06,1167.331375122848
2008-07,1217.9026044965678
2008-08,1197.945664635819
2008-09,1085.6178814036775
2008-10,1045.9774224756459
2008-11,934.4466232089765
2008-12,942.0288062729842
2009-01,872.6196079751498
2009-02,953.9989446739093
2009-03,847.464636112017
2009-04,828.690608937776
2009-05,879.6093343190104
2009-06,967.1781934368014
2009-07,934.7770605052539
2009-08,944.2579188728475
2009-09,890.5764458185107
2009-10,876.983168624724
2009-11,830.1648140807874
2009-12,812.535020843708
2010-01,884.2778536501079
2010-02,883.3287345194701
2010-03,884.1789502890692
2010-04,1019.495886685082
2010-05,1059.7593917609859
2010-06,1058.3575924780766
2010-07,1044.9329832642518
2010-08,1065.5484623646023
2010-09,1031.0966287833487
2010-10,1096.033265793692
2010-11,1131.1215134757829
2010-12,1152.937145712794
2011-01,1176.621290760268
2011-02,1190.8624876902302
2011-03,1121.2732889239476
2011-04,1108.6505782645759
2011-05,1192.584578601233
2011-06,1143.7351583624882
2011-07,1133.2147914523991
2011-08,1234.5619586949183
2011-09,1376.5818444746867
2011-10,1466.6588588567747
2011-11,1397.5270908683547
2011-12,1347.4251234615883
2012-01,1582.6761920351184
2012-02,1495.1724688929958
2012-03,1409.1296781465558
2012-04,1406.9521583870135
2012-05,1523.2380852664658
2012-06,1372.584528269779
2012-07,1318.1542032315363
2012-08,1228.2261091474486
2012-09,1254.9731341671018
2012-10,1393.6087647934935
2012-11,1426.0337031117197
2012-12,1317.9052091334072
2013-01,1321.5427987718808
2013-02,1383.250735998654
2013-03,1359.263216864063
2013-04,1209.9677237316778
2013-05,1251.890489015482
2013-06,1206.44166974237
2013-07,1104.2506417375155
2013-08,1159.058220703487
2013-09,1128.98577599894
2013-10,1188.6385171207016
2013-11,1196.3495555189422
2013-12,1136.3384196876643
2014-01,1162.8307846201699
2014-02,1191.4695464348508
2014-03,1210.5945065388382
2014-04,1206.9632942997684
2014-05,1226.9535354392615
2014-06,1241.93623056157
2014-07,1230.9202910636159
2014-08,1334.895738627101
2014-09,1390.0137927076532
2014-10,1449.6381696564285
2014-11,1368.5874895390996
2014-12,1229.8969261254706
2015-01,1325.7385257213507
2015-02,1262.9196403652786
2015-03,1208.8036080678423
2015-04,1167.7982176916444
2015-05,1143.3474710833266
2015-06,1191.544399821431
2015-07,1193.068510720146
2015-08,1156.672680017055
2015-09,1099.4280300604307
2015-10,1077.1908319922236
2015-11,1066.1041292020973
2015-12,1004.7459948102991
2016-01,1028.6401640928707
2016-02,1016.6925934675896
2016-03,1028.9021952714293
2016-04,1095.8978722701602
2016-05,1120.2489162385712
2016-06,1150.778863805557
2016-07,1192.6277258164623
2016-08,1184.0014924515024
2016-09,1215.229668783106
2016-10,1247.5848421586252
2016-11,1384.11113033586
2016-12,1565.5187659422295
2017-01,1730.606528934367
2017-02,1656.2108879449931
2017-03,1625.7971999441488
2017-04,1669.433267442376
2017-05,1680.590127832966
2017-06,1783.594459444811
2017-07,1840.5925787892718
2017-08,1873.2611022530252
2017-09,1847.3541766831947
2017-10,1935.0217308483159
2017-11,1949.94242273417
2017-12,1939.165075254158
2018-01,2030.2865593653173
2018-02,2052.348208229289
2018-03,2020.056889098771
2018-04,2075.7802660776065
2018-05,2032.0053582127703
2018-06,1916.2702725744537
2018-07,1930.578188807262
2018-08,1916.8520791537715
2018-09,1843.7192946785044
2018-10,1825.9549167830094
2018-11,1850.755277143453
2018-12,1837.14842481587
2019-01,1839.3091551658888
2019-02,1858.420931780296
2019-03,1804.8837858532622
2019-04,1843.0333948740874
2019-05,1838.8994746373623
2019-06,1883.6587175269774
2019-07,1964.761016284455
2019-08,2005.760013820716
2019-09,1984.2740761565947
2019-10,1944.7974427240945
2019-11,2026.4024827484275
2019-12,2118.801292232244
2020-01,2238.62784517595
2020-02,2182.3878806376088
2020-03,1637.0923225280046
2020-04,1640.6952222328218
2020-05,1829.4295330048099
2020-06,1887.944849172367
2020-07,1876.549741399392
2020-08,1884.4700247342375
2020-09,1865.6127776814506
2020-10,1947.199839612883
2020-11,2041.6552616504664
2020-12,2120.3307445894566
2021-01,2180.4682842284546
2021-02,2170.813196210695
2021-03,2204.3049173372815
2021-04,2286.3544924979283
2021-05,2380.4929144346806
2021-06,2525.4983099807655
2021-07,2565.376380716229
2021-08,2687.648842822278
2021-09,2825.0598096852514
2021-10,2953.4804389641713
2021-11,2859.7911710127814
2021-12,2917.844325506514
2022-01,3031.693820962653
2022-02,2815.8100213198677
2022-03,2722.3901768982073
2022-04,2862.5210528479583
2022-05,2709.343391049972
2022-06,2676.225364924024
2022-07,2656.858745107595
2022-08,2692.449506134927
2022-09,2593.6605856854476
2022-10,2489.9425399254264
2022-11,2384.2369845253943
2022-12,2353.946237634999
2023-01,2247.846849769853
2023-02,2448.787106411434
2023-03,2358.506271206083
2023-04,2440.3590605891295
2023-05,2584.983537408875
2023-06,2705.254638287523
2023-07,2843.5788298747384
