Date,TAIWAN SMALL CAP
1998-12,1637.5529532254413
1999-01,1492.9062604657493
1999-02,1523.2715671404785
1999-03,1711.526831745921
1999-04,1899.3464629428533
1999-05,1768.7123657963364
1999-06,1751.7789059802774
1999-07,1471.3197233890946
1999-08,1613.6458633667335
1999-09,1511.750251107203
1999-10,1432.0106730610858
1999-11,1425.3813973861495
1999-12,1498.464314708981
2000-01,1945.6414107068094
2000-02,2012.3029034790932
2000-03,2121.3446985114383
2000-04,1972.34442843958
2000-05,1893.4761674808615
2000-06,1629.8887553564161
2000-07,1552.6384136967226
2000-08,1433.5342178383655
2000-09,1224.2164165291808
2000-10,997.3021920262987
2000-11,865.642695643453
2000-12,731.1380434960648
2001-01,995.2625584076052
2001-02,1073.35300324001
2001-03,1187.830657420953
2001-04,1053.4365286593702
2001-05,930.1741716791353
2001-06,887.999439956307
2001-07,726.104412360378
2001-08,740.2219150063286
2001-09,618.5478990489457
2001-10,620.3374761372643
2001-11,708.0606192102248
2001-12,884.216695167524
2002-01,997.2572824274101
2002-02,953.6826637706303
2002-03,1088.780912592122
2002-04,1087.8246753349229
2002-05,977.0146671131303
2002-06,836.6641878277823
2002-07,838.8867445066454
2002-08,815.3659114249592
2002-09,688.9823478519941
2002-10,756.8453631257593
2002-11,757.7532027879328
2002-12,695.2171155760408
2003-01,792.0638767388879
2003-02,690.068630574607
2003-03,639.4543702177762
2003-04,570.4579785239674
2003-05,607.3561040521628
2003-06,680.5059188954987
2003-07,761.7707451810728
2003-08,794.2330846043592
2003-09,747.1655039919733
2003-10,788.8647407805768
2003-11,753.9316487738504
2003-12,743.4172112504001
2004-01,852.6833713092077
2004-02,925.3199839230513
2004-03,897.9977063895876
2004-04,848.0244940730379
2004-05,793.8529527899226
2004-06,729.47769497226
2004-07,670.2534708688394
2004-08,692.1084423735163
2004-09,688.7130238898851
2004-10,652.7409515848157
2004-11,644.6910682718893
2004-12,683.6016435875224
2005-01,684.6033919319493
2005-02,724.7431641213183
2005-03,717.9080636534135
2005-04,684.0248914277578
2005-05,730.9995920863415
2005-06,783.9802970436534
2005-07,797.7729349522497
2005-08,739.0935195445816
2005-09,729.3508215143485
2005-10,669.1481624754703
2005-11,733.38889194114
2005-12,830.3585594247209
2006-01,802.7964934749549
2006-02,799.8835654816618
2006-03,808.5073868711663
2006-04,867.4830129646293
2006-05,835.0077429802274
2006-06,781.7453909439846
2006-07,770.2693606121672
2006-08,766.6105581849378
2006-09,810.0946244384007
2006-10,828.4147804106216
2006-11,899.8030080152328
2006-12,953.0094320163922
2007-01,943.5019057666125
2007-02,966.8873293805576
2007-03,990.4846862462666
2007-04,942.656870017037
2007-05,1000.0
2007-06,1093.3742649239687
2007-07,1248.1375266413809
2007-08,1158.2024188551559
2007-09,1155.529586488798
2007-10,1106.4290251381242
2007-11,939.7027122006418
2007-12,908.3606001790858
2008-01,783.9794659341177
2008-02,926.1820674677034
2008-03,954.1395378306185
2008-04,1011.1792933855651
2008-05,969.5373461269952
2008-06,791.7999976330624
2008-07,788.8420141353631
2008-08,821.8129163123373
2008-09,617.4910966908934
2008-10,570.6672603561872
2008-11,519.7414729055502
2008-12,508.3646766762472
2009-01,514.7183699804032
2009-02,551.0355211562318
2009-03,630.9627925315876
2009-04,747.6959574782001
2009-05,881.0451675492135
2009-06,811.0527355156936
2009-07,928.7099803665371
2009-08,862.165461350336
2009-09,961.2237073115856
2009-10,936.2658362062168
2009-11,983.4321079419658
2009-12,1143.8608013596102
2010-01,1081.9478391116484
2010-02,1064.6733965925
2010-03,1189.4301619427072
2010-04,1236.0991135059517
2010-05,1198.2437626498186
2010-06,1191.5669774407759
2010-07,1211.3823130742903
2010-08,1229.241933267252
2010-09,1271.46998318006
2010-10,1254.59592683981
2010-11,1355.4621822773054
2010-12,1445.3927888744092
2011-01,1435.8631892277976
2011-02,1323.450169468636
2011-03,1292.669756847936
2011-04,1281.2240676736785
2011-05,1323.6383366094008
2011-06,1266.5814148333773
2011-07,1281.1718029087947
2011-08,1111.5730966003125
2011-09,1045.8498413299053
2011-10,1058.426465200924
2011-11,954.1462668573491
2011-12,1005.1836856568641
2012-01,1129.4429366022075
2012-02,1252.2037593187326
2012-03,1211.9057160009907
2012-04,1149.1854302322563
2012-05,1200.3667667527222
2012-06,1162.5641629774957
2012-07,1196.0755704220342
2012-08,1216.4981084057913
2012-09,1263.0347644828855
2012-10,1127.4200052838592
2012-11,1185.1732678065982
2012-12,1218.6578950088735
2013-01,1194.9032481834295
2013-02,1257.309782459828
2013-03,1299.4793689019448
2013-04,1305.0915756635745
2013-05,1380.7493545441016
2013-06,1318.4324831635524
2013-07,1341.4518152815847
2013-08,1364.689823097148
2013-09,1391.7437200334628
2013-10,1431.4608127777963
2013-11,1412.3556461038324
2013-12,1423.2370134797668
2014-01,1422.6271913899225
2014-02,1455.7271148932118
2014-03,1465.5073375092118
2014-04,1426.8675379141268
2014-05,1511.750827121519
2014-06,1544.334644753745
2014-07,1556.0642732616175
2014-08,1574.2417644268028
2014-09,1545.3782566601872
2014-10,1456.4577911160713
2014-11,1444.7416533818014
2014-12,1539.5365422831394
2015-01,1665.5545262872251
2015-02,1709.9007788313563
2015-03,1816.7979125877368
2015-04,1801.2905748483026
2015-05,1798.506352722351
2015-06,1674.1314344910509
2015-07,1495.5758594547542
2015-08,1353.1855883196504
2015-09,1432.6928512567551
2015-10,1556.6460010391718
2015-11,1600.2289992253106
2015-12,1564.9436836989396
2016-01,1498.7314061129603
2016-02,1562.6580760419358
2016-03,1558.4417677961512
2016-04,1495.0643762724771
2016-05,1530.6282175083486
2016-06,1562.6132224505914
2016-07,1637.7778046655935
2016-08,1699.773672554312
2016-09,1722.9540012715108
2016-10,1720.4040598595482
2016-11,1741.4338341220466
2016-12,1744.0328786955995
2017-01,1808.2360460217228
2017-02,1996.9133719255656
2017-03,2024.3610694283097
2017-04,1980.3773197583073
2017-05,1941.2918717241473
2017-06,1960.450892575961
2017-07,1986.977488769121
2017-08,2061.921611084915
2017-09,2041.3796480853925
2017-10,2170.459756537536
2017-11,2215.89809507167
2017-12,2199.430976193867
2018-01,2219.919196599073
2018-02,2214.224066571648
2018-03,2186.515382836027
2018-04,2125.9377967884893
2018-05,2288.0543366084266
2018-06,2239.783186238043
2018-07,2264.930681585842
2018-08,2234.4875134074928
2018-09,2156.3463649789373
2018-10,1878.399181715304
2018-11,2053.3788608903665
2018-12,1976.721867250692
2019-01,2061.494908232865
2019-02,2171.46215424264
2019-03,2262.559643618333
2019-04,2289.01178649113
2019-05,2152.075688884884
2019-06,2230.902241118917
2019-07,2384.613613559656
2019-08,2370.9321328452015
2019-09,2443.275540222104
2019-10,2527.7603618537437
2019-11,2553.2330498250394
2019-12,2630.379858327796
2020-01,2524.546205195852
2020-02,2496.035017257341
2020-03,2099.89649383881
2020-04,2507.3406871906177
2020-05,2526.5515255960136
2020-06,2741.855747901565
2020-07,2766.598715837037
2020-08,2803.8890474195946
2020-09,2813.228671770378
2020-10,2893.9656539776875
2020-11,3078.955643639963
2020-12,3155.8302919483112
2021-01,3116.603766598842
2021-02,3401.451670347091
2021-03,3600.471031728208
2021-04,3969.0714474591637
2021-05,3735.4258494740716
2021-06,4086.258986675389
2021-07,4089.8470879543615
2021-08,4051.87796939072
2021-09,4033.271392119031
2021-10,4173.023380618102
2021-11,4480.4642206038525
2021-12,4634.942384404769
2022-01,4365.980509704622
2022-02,4412.427426167821
2022-03,4427.490470433804
2022-04,4230.6958342244425
2022-05,4267.671334642351
2022-06,3854.468037478177
2022-07,4027.6947459291036
2022-08,4225.1763729379345
2022-09,3749.841665648262
2022-10,3516.9862343777977
2022-11,3976.0542291228303
2022-12,3718.2118970064685
2023-01,3979.885032781061
2023-02,4208.328804313473
2023-03,4219.908212812569
2023-04,4090.048765239433
2023-05,4532.760223483582
2023-06,4594.202676852813
2023-07,4680.708746721131
