Date,SWITZERLAND SMALL CAP
2000-12,100.0
2001-01,103.22510787782802
2001-02,103.50176955369778
2001-03,97.4482196383813
2001-04,100.8137327372354
2001-05,103.43095964838068
2001-06,101.36709965074257
2001-07,94.72021267704392
2001-08,91.09612519601069
2001-09,76.64598039480315
2001-10,77.6712809401813
2001-11,84.29225743803629
2001-12,86.82739159059682
2002-01,86.12308608982485
2002-02,85.6156375292685
2002-03,93.03933149118842
2002-04,90.86760969546862
2002-05,90.78241172983805
2002-06,84.23485203417962
2002-07,73.72110728482753
2002-08,69.87533455404888
2002-09,61.77098107422988
2002-10,63.21762741181661
2002-11,65.37028782942198
2002-12,62.145761337932
2003-01,55.11989130592368
2003-02,54.71759556095282
2003-03,56.94215526957085
2003-04,62.36893238930362
2003-05,65.07224817815309
2003-06,65.64144582510505
2003-07,71.25334650512941
2003-08,76.76632552516851
2003-09,78.9904521247374
2003-10,87.85340415183605
2003-11,89.99128152187659
2003-12,89.92607496965142
2004-01,97.04841244536719
2004-02,99.20182141238115
2004-03,95.86245240607052
2004-04,97.78234840620738
2004-05,97.76948903433608
2004-06,101.03295633015055
2004-07,95.88640970332517
2004-08,94.47922959384394
2004-09,95.86218333692254
2004-10,95.82619449957379
2004-11,100.30094537774585
2004-12,100.2638139925956
2005-01,106.73830172165638
2005-02,111.69021818417387
2005-03,112.40402486896234
2005-04,110.62835242198
2005-05,113.39167667717324
2005-06,116.90989712530063
2005-07,125.43422791696628
2005-08,130.0001094578303
2005-09,134.52914523363603
2005-10,127.9063590742887
2005-11,129.1440016887127
2005-12,134.43476125962448
2006-01,144.47571917684186
2006-02,151.65184306643843
2006-03,156.2456769949385
2006-04,161.13429845543573
2006-05,150.14774814263728
2006-06,149.0676318575537
2006-07,150.08268031585717
2006-08,156.2708653574729
2006-09,161.14654933582628
2006-10,167.75574034191715
2006-11,169.8452566796314
2006-12,178.11497560543913
2007-01,193.12113543304275
2007-02,189.10462726244307
2007-03,196.95556064543217
2007-04,204.49149444814864
2007-05,208.1810149361656
2007-06,207.75664243153386
2007-07,204.60380468227712
2007-08,196.10108000603296
2007-09,190.8905446254581
2007-10,198.97916577579818
2007-11,187.80189769959446
2007-12,188.12846702896348
2008-01,167.41804446346214
2008-02,175.39360646652923
2008-03,170.86706689832752
2008-04,175.39460426572174
2008-05,177.63520989306275
2008-06,165.11144895963545
2008-07,155.69920720598566
2008-08,161.03545136200495
2008-09,152.15760510280137
2008-10,127.10440110518087
2008-11,115.35641421976689
2008-12,118.66630429410637
2009-01,112.89349767259839
2009-02,99.41650449504881
2009-03,101.26491760056271
2009-04,119.39033117997134
2009-05,127.84888711401713
2009-06,126.2214835626625
2009-07,134.96655597377355
2009-08,146.9589339003188
2009-09,155.66665531292853
2009-10,148.5038440818641
2009-11,147.39863763086058
2009-12,154.6055151255892
2010-01,161.78881618902153
2010-02,162.7509351554871
2010-03,184.52387095611928
2010-04,185.90939548461677
2010-05,176.19422302665137
2010-06,186.48737564952359
2010-07,187.55495627294212
2010-08,193.95270955788752
2010-09,198.51702962164882
2010-10,203.5427702220658
2010-11,215.22830637928135
2010-12,239.09774598118935
2011-01,230.72081867562852
2011-02,231.90794971840214
2011-03,232.4199648080154
2011-04,240.13126111691474
2011-05,249.05893625845917
2011-06,233.32041588263434
2011-07,230.45477690594547
2011-08,206.0203727577605
2011-09,184.7334791219628
2011-10,196.75547924731904
2011-11,185.52379531836456
2011-12,186.91518615841673
2012-01,200.5837090879037
2012-02,209.30944835219668
2012-03,211.59649237531372
2012-04,216.38303070042238
2012-05,204.1815579841163
2012-06,203.59328919869915
2012-07,205.46427411585154
2012-08,205.34535198531813
2012-09,208.88946896921755
2012-10,208.88943324330913
2012-11,209.64033403060503
2012-12,214.97718498600364
2013-01,220.3802948306491
2013-02,230.70541468877624
2013-03,230.76818963953022
2013-04,233.18513740131124
2013-05,237.37898818524206
2013-06,230.15246017001144
2013-07,243.0728148362285
2013-08,250.24387676001277
2013-09,258.98841610639005
2013-10,271.3127524639478
2013-11,277.00708527563694
2013-12,284.8330537286977
2014-01,290.52462409569034
2014-02,302.55345832097
2014-03,301.53512142501575
2014-04,301.6224022395003
2014-05,306.48415589968386
2014-06,306.56880499357555
2014-07,301.5760511180513
2014-08,308.78868003233134
2014-09,300.18040488341387
2014-10,300.8615481941027
2014-11,313.111663307604
2014-12,315.34350098843464
2015-01,337.4945542169711
2015-02,367.10892391714924
2015-03,389.531740790433
2015-04,397.12814718954724
2015-05,406.60019869596243
2015-06,385.6611271879652
2015-07,397.065465110682
2015-08,373.78492653483835
2015-09,357.9335558565904
