Date,SWITZERLAND SMALL CAP
2015-10,380.13039755286366
2015-11,394.6753265702717
2015-12,396.47404233322015
2016-01,370.30522052330326
2016-02,379.68314841440724
2016-03,395.456284675386
2016-04,393.592791293609
2016-05,405.655887988198
2016-06,400.7709745082105
2016-07,423.4396763014937
2016-08,423.91549063127115
2016-09,430.3756768278687
2016-10,424.2656093339743
2016-11,431.3377986538158
2016-12,448.81500227515716
2017-01,464.1991190828617
2017-02,486.46361724798606
2017-03,501.1957935759951
2017-04,529.0781347521463
2017-05,538.4423718425024
2017-06,533.0975631852169
2017-07,528.1938814991837
2017-08,517.4069265343664
2017-09,531.5180978215968
2017-10,547.2540799965733
2017-11,548.5154421939822
2017-12,561.4066592405043
2018-01,578.7971099704739
2018-02,570.1400214436163
2018-03,536.6700270798947
2018-04,539.3690865151949
2018-05,564.5528634918165
2018-06,551.6645534034302
2018-07,551.643986807917
2018-08,569.574882586112
2018-09,539.7573790002043
2018-10,497.3018583643768
2018-11,470.53143037809286
2018-12,435.68746203801174
2019-01,471.52909871224597
2019-02,478.70100171649864
2019-03,486.86831504428727
2019-04,515.1238753484334
2019-05,497.8037438061123
2019-06,522.9297568223634
2019-07,522.7407067266927
2019-08,522.0594199444814
2019-09,538.6469503539491
2019-10,540.5640313397341
2019-11,564.0348659759973
2019-12,586.1608550886799
2020-01,590.3219814903782
2020-02,549.5875356997108
2020-03,485.6262521614453
2020-04,531.410473011658
2020-05,562.9130415123566
2020-06,571.8487168443002
2020-07,567.6795739997933
2020-08,607.9832558398582
2020-09,612.1553844576719
2020-10,589.6855322876761
2020-11,647.1485285757528
2020-12,667.6758660204633
2021-01,687.2197751329659
2021-02,681.5858308932495
2021-03,707.9227059320131
2021-04,713.3011444087887
2021-05,736.0489460072489
2021-06,757.7008228766251
2021-07,804.0645558275857
2021-08,824.6985777381476
2021-09,793.1947308127415
2021-10,829.8437256897425
2021-11,816.4916829226543
2021-12,853.6157720244956
2022-01,797.8872662768092
2022-02,767.4211790779941
2022-03,769.0590573302545
2022-04,744.1627877736757
2022-05,707.4029298015636
2022-06,660.9346643617585
2022-07,737.9913898421341
2022-08,709.0907925569682
2022-09,657.1874213319071
2022-10,677.1727975129755
2022-11,720.0153274616617
2022-12,713.7328281191006
2023-01,761.6340162532846
2023-02,770.2583222287669
2023-03,767.8151851336621
2023-04,778.7175041458524
2023-05,768.52458231099
2023-06,779.4558126463717
2023-07,800.8950400728378
