Date,DENMARK SMALL CAP
2000-12,100.0
2001-01,119.98255500298903
2001-02,113.95710185944762
2001-03,107.38038286284082
2001-04,115.38579965941751
2001-05,122.56939830722806
2001-06,109.49827806096671
2001-07,105.89157937367116
2001-08,98.86225287675744
2001-09,89.01197727861293
2001-10,91.48344982416099
2001-11,92.81264828135062
2001-12,94.578720996729
2002-01,102.54690145896524
2002-02,101.91234805044992
2002-03,110.14879283164642
2002-04,112.16003953442583
2002-05,113.5395042384273
2002-06,103.24629484840983
2002-07,93.97812809320644
2002-08,90.26144119399129
2002-09,81.43228327030519
2002-10,82.9237150298291
2002-11,86.81501502366274
2002-12,84.72417785465909
2003-01,77.6716140713407
2003-02,75.7624450728457
2003-03,78.75901926710986
2003-04,87.13521814288671
2003-05,90.6549713845379
2003-06,94.13434168990109
2003-07,95.66543432163007
2003-08,110.65479163439288
2003-09,111.80912973576176
2003-10,121.53942090767923
2003-11,119.74937988923075
2003-12,122.25629148068452
2004-01,133.29289759781446
2004-02,136.38431600103502
2004-03,136.35077681588317
2004-04,139.96300425694616
2004-05,140.7157955374966
2004-06,148.15992767184312
2004-07,147.90840819011012
2004-08,149.954603947227
2004-09,157.64378094492758
2004-10,160.57854128784692
2004-11,172.12323739049296
2004-12,177.8723392288223
2005-01,186.91357791407285
2005-02,194.9290016358958
2005-03,200.25668084228272
2005-04,203.98845265033825
2005-05,219.0472261817821
2005-06,240.4481290939969
2005-07,253.57917886444017
2005-08,257.4509061553547
2005-09,269.3825337132177
2005-10,260.4749036796563
2005-11,274.60245923207094
2005-12,304.71976434369105
2006-01,324.3987677119981
2006-02,348.26321435198327
2006-03,363.8432833182046
2006-04,392.86370496577825
2006-05,371.66384446487615
2006-06,350.1930485938158
2006-07,347.772301536909
2006-08,357.4102112149255
2006-09,378.60147739193343
2006-10,392.44523276500433
2006-11,424.72704851908156
2006-12,449.2313007344376
2007-01,452.51134091872
2007-02,425.3664492044912
2007-03,430.1287778246449
2007-04,459.1230627020258
2007-05,479.19447819065294
2007-06,465.53744949270066
2007-07,455.5788168520664
2007-08,436.1797742210125
2007-09,423.2651871266328
2007-10,437.8980142829169
2007-11,365.551238476623
2007-12,351.9506550535054
2008-01,291.0407691000304
2008-02,303.6883392200144
2008-03,294.72747522002567
2008-04,304.5605062808469
2008-05,308.46455837551883
2008-06,268.3722704800817
2008-07,261.9134898902035
2008-08,263.77240497906763
2008-09,201.74427294807012
2008-10,157.087936885127
2008-11,139.4284780274776
2008-12,126.02053539831189
2009-01,140.25884404277627
2009-02,123.14815900785305
2009-03,116.40870528678649
2009-04,144.08871785046824
2009-05,159.1255066492602
2009-06,155.0443196988512
2009-07,175.69404749970582
2009-08,189.33274044505993
2009-09,195.05876308265178
2009-10,189.61228645482083
2009-11,186.5605489227153
2009-12,204.65180225892348
2010-01,212.0140685632495
2010-02,208.423134014293
2010-03,224.30187241284017
2010-04,239.33332713874506
2010-05,213.38766952780398
2010-06,209.0782866214442
2010-07,219.60112493740593
2010-08,204.77140723794167
2010-09,225.9843866704096
2010-10,230.58959219543183
2010-11,234.6284252804892
2010-12,257.430795530313
2011-01,263.8002367684569
2011-02,259.9822830777856
2011-03,254.54111139524505
2011-04,261.09265644568757
2011-05,261.3274402221113
2011-06,248.95822186742308
2011-07,242.33871600049784
2011-08,201.58401109071073
2011-09,193.31468498466705
2011-10,206.20191486757395
2011-11,207.00605525445383
2011-12,201.81267687653204
2012-01,230.20273695780958
2012-02,246.1177954461456
2012-03,240.6239858829467
2012-04,245.50272305329105
2012-05,234.7873572864774
2012-06,230.67020162202593
2012-07,241.2179880028019
2012-08,254.36917814284936
2012-09,263.05711914718773
2012-10,263.0600216016036
2012-11,258.9094602311751
2012-12,262.66297128313533
2013-01,278.73870400963204
2013-02,305.11833953004964
2013-03,315.90632394717926
2013-04,322.12323930175893
2013-05,347.45268642564594
2013-06,331.57839813235773
2013-07,362.178421205934
2013-08,365.2514624780889
2013-09,394.37229364026894
2013-10,415.3927601544791
2013-11,426.0611828220842
2013-12,434.37207299293124
2014-01,447.81507676160624
2014-02,478.69912666738367
2014-03,479.4223088222255
2014-04,492.0084698223676
2014-05,539.3763202684046
2014-06,539.7384401037035
2014-07,527.3301579272544
2014-08,528.9751103313728
2014-09,525.4593679546952
2014-10,538.6021670352194
2014-11,539.7354869849241
2014-12,565.8096754312022
2015-01,595.3579294352346
2015-02,633.7516310699805
2015-03,669.4532518614717
2015-04,675.7660470035293
2015-05,706.8413739500584
2015-06,693.9260992484305
2015-07,728.7104558058744
2015-08,695.9045736307105
2015-09,702.4300185535881
2015-10,711.9662523407826
2015-11,787.4721239896643
2015-12,782.5601694522261
2016-01,743.2886047206923
2016-02,733.3245210139847
2016-03,751.062562290877
2016-04,733.6887885876774
2016-05,781.7605776619046
2016-06,722.9088736875117
2016-07,758.513066204983
2016-08,813.1174556646147
2016-09,816.569618070431
2016-10,812.5082072188922
2016-11,787.6942727113765
2016-12,834.4128754552727
2017-01,865.2945000611395
2017-02,890.2476306500034
2017-03,929.8388869816202
2017-04,980.7992271069074
2017-05,993.4951791162779
2017-06,996.2489436083746
2017-07,1018.9692159446006
2017-08,1037.3342208564886
2017-09,1052.327563969081
2017-10,1071.347856248562
2017-11,1015.2070563506079
