Date,PERU SMALL VALUE
1998-12,78.85269098713535
1999-01,80.37761094642943
1999-02,80.0336086479278
1999-03,85.68141750109928
1999-04,93.02278492390633
1999-05,89.2231071852959
1999-06,96.50958791242277
1999-07,91.41227772598306
1999-08,93.18797798977307
1999-09,104.12686316926512
1999-10,107.63770238255916
1999-11,111.42789571091444
1999-12,108.93369077692111
2000-01,107.49126671369255
2000-02,109.04511312703303
2000-03,109.54951363378387
2000-04,114.5439803797627
2000-05,101.09188819983468
2000-06,99.79229165898111
2000-07,105.67448134781077
2000-08,112.03342286395834
2000-09,115.88249832073306
2000-10,111.43797274309341
2000-11,104.0592097972656
2000-12,97.23308810536237
2001-01,105.98362190575874
2001-02,94.03076111523667
2001-03,99.62729596938388
2001-04,89.44620915518836
2001-05,98.37910479077917
2001-06,102.73053250379982
2001-07,97.91971863368113
2001-08,92.19476301069187
2001-09,85.90371408609136
2001-10,81.92163308219355
2001-11,83.9177312192705
2001-12,82.84405926852676
2002-01,88.11839213713576
2002-02,90.9079669705832
2002-03,90.08683475637116
2002-04,90.73470130233332
2002-05,85.97078447336698
2002-06,79.85648552080698
2002-07,83.70017283938198
2002-08,84.56371134464618
2002-09,90.73339106201306
2002-10,94.11227141960197
2002-11,106.80614476114879
2002-12,97.9282134102958
2003-01,99.18616418641757
2003-02,101.05049054537076
2003-03,100.54116010656242
2003-04,110.40602714637069
2003-05,110.94988168772403
2003-06,114.80579000211449
2003-07,120.8448034709416
2003-08,129.62840958168312
2003-09,145.78954159038665
2003-10,169.8884352127551
2003-11,203.45438291252896
2003-12,213.2550450018056
2004-01,214.44281537741637
2004-02,222.22578173350183
2004-03,240.30256810241005
2004-04,267.28446169810746
2004-05,273.209076910592
2004-06,272.8156818498009
2004-07,269.33867535590963
2004-08,279.57745945949966
2004-09,310.1716167581831
2004-10,320.95082451289136
2004-11,306.1453729054611
2004-12,301.40001108604105
2005-01,323.10185307378856
2005-02,319.3718086410818
2005-03,325.9154128910172
2005-04,325.3847706892982
2005-05,316.82626066204807
2005-06,321.0855276478799
2005-07,335.84053709303987
2005-08,326.97399427652954
2005-09,337.1731975117995
2005-10,297.4792026098266
2005-11,293.83262536686067
2005-12,284.6343786430817
2006-01,344.247211156186
2006-02,379.21413861857934
2006-03,346.45113733208024
2006-04,392.1528231763127
2006-05,388.83373464612663
2006-06,400.53606450571857
2006-07,428.7570714729452
2006-08,450.0328067451964
2006-09,467.2846448235176
2006-10,533.6013322914511
2006-11,521.9242067774244
2006-12,601.7441211705196
2007-01,664.5022197761127
2007-02,719.8271570943177
2007-03,837.41207612244
2007-04,968.7570585918899
2007-05,1000.0
2007-06,1158.1807541071728
2007-07,1151.9054396662304
2007-08,1021.415160179317
2007-09,1084.389578633754
2007-10,1067.6351787274743
2007-11,933.9674396426587
2007-12,938.408963199674
2008-01,844.995297629058
2008-02,864.4444136537232
2008-03,900.6392277350142
2008-04,891.9939947592155
2008-05,947.7103668761386
2008-06,869.8145025336954
2008-07,805.1399146946258
2008-08,771.7070641507003
2008-09,735.7587312435068
2008-10,549.8088584297769
2008-11,482.1904949265707
2008-12,419.70606095811405
2009-01,414.61150632161684
2009-02,370.2427800467904
2009-03,660.3712980820113
2009-04,675.1204967959181
2009-05,887.008091972155
2009-06,781.0127012014501
2009-07,761.0663512223776
2009-08,719.6159143571268
2009-09,731.302207384165
2009-10,669.8056607866987
2009-11,655.5870052435486
2009-12,784.6375745828041
2010-01,854.3485974939597
2010-02,828.6732477054628
2010-03,850.9773020860604
2010-04,839.7521413610401
2010-05,753.3765211277063
2010-06,756.1780002740711
2010-07,702.5454802030815
2010-08,758.7934362694743
2010-09,821.074948994088
2010-10,797.2819459148491
2010-11,799.9705387043474
2010-12,811.6024145339678
2011-01,861.7781064792828
2011-02,856.9243438421116
2011-03,767.6306949327698
2011-04,575.6687083860934
2011-05,704.124834985582
2011-06,616.3135430066551
2011-07,723.7801358887294
2011-08,664.0490633182401
2011-09,617.5152246804834
2011-10,663.6829288414681
2011-11,665.7589225186105
2011-12,659.3964782003052
2012-01,736.1031606856824
2012-02,779.4416446544443
2012-03,842.1958470721679
2012-04,813.8036497314249
2012-05,754.9649649438506
2012-06,739.4688058443185
2012-07,708.9683519048398
2012-08,716.9023334228199
2012-09,747.0147991455109
2012-10,684.007241512301
2012-11,652.6019245011388
2012-12,666.6380627879036
2013-01,698.8938623144196
2013-02,735.0240809823582
2013-03,723.8926590525756
2013-04,577.9845112843883
2013-05,507.1211642358484
2013-06,527.9583681874661
2013-07,472.9387979178963
2013-08,523.0561719428196
2013-09,499.728932405662
2013-10,493.4641951881164
2013-11,476.0492658583161
2013-12,497.2743763392648
2014-01,460.52345212277197
2014-02,421.91342594075365
2014-03,388.5802272588554
2014-04,446.6359017660219
2014-05,514.1012284164374
2014-06,515.8408754822113
2014-07,506.540696015612
2014-08,511.3521695711478
2014-09,506.05299121763073
2014-10,471.45238764693426
2014-11,467.33222753322315
2014-12,486.3366603090953
2015-01,520.5047623576039
2015-02,525.3068296266331
2015-03,493.83008810710544
2015-04,483.8830283968777
2015-05,510.8292716491002
2015-06,496.0518206228543
2015-07,480.53329343995205
2015-08,440.2220363958621
2015-09,433.4304641036671
2015-10,477.2381539143259
2015-11,444.1974062387848
2017-05,1000.0
2017-06,981.0172916735057
2017-07,973.8418107500756
2017-08,1056.1361342834387
2017-09,1325.9909205188167
2017-10,1868.4908501154061
2017-11,1593.2590375094112
2017-12,1498.805955272774
2018-01,1511.5304996341672
2018-02,1366.176127761752
2018-03,1335.952595797756
2018-04,1318.011657664726
2018-05,1144.2181955132532
2018-06,936.0924010808698
2018-07,934.1493451166242
2018-08,958.4512818116282
2018-09,903.2943942002544
2018-10,730.563612236772
2018-11,879.9273056591863
2018-12,826.2762053721086
2019-01,882.6183927692979
2019-02,811.8780209767671
2019-03,747.5253139719952
2019-04,666.3060658016051
2020-11,1000.0
2020-12,1054.229359922629
2021-01,1051.2329135456962
2021-02,1146.4650958422578
2021-03,1014.3900848010429
2021-04,874.582989230483
2021-05,944.3231877163479
2021-06,869.1010586782214
2021-07,704.1281068496558
2021-08,785.8717526435125
2021-09,790.5379736680167
2021-10,1018.2536114186099
2021-11,1057.0916112648124
2021-12,977.7632511268774
2022-01,1185.5343132347655
2022-02,1212.1076655700072
2022-03,1308.8360535630954
2022-04,1159.3801682812707
2022-05,1140.0681495320139
2022-06,1001.6839209541009
2022-07,1055.9968227401991
2022-08,959.5402530180218
2022-09,916.3852662597949
2022-10,1113.8903783337419
2022-11,1069.2114363387104
