Date,TURKEY SMALL CAP
1998-12,261.4388229160335
1999-01,248.54016889197425
1999-02,315.21055773843835
1999-03,372.2598253618955
1999-04,393.6269197366113
1999-05,401.8515983869443
1999-06,337.0742648498221
1999-07,365.05208910333664
1999-08,325.2130320740432
1999-09,374.9946670129715
1999-10,392.1670123276078
1999-11,497.83298367081215
1999-12,825.4426490020943
2000-01,1027.9974236424289
2000-02,891.5846818731741
2000-03,917.0406339006868
2000-04,1146.387247049391
2000-05,944.948261807183
2000-06,807.4226888721494
2000-07,817.502472373678
2000-08,821.6991692947105
2000-09,677.3450543051991
2000-10,793.0365110409739
2000-11,524.4333883289858
2000-12,505.2235342797153
2001-01,513.5598965601927
2001-02,271.0816846769635
2001-03,272.0979821693502
2001-04,361.33826921531113
2001-05,322.08119306758664
2001-06,318.6086794330671
2001-07,272.62710990609907
2001-08,260.6054988598778
2001-09,179.0981969022201
2001-10,233.5033598303355
2001-11,294.75589167180067
2001-12,347.93937994783937
2002-01,407.5720910530801
2002-02,326.6533918326472
2002-03,348.1929164207893
2002-04,332.78038957337236
2002-05,273.2963850824997
2002-06,249.62575596653218
2002-07,266.55557829210477
2002-08,256.2993823730866
2002-09,223.78237791328476
2002-10,246.24087313630307
2002-11,348.4700637084328
2002-12,236.67986744861852
2003-01,244.03331435059826
2003-02,256.03201779810445
2003-03,199.32392906239306
2003-04,259.61071704804044
2003-05,272.7346003067027
2003-06,263.73276430706335
2003-07,262.315419976367
2003-08,293.915755799023
2003-09,303.5248438322414
2003-10,341.9846559221426
2003-11,320.09295755752487
2003-12,401.0405063752257
2004-01,397.4299732786289
2004-02,434.72092503105057
2004-03,468.05870109786764
2004-04,397.24606310115524
2004-05,345.32197059391393
2004-06,361.09888718614536
2004-07,401.024003716764
2004-08,414.1564285007703
2004-09,430.94295022647384
2004-10,437.841612607641
2004-11,416.757191709887
2004-12,476.66594682156267
2005-01,545.2976902245352
2005-02,576.8191811565516
2005-03,505.215647515873
2005-04,462.34203552758
2005-05,552.3757628119204
2005-06,625.3179079803886
2005-07,683.9503651658474
2005-08,674.1368540816335
2005-09,747.3203533533509
2005-10,725.4816952827467
2005-11,863.5104182338853
2005-12,931.7932904025998
2006-01,1025.9189979130526
2006-02,1135.19977674131
2006-03,1009.33966101911
2006-04,1037.6301094917426
2006-05,738.9552208538076
2006-06,642.7719467903885
2006-07,702.3988810008645
2006-08,741.1090534711034
2006-09,734.0330781135495
2006-10,822.8685562217494
2006-11,752.8082608176145
2006-12,793.3306846931434
2007-01,834.1321334601081
2007-02,849.4200106824725
2007-03,895.9351590266476
2007-04,885.9036123689585
2007-05,1000.0
2007-06,1025.613629071999
2007-07,1087.7987316780857
2007-08,1049.6085944589606
2007-09,1138.139386448043
2007-10,1137.8094067620252
2007-11,1068.5911862998353
2007-12,1100.7691796848999
2008-01,860.4330459974575
2008-02,849.136369198286
2008-03,637.7632646772672
2008-04,760.1670723083032
2008-05,742.8147947069647
2008-06,644.1794136201304
2008-07,759.4007734446724
2008-08,790.4691959484762
2008-09,629.1997242092747
2008-10,394.18264335906804
2008-11,360.1318491985389
2008-12,345.79706366443133
2009-01,346.34354007913987
2009-02,327.90254253596015
2009-03,352.3773150024458
2009-04,461.62272458098556
2009-05,525.2696078394256
2009-06,614.5029700829085
2009-07,687.4567154019298
2009-08,754.4628114556458
2009-09,794.2896288904665
2009-10,793.2192366097822
2009-11,750.3413654046881
2009-12,927.9173357085081
2010-01,1070.5342181955646
2010-02,961.1680715513144
2010-03,1073.7586985080727
2010-04,1208.627742555281
2010-05,1076.7493103497143
2010-06,1084.385385866261
2010-07,1130.5569284759988
2010-08,1180.9520968332906
2010-09,1264.783202452264
2010-10,1323.7038018286437
2010-11,1298.8239627690327
2010-12,1358.4991651533778
2011-01,1265.3796765235613
2011-02,1215.454922249061
2011-03,1327.0768736102364
2011-04,1387.5784439088025
2011-05,1244.855874268577
2011-06,1212.320161708621
2011-07,1132.8602926129538
2011-08,924.7888646679401
2011-09,964.3755594870131
2011-10,978.9996494964906
2011-11,907.4756683597228
2011-12,864.460627633053
2012-01,1001.2259829213054
2012-02,1075.2310267873402
2012-03,1127.0538918837085
2012-04,1174.1344920989375
2012-05,1083.9687477504535
2012-06,1179.2731089884041
2012-07,1264.5352387613095
2012-08,1248.7616435789955
2012-09,1220.5905003479304
2012-10,1251.486208915125
2012-11,1290.5955933127354
2012-12,1355.0567901023749
2013-01,1392.7287977704802
2013-02,1428.9482533416503
2013-03,1527.577998949629
2013-04,1541.5516456894231
2013-05,1512.369097046195
2013-06,1304.8905142901913
2013-07,1260.5165555768342
2013-08,1068.7406969837123
