Date,TURKEY SMALL CAP
2013-09,1174.8599370892005
2013-10,1254.8742678392375
2013-11,1250.8884310865358
2013-12,1005.8230857638399
2014-01,922.1526719239533
2014-02,954.1198131759592
2014-03,993.3902612890328
2014-04,1092.3353525937628
2014-05,1146.0818480492949
2014-06,1147.3922556356863
2014-07,1186.8287096309507
2014-08,1195.9646974240109
2014-09,1128.4609017652078
2014-10,1242.7101403717843
2014-11,1262.1141654808182
2014-12,1248.8273667816115
2015-01,1354.7882380461422
2015-02,1322.9814722033896
2015-03,1292.288497939514
2015-04,1284.3812577346557
2015-05,1283.2093694389705
2015-06,1226.1502806506242
2015-07,1167.8041430473497
2015-08,997.2772650433898
2015-09,943.2161201915352
2015-10,1013.5516465532628
2015-11,1046.5203987409354
2015-12,1007.572106064668
2016-01,977.85792313923
2016-02,1005.2808986624298
2016-03,1116.1250748620407
2016-04,1173.8751472432011
2016-05,1060.4324823231445
2016-06,1066.0602262356124
2016-07,1019.0894930156965
2016-08,1070.426010416219
2016-09,1045.3082423565063
2016-10,1061.2464623393419
2016-11,934.5410252552662
2016-12,971.9440177607654
2017-01,947.3089082795565
2017-02,1009.2464476707047
2017-03,1009.915514882823
2017-04,1076.3747796726398
2017-05,1088.847534324298
2017-06,1101.1224531394516
2017-07,1163.4441899199985
2017-08,1192.9839807593062
2017-09,1089.211106480114
2017-10,1095.7886104170614
2017-11,972.6760144339829
2017-12,1150.8847157380499
2018-01,1175.071281539137
2018-02,1169.2235019754016
2018-03,1163.73741758061
2018-04,1055.9836446791915
2018-05,980.1243459536805
2018-06,937.801657169305
2018-07,880.415046462238
2018-08,645.9741837482927
2018-09,729.810189496062
2018-10,702.1337823570194
2018-11,779.1950437525692
2018-12,721.4311727746438
2019-01,824.5546396845534
2019-02,825.2693237862226
2019-03,726.771887767149
2019-04,718.1200896546279
2019-05,707.1746216532421
2019-06,739.1080042268339
2019-07,794.8696335045635
2019-08,764.2591084898197
2019-09,844.2405785439319
2019-10,782.3395469687721
2019-11,855.515790568597
2019-12,874.8061505426089
2020-01,937.094754882365
2020-02,804.2863823884863
2020-03,644.0648977307236
2020-04,708.9614830133879
2020-05,757.8864229661651
2020-06,848.3215626122953
2020-07,791.9321234079368
2020-08,700.121290755612
2020-09,718.3822620545809
2020-10,661.1960047202313
2020-11,813.3915711520542
2020-12,972.7908115926358
2021-01,1055.9951501768
2021-02,1074.0696860722674
2021-03,959.553449325907
2021-04,968.4034635887688
2021-05,919.6947506381849
2021-06,850.55089374487
2021-07,889.0723462516812
2021-08,947.8189241047195
2021-09,888.9860673994249
2021-10,887.5577151675936
2021-11,767.5290540034545
2021-12,774.48997512372
2022-01,876.4484535140766
2022-02,773.7254103342232
2022-03,866.3548200714238
2022-04,1006.5417701664638
2022-05,969.2266910147279
2022-06,943.679004397318
2022-07,1005.501793244019
2022-08,1153.2729389932822
2022-09,1187.3275581131845
2022-10,1416.667860536103
2022-11,1751.7097219054065
2022-12,1902.7675683345067
2023-01,1650.3712065379382
2023-02,1776.066402829226
2023-03,1505.5788583258166
2023-04,1413.7587114460375
2023-05,1474.478268579268
2023-06,1311.9836199893857
2023-07,1624.7284093688675
