Date,TUNISIA SMALL CAP
2010-11,1000.0
2010-12,949.0653898360222
2011-01,822.39581559365
2011-02,661.9015874292411
2011-03,706.8624709970154
2011-04,662.3012597476511
2011-05,687.721213722715
2011-06,725.174945755927
2011-07,769.9678629556729
2011-08,776.0747855407924
2011-09,817.0949757413786
2011-10,780.8999686719874
2011-11,793.2306899446277
2011-12,809.1353331882045
2012-01,806.9987992819463
2012-02,794.3701830155161
2012-03,783.4632248986437
2012-04,808.926217975843
2012-05,825.594924414282
2012-06,797.3364430789474
2012-07,830.2793803092343
2012-08,815.222259821167
2012-09,774.8468317383838
2012-10,752.1582486914174
2012-11,709.2023881838775
2012-12,696.6209029623203
2013-01,688.9363526131037
2013-02,681.6008882233517
2013-03,694.757631431071
2013-04,656.7480494121768
2013-05,642.4427231373705
2013-06,648.8001900232911
2013-07,623.3637438488266
2013-08,642.57771728675
2013-09,624.0763739759124
2013-10,613.4817370478421
2013-11,598.6350093109804
2013-12,589.3186996649063
2014-01,618.0404687175039
2014-02,623.4762806231219
2014-03,608.9232238876972
2014-04,579.6888228448588
2014-05,551.8784464175809
2014-06,550.1499448559464
2014-07,563.1932331073778
2014-08,550.8871411782162
2014-09,539.7622013500518
2014-10,545.5345554212904
2014-11,550.1279990205376
2014-12,558.6444883811829
2015-01,560.0441357196344
2015-02,560.4708280536302
2015-03,587.0618513056274
2015-04,596.47249427474
2015-05,590.3053575947142
2015-06,608.7486709693379
2015-07,613.8837004781524
2015-08,590.350122008969
2015-09,564.1278596020212
2015-10,560.178755603062
2015-11,538.9310845914753
2015-12,534.8960647215039
2016-01,544.7097562453876
2016-02,512.3302262077242
2016-03,490.1735698706198
2016-04,513.3765625552338
2016-05,509.8488708114714
2016-06,472.3926290940121
2016-07,464.98040717959213
2016-08,491.2148635774492
2016-09,482.75002604828546
2016-10,512.2746025914381
2016-11,519.838147967816
2016-12,519.242694006298
2017-01,513.494434523754
2017-02,545.2644671295822
2017-03,529.8259960516468
2017-04,495.1565335619447
2017-05,491.5000910105311
2017-06,537.03119413795
2017-07,545.7328763648211
2017-08,552.2856957240233
2017-09,539.3264522820605
2017-10,538.6836190259132
2017-11,534.5102759388285
2017-12,534.4245531672866
2018-01,558.1867333428378
2018-02,581.7928986324367
2018-03,576.1551874067299
2018-04,574.1057415381497
2018-05,598.4138395837937
2018-06,618.4995352762099
2018-07,617.2907204194898
2018-08,604.9303155437259
2018-09,547.2480450295088
2018-10,517.9248980459818
2018-11,496.30832310969646
2018-12,478.376493507806
2019-01,495.27152696562405
2019-02,469.46525373498713
2019-03,447.75049153898624
2019-04,462.2382769385474
2019-05,470.5419663927245
2019-06,494.86696895148896
2019-07,510.8628543285017
2019-08,514.0505575869015
2019-09,507.11112994524876
2019-10,501.85885084643473
2019-11,503.40536248887213
2019-12,520.8532097175915
2020-01,509.5163236216869
2020-02,514.223488081639
2020-03,440.5830304033337
2020-04,419.99936973124863
2020-05,431.4504471394263
2020-06,416.87032253660294
2020-07,410.50534036381845
2020-08,415.92862512092614
2020-09,418.0092241944701
2020-10,409.8236480144524
2020-11,415.04749818134445
2020-12,411.3153269910412
2021-01,395.4349056242064
2021-02,396.5688793831269
2021-03,425.57508535903133
2021-04,436.77149041559454
2021-05,465.1883080216322
2021-06,461.665310050692
2021-07,465.6490768947067
2021-08,477.44649312746657
2021-09,476.1172873688399
2021-10,455.9990791183874
2021-11,465.59271698153094
2021-12,461.9630953779024
2022-01,479.09141887639316
2022-02,475.5420550079977
2022-03,473.1254864361203
2022-04,495.75096019314714
2022-05,509.8758496849323
2022-06,521.335050239405
2022-07,565.0935319709075
2022-08,561.0295427115141
2022-09,602.9016447960175
2022-10,591.435455476519
2022-11,579.9582146683659
2022-12,587.4169153184974
2023-01,627.3765777267218
2023-02,606.5491591604841
2023-03,620.9562020051504
2023-04,644.2710548799165
2023-05,686.3341051458775
2023-06,686.1556845677809
2023-07,685.3617726975571
