Date,CZECH REPUBLIC SMALL CAP
1998-12,165.47306400652502
1999-01,151.56620582600965
1999-02,135.60760283822563
1999-03,142.06537639224524
1999-04,153.28249054218097
1999-05,196.56012525979568
1999-06,204.4516308415039
1999-07,215.98598649151882
1999-08,219.38674178580385
1999-09,233.00364262135076
1999-10,220.4800169413435
1999-11,205.61618109366452
1999-12,194.06429188398099
2000-01,216.51502176727635
2000-02,225.87137662608006
2000-03,226.41939079024374
2000-04,217.4766720494391
2000-05,202.43401478522503
2000-06,192.64701885528865
2000-07,199.47601285223362
2000-08,192.75836216956012
2000-09,192.48610245393994
2000-10,196.68510188694782
2000-11,180.96675492141736
2000-12,177.7309955995052
2001-01,194.9231160220936
2001-02,193.53025222290756
2001-03,202.63058893267151
2001-04,208.9222031091056
2001-05,211.64025147041443
2001-06,205.94139070073697
2001-07,198.6015808413567
2001-08,197.12117023361859
2001-09,188.94977228978033
2001-10,198.69594722094175
2001-11,215.64939466212414
2001-12,193.59311838656942
2002-01,206.30633901981795
2002-02,216.86308115736506
2002-03,223.21082442552213
2002-04,231.78405770927753
2002-05,237.8211243527425
2002-06,225.77620487197146
2002-07,239.281036042695
2002-08,237.32256765564003
2002-09,253.72373549322128
2002-10,222.7200936604731
2002-11,226.82033517807324
2002-12,216.8525941625346
2003-01,213.08690748718652
2003-02,219.5131235561481
2003-03,235.88117301371477
2003-04,251.49324216680031
2003-05,276.2183541859473
2003-06,296.26152303717305
2003-07,305.8057229619135
2003-08,314.37185344865696
2003-09,312.1449553249458
2003-10,328.693054419743
2003-11,334.4682042665189
2003-12,342.6013656520439
2004-01,336.7490340972937
2004-02,362.896961104034
2004-03,387.69572520554186
2004-04,452.78645184453575
2004-05,433.40144626488603
2004-06,428.8103162244456
2004-07,430.607506915292
2004-08,428.5137408051752
2004-09,438.3372538426405
2004-10,443.1509198939977
2004-11,467.2248133866245
2004-12,521.1612329025508
2005-01,598.3525213802931
2005-02,709.5198888964413
2005-03,638.1081953911158
2005-04,630.0661769269105
2005-05,621.6092563196636
2005-06,656.9270728004379
2005-07,687.5338723180514
2005-08,773.0945442179159
2005-09,871.791237559169
2005-10,838.4012374262722
2005-11,846.4037043951903
2005-12,875.6488735259435
2006-01,984.1660967605717
2006-02,969.2656262331111
2006-03,966.6258845188922
2006-04,904.5343327653613
2006-05,761.876572116766
2006-06,775.3601140293159
2006-07,817.7740576954315
2006-08,795.6948015107345
2006-09,839.4092679473574
2006-10,859.8552576784452
2006-11,864.0619104161763
2006-12,908.3470999833274
2007-01,905.1449925774433
2007-02,847.8356187460527
2007-03,946.7742571635102
2007-04,973.9680408960015
2007-05,1000.0
2007-06,1022.8955605421933
2007-07,1032.797915981169
2007-08,1007.1362712493992
2007-09,1073.5403529328262
2007-10,1153.4754766793737
2007-11,1108.0441967564875
2007-12,1134.9244214737635
2008-01,1014.0134918793001
2008-02,1030.6000877146357
2008-03,939.6019500338929
2008-04,902.577509648822
2008-05,903.2915291728738
2008-06,732.0931149669594
2008-07,790.3350828284725
2008-08,850.7416068861543
2008-09,773.0871973483987
2008-10,665.6550680415138
2008-11,807.0064690179352
2008-12,704.4595128351522
2009-01,708.8704493818989
2009-02,663.9064861637914
2009-03,673.7013020343073
2009-04,799.8228985283326
2009-05,848.8031214750563
2009-06,915.0357158658237
2009-07,973.5046312175792
2009-08,1201.1095809593473
2009-09,1350.6435647697158
2009-10,1135.3813583098756
2009-11,1101.5854727027004
2009-12,1130.0075919139192
2010-01,1283.744585107549
2010-02,1226.8642100807856
2010-03,1370.0735178393684
2010-04,1598.7025762634194
2010-05,1476.8726349162641
2010-06,1437.7581717319385
2010-07,1597.059671656575
2010-08,1645.2082206717794
2010-09,1626.9765139391905
2010-10,1580.7493900665047
2010-11,1557.1215322452836
2010-12,1624.3528134109497
2011-01,1537.501804441568
2011-02,1502.0651541306127
2011-03,1555.7674755712942
2011-04,1661.4545691624014
2011-05,1607.28514279594
2011-06,1546.9350435462165
2011-07,1521.3730037839682
