Date,CZECH REPUBLIC SMALL CAP
2011-08,1419.503994188256
2011-09,1248.8391994725976
2011-10,1346.7035620172223
2011-11,1276.2965181482668
2011-12,1228.7821693001954
2012-01,1231.4181207057052
2012-02,1244.8508553693398
2012-03,1249.5657788429685
2012-04,1270.2668787271007
2012-05,1174.8831027335968
2012-06,1178.0532693281407
2012-07,1184.9747775508702
2012-08,1209.9339399244352
2012-09,1243.355244444715
2012-10,1185.115124804958
2012-11,1165.192401292564
2012-12,1236.8307909232926
2013-01,1221.9971671112216
2013-02,1214.392622151463
2013-03,1134.531503235441
2013-04,1160.2903256918048
2013-05,1170.5466042073058
2013-06,1142.668101483774
2013-07,1186.5697949199277
2013-08,1282.3142994468071
2013-09,1326.3997501785898
2013-10,1158.5591054145116
2013-11,1084.2378562801525
2013-12,1175.45284473295
2014-01,1140.0489582426517
2014-02,1265.9796172500053
2014-03,1159.710527113815
2014-04,1123.9895245633004
2014-05,1135.9963279061208
2014-06,1143.2748345600357
2014-07,1141.5634777727923
2014-08,1129.4425475182586
2014-09,1133.0129539294248
2014-10,1131.3057301987067
2014-11,1211.781735901596
2014-12,1239.175523586263
2015-01,1255.8057878067132
2015-02,1332.5539081991035
2015-03,1268.2241979866305
2015-04,1291.9785276165267
2015-05,1301.9755763947005
2015-06,1267.477120270929
2015-07,1317.14361334036
2015-08,1379.5853076324977
2015-09,1404.5746142245555
2015-10,1419.0730726797258
2015-11,1483.6203785381895
2015-12,1591.3148729475272
2016-01,1561.2363096945626
2016-02,1564.7025086330896
2016-03,1615.4536418238101
2016-04,1704.1362144709976
2016-05,1669.0330880170163
2016-06,1608.7279540989798
2016-07,1676.336739659605
2016-08,1654.9786807513133
2016-09,1615.9975533295676
2016-10,1664.9468556367688
2016-11,1738.6324310560108
2016-12,1741.2205856651108
2017-01,1786.119788612434
2017-02,1841.1609102572575
2017-03,1879.0477937515404
2017-04,2143.246948929288
2017-05,2226.6143842640786
2017-06,2279.97202257017
2017-07,2385.6941392369845
2017-08,2368.9458507635572
2017-09,2352.6696445053603
2017-10,2439.6283364244273
2017-11,2489.4297453736317
2017-12,2470.8176812934885
2018-01,2477.8346971342585
2018-02,2448.547314210666
2018-03,2363.053007155489
2018-04,2410.0496880238725
2018-05,2194.648404864754
2018-06,2326.2561525332694
2018-07,2209.4800251809957
2018-08,2158.0880991033578
2018-09,2079.0569713823324
2018-10,1986.4991856717222
2018-11,1985.0030617426871
2018-12,1609.7935704034383
2019-01,1804.9802582011657
2019-02,2053.469700791833
2019-03,2368.5722204645435
2019-04,2398.5302093153837
2019-05,2218.605067041191
2019-06,2377.5817449940764
2019-07,2502.8379360841313
2019-08,2490.094331811706
2019-09,2499.436678866014
2019-10,2456.3397588836333
2019-11,2547.427935377009
2019-12,2604.613154005738
2020-01,2633.21053670131
2020-02,2469.2286814236
2020-03,1988.0122734361664
2020-04,2324.3150751303974
2020-05,2389.695051797526
2020-06,2109.7147206396285
2020-07,2156.9848181773173
2020-08,2309.776464569684
2020-09,2384.4282262877955
2020-11,1000.0
2020-12,1042.0184287634613
2021-01,1071.2824994569728
2021-02,1074.8104385444312
2021-03,1099.504181841813
2021-04,1116.858463174875
2021-05,1140.2636946587193
2021-06,1112.475514719145
2021-07,1132.5264229195345
2021-08,1222.882508960246
2021-09,1246.6963945402877
2021-10,1221.5006770877528
2021-11,1218.5812506080456
2021-12,1287.4230387817072
2022-01,1349.0762707342471
2022-02,1278.212589361453
2022-03,1415.559557171714
2022-04,1421.441555531215
2022-05,1476.0672211031913
2022-06,1408.26772296376
2022-07,1442.977603602292
2022-08,1444.0714674250219
2022-09,1429.8566441028513
2022-10,1449.068176446545
2022-11,1493.9236541774637
2022-12,1483.345831923942
2023-01,1542.3342543816013
2023-02,1590.0019556661277
2023-03,1608.5631704566822
2023-04,1610.6527184590318
2023-05,1634.9233019761264
2023-06,1613.6945384751732
2023-07,1628.999878717634
