Date,PAKISTAN SMALL CAP
2010-11,1000.0
2010-12,1008.3416329650313
2011-01,1034.541446929966
2011-02,926.1678997019691
2011-03,963.2692566477947
2011-04,946.073350771259
2011-05,956.1809698651234
2011-06,910.2234564653199
2011-07,904.5194842073455
2011-08,866.7528457456636
2011-09,1005.9838123732058
2011-10,993.1076087334683
2011-11,961.9700921862949
2011-12,948.3078666450675
2012-01,990.0408805956356
2012-02,1053.5383411103576
2012-03,1182.092874113694
2012-04,1231.321351624762
2012-05,1259.438140923381
2012-06,1158.7198539179058
2012-07,1277.4014890297117
2012-08,1286.7281765666069
2012-09,1231.931684970113
2012-10,1282.6133700902715
2012-11,1322.9085057570435
2012-12,1322.9470139028847
2013-01,1318.8601078612392
2013-02,1403.2890033471174
2013-03,1446.1361804079938
2013-04,1417.346322803181
2013-05,1587.7774655213489
2013-06,1619.973290298884
2013-07,1703.5491033158828
2013-08,1540.215310189938
2013-09,1470.3925938496438
2013-10,1524.29301801548
2013-11,1651.4082230251813
2013-12,1797.7804263128498
2014-01,1887.4525684452155
2014-02,1859.2058912111356
2014-03,2077.24500435831
2014-04,2166.7878969627377
2014-05,2262.467584136244
2014-06,2241.6832339552366
2014-07,2364.6027622201036
2014-08,2181.109448875387
2014-09,2433.2947268137063
2014-10,2570.6527458113683
2014-11,2747.5399735162505
2014-12,3001.717180538172
2015-01,3402.1829767998097
2015-02,3332.668401774575
2015-03,3167.4822150729483
2015-04,3392.338798628136
2015-05,3371.599664880193
2015-06,3498.2421644874794
2015-07,3664.9302955416847
2015-08,3532.7381409113264
2015-09,3291.3954462857673
2015-10,3471.06346423517
2015-11,3499.6638355751943
2015-12,3514.8886110349576
2016-01,3477.453473993604
2016-02,3405.408985360807
2016-03,3408.274381113479
2016-04,3514.338664777498
2016-05,3631.0980502609686
2016-06,3789.9390003021185
2016-07,4005.641055503282
2016-08,4066.2862874224843
2016-09,4099.366756278004
2016-10,4060.1518604643684
2016-11,4667.537305733721
2016-12,5168.871619263368
2017-01,5311.052841490354
2017-02,5328.526910775391
2017-03,5327.975293941933
2017-04,5505.420549739279
2017-05,5305.787260963404
2017-06,4665.566634961758
2017-07,4459.790439061113
2017-08,3999.6028660972643
2017-09,4105.081059304387
2017-10,3951.2164955545054
2017-11,3837.1248261920464
2017-12,3577.9138285342196
2018-01,3794.1492456542805
2018-02,3746.0112147345026
2018-03,3735.56876959443
2018-04,3845.59392064017
2018-05,3793.048624268189
2018-06,3525.883887699567
2018-07,3532.0161874403952
2018-08,3535.356439593941
2018-09,3410.2672988127874
2018-10,3399.914206330531
2018-11,3190.601696531502
2018-12,2777.6668564129145
2019-01,3089.4278171907754
2019-02,2988.061205277372
2019-03,2923.799116236355
2019-04,2788.8555514592617
2019-05,2673.707921771902
2019-06,2271.5306867163094
2019-07,2216.6859950762073
2019-08,2136.8165909829813
2019-09,2327.664706869545
2019-10,2424.766796642862
2019-11,2871.704731999729
2019-12,2893.633981998694
2020-01,3001.102965360679
2020-02,2809.118806582486
2020-03,2020.8466349173164
2020-04,2479.169724469615
2020-05,2343.3459422753763
2020-06,2275.429747624171
2020-07,2467.967204840852
2020-08,2520.5062038278625
2020-09,2545.6593284521828
2020-10,2596.202641829823
2020-11,2637.408399148952
2020-12,2688.979922005486
2021-01,2801.9985989128136
2021-02,2912.5742534127476
2021-03,2998.12412868611
2021-04,2905.7049904537107
2021-05,3056.4339901382714
2021-06,3027.1300886549448
2021-07,2902.230978956906
2021-08,2873.9231631940033
2021-09,2786.5961816262916
2021-10,2863.2474539783207
2021-11,2766.6742209749164
2021-12,2736.651844122045
2022-01,2840.1545735176264
2022-02,2796.7021326420954
2022-03,2788.6197373862105
2022-04,2984.5954398856406
2022-05,2680.6215501005404
2022-06,2585.7402265735604
2022-07,2186.5575892488123
2022-08,2528.0465737777777
2022-09,2423.856630828718
2022-10,2552.2951926988335
2022-11,2539.4896033695995
2022-12,2277.394168615613
2023-01,1948.4267626738201
2023-02,2078.6888536020315
2023-03,1897.605647574681
2023-04,1929.2200022959498
2023-05,1972.1230298532341
2023-06,1932.5508932296193
2023-07,2242.9034468465575
