Date,SWEDEN SMALL CAP
2000-12,100.0
2001-01,108.8654857142459
2001-02,98.61590923202202
2001-03,89.22414538117424
2001-04,96.20396522267104
2001-05,101.43185883013368
2001-06,97.1274703169068
2001-07,94.47805977800107
2001-08,87.68731226913407
2001-09,72.7332661305444
2001-10,84.12291622492383
2001-11,94.81252151066944
2001-12,98.16783248208596
2002-01,104.44263359881849
2002-02,107.46557204084311
2002-03,113.2065995215915
2002-04,110.20560903385379
2002-05,112.33775020609754
2002-06,105.4760417527973
2002-07,94.58539588094933
2002-08,88.51427792180206
2002-09,76.68353751096824
2002-10,88.13327833520286
2002-11,97.08607093059884
2002-12,89.03203259433727
2003-01,82.66663586186183
2003-02,79.76241183632817
2003-03,77.7325135309007
2003-04,86.33743562977371
2003-05,89.31480053068742
2003-06,94.21629946318767
2003-07,98.04839479165055
2003-08,105.31610835914817
2003-09,105.00541730964099
2003-10,112.52624052847666
2003-11,117.46042168309621
2003-12,120.1366902555609
2004-01,124.73481132395523
2004-02,129.6206208430998
2004-03,128.8311012279753
2004-04,131.0270675199786
2004-05,133.0459761205658
2004-06,131.92576287921457
2004-07,127.11049000255102
2004-08,127.12419094951267
2004-09,136.71629379990463
2004-10,137.72380752994985
2004-11,150.6872959748219
2004-12,153.44992994335848
2005-01,155.2678684262058
2005-02,167.90607229856386
2005-03,170.15949510083527
2005-04,168.25191334196714
2005-05,180.7795017543135
2005-06,186.58399630690388
2005-07,198.6814615728169
2005-08,194.93745964088393
2005-09,208.43507456550242
2005-10,198.44938206252456
2005-11,212.50834226476982
2005-12,230.31756058362635
2006-01,252.87446909844442
2006-02,258.4207567922325
2006-03,284.50881079587737
2006-04,294.42322337019016
2006-05,275.27056495389775
2006-06,271.95310090521156
2006-07,268.80420436034433
2006-08,272.9553991510094
2006-09,292.57203692941016
2006-10,300.97839691001445
2006-11,309.3979592903518
2006-12,334.4440328978581
2007-01,337.37201347312663
2007-02,326.66891148037206
2007-03,339.51650302292137
2007-04,353.41609710816846
2007-05,362.9335478766221
2007-06,348.7314580339775
2007-07,342.53181444050387
2007-08,322.29660607351536
2007-09,321.4073143798972
2007-10,323.18721221393406
2007-11,306.82894971460445
2007-12,298.2996013823641
2008-01,263.3500508806428
2008-02,284.1504826232699
2008-03,278.4290624625006
2008-04,275.61429513203774
2008-05,288.33192947058893
2008-06,250.81449069338782
2008-07,236.07693668890184
2008-08,242.37010184562754
2008-09,193.62488043619103
2008-10,147.7233306996614
2008-11,126.47485117739512
2008-12,124.97662381444334
2009-01,127.0906302355504
2009-02,118.22897033427384
2009-03,125.2219404224758
2009-04,165.88097040379105
2009-05,173.5751128593324
2009-06,165.73215507823915
2009-07,191.4995719931643
2009-08,206.0495211972723
2009-09,216.50244719456705
2009-10,225.20566089541796
2009-11,228.78708542929974
2009-12,243.5080275711853
2010-01,249.94299476149232
2010-02,260.3183049454305
2010-03,283.6516508580427
2010-04,284.1473629038748
2010-05,263.5388395700695
2010-06,257.4934601327875
2010-07,277.46223439460323
2010-08,269.2931931007078
2010-09,312.08676034937645
2010-10,312.00557673240087
2010-11,315.33439008987375
2010-12,354.44947289616766
2011-01,354.43989013013123
2011-02,349.7653882919741
2011-03,356.8313886174972
2011-04,361.2376192812448
2011-05,360.7285126662668
2011-06,338.5783949462576
2011-07,327.7689218574196
2011-08,297.75057457754457
2011-09,274.9580811454761
2011-10,310.9483709364398
2011-11,303.20240648627447
2011-12,321.04074171860464
2012-01,342.41326684956385
2012-02,357.92311481346866
2012-03,353.99073811278043
2012-04,354.776362910373
2012-05,337.552668612069
2012-06,341.7203426808598
2012-07,368.64024044051746
2012-08,362.93814077541674
2012-09,372.48222731264974
2012-10,360.1816751528309
2012-11,363.73045938721765
2012-12,378.34667135411604
2013-01,394.68152612591825
2013-02,436.67964054599696
2013-03,437.8920111002244
2013-04,436.10224043394237
2013-05,443.5771429206711
2013-06,419.9630689350734
2013-07,455.75415522179793
2013-08,452.67724216397954
2013-09,482.78951459470346
2013-10,491.15102468630005
2013-11,500.69395211367936
2013-12,511.3613306619124
2014-01,512.6764410437864
2014-02,550.215172402307
2014-03,545.5243804310302
2014-04,559.0477352518666
2014-05,583.9250413642769
2014-06,578.2716520207339
2014-07,551.6468492375107
2014-08,554.0979163256344
2014-09,540.8409688182967
2014-10,551.0388914423423
2014-11,566.3855836002176
2014-12,572.0939904078226
2015-01,614.3482054287427
2015-02,674.7731994469355
2015-03,676.9377947140306
2015-04,689.4210153975465
2015-05,687.373831922787
2015-06,651.5255525090362
2015-07,681.6996518485294
2015-08,661.2533920796285
2015-09,667.7817461232299
2015-10,724.0663577736918
2015-11,786.8857976349213
2015-12,781.8707218986784
2016-01,706.9235361476638
2016-02,733.60092580564
2016-03,759.1414657365276
2016-04,753.1955744759177
2016-05,785.2719503903487
2016-06,738.9050725371186
2016-07,783.3383967758059
2016-08,795.9696720042716
2016-09,810.9094976278834
2016-10,767.0526716742055
2016-11,764.9080859473462
2016-12,809.2758934620621
2017-01,812.9623269465092
2017-02,832.6826485025648
2017-03,831.63759109214
2017-04,874.0728920414153
2017-05,883.6945361202745
2017-06,870.584085465864
2017-07,862.2345305611982
2017-08,854.3482577640711
2017-09,872.469587112602
2017-10,875.1071161323641
2017-11,842.2522475415791
2017-12,859.5726063144585
2018-01,870.6619650589605
2018-02,840.7968833487266
2018-03,817.9737661339975
2018-04,851.5677207911655
2018-05,880.702643684284
2018-06,866.5383854585897
2018-07,909.842135500264
2018-08,906.7884318755881
2018-09,914.001606111738
2018-10,848.1045760437894
2018-11,831.9562626149261
2018-12,798.6723693323202
2019-01,851.250713501307
2019-02,868.8458240439951
2019-03,886.9086454566133
2019-04,902.9314298469945
2019-05,881.4119421139521
2019-06,930.100058591099
