Date,CHINA SMALL CAP
2007-12,1103.465368399081
2008-01,911.8910366487844
2008-02,942.5666517704948
2008-03,767.8099292051415
2008-04,837.0048293233014
2008-05,822.208342156418
2008-06,705.3487728395004
2008-07,684.0185727885073
2008-08,633.9788324334454
2008-09,530.6877859314721
2008-10,411.6166112571861
2008-11,442.7015980873939
2008-12,502.1934862570653
2009-01,519.7650160137025
2009-02,523.0516207877896
2009-03,573.5173355619189
2009-04,688.4012322155651
2009-05,848.4149721295099
2009-06,898.2626742443108
2009-07,1024.5496567703844
2009-08,923.695861960024
2009-09,946.7985224728507
2009-10,1034.2613861612695
2009-11,1110.2741823183046
2009-12,1219.0878755928693
2010-01,1196.0643804912738
2010-02,1274.9209466954865
2010-03,1382.6318848723874
2010-04,1391.7276626575824
2010-05,1320.412123263138
2010-06,1311.9006212724294
2010-07,1317.1980296626261
2010-08,1342.2926326830723
2010-09,1416.5018535442623
2010-10,1456.4559176155449
2010-11,1583.4444648464291
2010-12,1540.3008502302614
2011-01,1475.5997752694
2011-02,1407.7628498818601
2011-03,1408.8989990730759
2011-04,1381.9353326791938
2011-05,1364.9541650051835
2011-06,1276.7854720911882
2011-07,1269.325402105454
2011-08,1092.5056127891753
2011-09,938.3171294116081
2011-10,1032.1053892925297
2011-11,978.7747659715286
2011-12,982.5969274867381
2012-01,1031.8821683795163
2012-02,1149.321726047487
2012-03,1058.1547891529606
2012-04,1072.3402663666625
2012-05,1057.2140315465647
2012-06,1017.3646935515214
2012-07,997.7676102263877
2012-08,987.2247472373957
2012-09,1013.0408264785972
2012-10,1068.7147909084047
2012-11,1104.4695103864424
2012-12,1189.8486416070577
2013-01,1252.8122996354941
2013-02,1310.4091935634094
2013-03,1292.3571280037436
2013-04,1286.7531366766996
2013-05,1370.3785948221719
2013-06,1232.7460910797213
2013-07,1223.1022567132104
2013-08,1268.5612024481238
2013-09,1275.476591307215
2013-10,1315.1161186772301
2013-11,1359.318046399916
2013-12,1351.082552402946
2014-01,1389.4322002003962
2014-02,1378.3821220390857
2014-03,1348.6311464129772
2014-04,1287.7472916740292
2014-05,1342.3568133612223
2014-06,1358.7016395879211
2014-07,1448.345406581324
2014-08,1493.2970782307798
2014-09,1535.2130093593303
2014-10,1562.8179464926216
2014-11,1566.6163090280281
2014-12,1533.3425236647688
2015-01,1635.176581638032
2015-02,1653.6409399663335
2015-03,1841.6851527881302
2015-04,2253.2584576141994
2015-05,2466.9938019224146
2015-06,2136.1551715621886
2015-07,1812.8885576286848
2015-08,1522.5466129568342
2015-09,1558.9475257301806
2015-10,1726.8754500130108
2015-11,1782.6572553277833
2015-12,1767.3995989191637
2016-01,1505.29870390602
2016-02,1503.5935855269138
2016-03,1533.5251119165848
2016-04,1555.121704835195
2016-05,1555.6200492625835
2016-06,1543.8402563457091
2016-07,1545.5577794498156
2016-08,1673.7953363639303
2016-09,1685.4701436490664
2016-10,1702.4326068980422
2016-11,1769.5487841252084
2016-12,1711.8956876546808
2017-01,1737.849125902183
2017-02,1822.731214187302
2017-03,1855.613036615442
2017-04,1813.3203473107092
2017-05,1727.5857377148484
2017-06,1721.7243029809135
2017-07,1746.3288877372452
2017-08,1767.3238776429232
2017-09,1876.7930594629463
2017-10,1938.862846779364
2017-11,1828.434360430467
2017-12,1873.9481064888766
2018-01,1942.560820157971
2018-02,1882.250447992205
2018-03,1882.1084198066314
2018-04,1949.5765350960462
2018-05,2110.867817626942
2018-06,1944.8712163354483
2018-07,1887.0314749188035
2018-08,1799.4630829421062
2018-09,1756.4113550743825
2018-10,1619.14301212981
2018-11,1659.7525631599062
2018-12,1583.9363747068805
2019-01,1679.4870804493696
2019-02,1785.6953217682685
2019-03,1854.375284951903
2019-04,1858.8848869956025
2019-05,1707.109457506093
2019-06,1716.9841710801113
2019-07,1720.251852368663
2019-08,1637.146133482331
2019-09,1652.2374816778884
2019-10,1648.1160697476996
2019-11,1647.1862939194277
2019-12,1719.985625458796
2020-01,1657.9106763560699
2020-02,1708.720716296422
2020-03,1527.4367962415515
2020-04,1607.9498560825414
2020-05,1534.5614743293875
2020-06,1688.8796200331228
2020-07,1797.7968598874952
2020-08,1837.0262784863341
2020-09,1792.1669612537419
2020-10,1815.166406516842
2020-11,1955.1433685951456
2020-12,2007.2487176140407
2021-01,2231.7489900100954
2021-02,2427.072854021871
2021-03,2347.5979457307126
2021-04,2366.285415631191
2021-05,2367.50081370862
2021-06,2442.117850555424
2021-07,2191.219036430824
2021-08,2275.6865508995297
2021-09,2170.274993024286
2021-10,2140.1614790832286
2021-11,2118.028652974111
2021-12,2024.5395949527244
2022-01,1920.308767216136
2022-02,1834.7323428923535
2022-03,1731.363873041964
2022-04,1730.278671874386
2022-05,1673.095121352483
2022-06,1841.2290247837554
2022-07,1703.1748345560627
2022-08,1671.489934492562
2022-09,1456.5325099845702
2022-10,1302.7775010996645
2022-11,1572.613131692081
2022-12,1622.9627842745263
2023-01,1778.844742061401
2023-02,1663.0587460272577
2023-03,1528.8208196884975
2023-04,1475.7267178425702
2023-05,1332.0229757765703
2023-06,1309.0643296203648
2023-07,1404.9319120628618
