Date,AUSTRALIA SMALL CAP
2000-12,100.0
2001-01,101.96774191705249
2001-02,96.44571591487258
2001-03,89.42276311114765
2001-04,95.30162372879073
2001-05,100.58797388895839
2001-06,105.87693468656114
2001-07,100.23517894136018
2001-08,100.42851227252581
2001-09,90.5553264764771
2001-10,98.4260144299507
2001-11,103.69681188944278
2001-12,104.5110884379944
2002-01,111.415588866127
2002-02,112.77464067673156
2002-03,117.91731340930231
2002-04,111.7216277582471
2002-05,119.81418351282177
2002-06,108.63488791746236
2002-07,102.90162714111916
2002-08,108.29105486747129
2002-09,102.98231089386107
2002-10,103.39183051680074
2002-11,104.80483871262777
2002-12,102.23552648864263
2003-01,103.96410194094057
2003-02,101.27065983776441
2003-03,102.3654846698173
2003-04,108.73161860230601
2003-05,108.51647367944616
2003-06,117.00052877550114
2003-07,119.85885318363913
2003-08,126.22607088558917
2003-09,128.45287995724473
2003-10,141.76010624453806
2003-11,136.87384324182526
2003-12,139.1579583085275
2004-01,142.41406326291803
2004-02,148.71300391973816
2004-03,151.2711947127898
2004-04,145.70867752940114
2004-05,142.3946729878224
2004-06,142.42812545466836
2004-07,150.09752631362096
2004-08,155.21127174754582
2004-09,163.32347013938966
2004-10,175.2589914021461
2004-11,177.397108805034
2004-12,182.48949320621998
2005-01,193.65229412042768
2005-02,192.1154178535797
2005-03,192.06789310320747
2005-04,186.1308173513671
2005-05,197.03084842571027
2005-06,214.2563623858028
2005-07,224.36849733336254
2005-08,225.78948089043655
2005-09,246.45579229091527
2005-10,233.80814263971524
2005-11,247.18260087870866
2005-12,253.14027404109999
2006-01,259.5111795796305
2006-02,261.9628942453377
2006-03,269.20653074792585
2006-04,279.6939048640307
2006-05,263.17401005739265
2006-06,263.1134664203615
2006-07,267.45826692978915
2006-08,276.48691662079665
2006-09,280.4290311754027
2006-10,302.95097560842544
2006-11,308.1575534267705
2006-12,318.85123730074673
2007-01,322.8504913657718
2007-02,326.28441303419976
2007-03,343.13096760289426
2007-04,361.8733688370831
2007-05,378.7908556682022
2007-06,386.3464752084426
2007-07,377.3740755396304
2007-08,354.7712970094147
2007-09,377.34475059271847
2007-10,403.61422328474265
2007-11,362.71941872954386
2007-12,355.12100363076377
2008-01,309.64994419728197
2008-02,326.5272454500734
2008-03,295.74616043365836
2008-04,323.6117421735289
2008-05,329.0525715177588
2008-06,285.67508092860527
2008-07,276.98580907038126
2008-08,273.60209561839616
2008-09,229.26834206570265
2008-10,161.01136123585866
2008-11,139.09067754004627
2008-12,138.9297403097014
2009-01,126.55166497530132
2009-02,118.97694111486992
2009-03,139.52998400239213
2009-04,165.80667757148404
2009-05,179.99995175128413
2009-06,192.0979939767343
2009-07,215.50770631038455
2009-08,233.04844645596177
2009-09,251.22185667316464
2009-10,253.42605582841512
2009-11,257.70013197129487
2009-12,278.4189814451371
2010-01,263.2833419246087
2010-02,270.93607774573366
2010-03,297.7438825244471
2010-04,307.8860984967818
2010-05,272.90232447743495
2010-06,266.00637429774287
2010-07,280.31391619812916
2010-08,287.9764719144346
2010-09,315.1990846322854
2010-10,324.0999716146882
2010-11,337.95696582907294
2010-12,373.0633089814558
2011-01,348.6345828313341
2011-02,360.6497834877906
2011-03,362.42145612654207
2011-04,358.45276673950957
2011-05,357.90126016894976
2011-06,341.0056670712743
2011-07,350.4776434086294
2011-08,329.6877088030619
2011-09,290.09695490671055
2011-10,332.60227324638544
2011-11,321.3822821855716
2011-12,320.20334768976505
2012-01,353.52402175673785
2012-02,371.0992165165783
2012-03,357.8832785690919
2012-04,361.2218158550764
2012-05,325.9348897337959
2012-06,321.23929294227634
2012-07,340.6736326146051
2012-08,334.88112710084476
2012-09,342.46243274949495
2012-10,348.57380637030366
2012-11,345.3468952764091
2012-12,350.84875874470305
2013-01,358.46033157172633
2013-02,376.17404778656925
2013-03,381.0075017218454
2013-04,359.9514648734018
2013-05,320.96393461747596
2013-06,285.8676105068126
2013-07,297.14633045332664
2013-08,306.6144788109356
2013-09,321.1203987838511
2013-10,331.41907647681194
2013-11,305.9129887036098
2013-12,303.70761172381754
2014-01,293.2485667701092
2014-02,308.961799582201
2014-03,319.46472957521297
2014-04,317.8350967257106
2014-05,323.9550099938858
2014-06,323.6460549113353
2014-07,342.8038496748924
2014-08,353.7734616488655
2014-09,323.3559823877455
2014-10,329.93758816003026
2014-11,310.2804784293235
2014-12,313.03822968691316
2015-01,322.23020369781057
2015-02,351.1529296307399
2015-03,355.7872494230984
2015-04,352.11933426519846
2015-05,358.0716796673216
2015-06,323.1819024802196
2015-07,318.8353897064596
2015-08,291.8585128307873
2015-09,283.3050296514338
2015-10,311.6542137485352
2015-11,327.219078037024
2015-12,326.87567486812543
2016-01,305.2598650213083
2016-02,311.0072841185191
2016-03,337.87687610906096
2016-04,343.2520929577218
2016-05,347.4149165195824
2016-06,353.4829390484537
2016-07,389.351002587068
2016-08,382.17780534793746
