Date,AUSTRALIA SMALL CAP
2016-09,388.32252577156885
2016-10,377.3523605491634
2016-11,380.89440312713043
2016-12,390.35306169818955
2017-01,389.6003585623735
2017-02,407.9740477511994
2017-03,415.282454890541
2017-04,401.5221611795081
2017-05,384.1794819353067
2017-06,395.8729784224667
2017-07,395.4841046427056
2017-08,400.6424778824526
2017-09,398.7433274825824
2017-10,417.47465884158726
2017-11,417.31431092442125
2017-12,438.3002442659285
2018-01,435.3131300852308
2018-02,428.6952669747917
2018-03,410.3666012779042
2018-04,425.0608630023751
2018-05,448.84954387957254
2018-06,444.33345762081774
2018-07,443.1751989073901
2018-08,443.7089754780442
2018-09,443.6120638481685
2018-10,409.35982054936517
2018-11,416.15469560664894
2018-12,384.24932475843326
2019-01,420.36892046652866
2019-02,439.37620388192346
2019-03,445.1683916868625
2019-04,456.6575628410865
2019-05,446.40923751499764
2019-06,453.3512654216169
2019-07,478.47953162390536
2019-08,459.6801213793463
2019-09,470.8027029715906
2019-10,463.7859703828368
2019-11,469.016855178215
2019-12,475.97330033344434
2020-01,479.2332801554091
2020-02,423.0516302483837
2020-03,309.18053597304805
2020-04,386.26968491418376
2020-05,430.09993467644915
2020-06,444.48433836288774
2020-07,446.526228589835
2020-08,487.9209091197645
2020-09,468.54669449505656
2020-10,468.652777403895
2020-11,521.4252325702039
2020-12,549.241686356236
2021-01,546.3957142471955
2021-02,558.4049118580259
2021-03,579.0436321271219
2021-04,600.3512473289323
2021-05,593.1311857524347
2021-06,614.4259138298398
2021-07,611.9189491296377
2021-08,634.2451203633042
2021-09,629.7601404563743
2021-10,662.6200727892275
2021-11,644.8466301719278
2021-12,681.1454253288733
2022-01,612.3496991044361
2022-02,632.9064355825968
2022-03,700.7822830529186
2022-04,690.8778304131099
2022-05,649.9184934099695
2022-06,556.3890939452263
2022-07,634.3871499222475
2022-08,652.1825023461979
2022-09,574.7964277818088
2022-10,604.3746096448742
2022-11,637.1509671331983
2022-12,596.1603440565007
2023-01,644.8662310357389
2023-02,607.8026294861623
2023-03,577.824243318135
2023-04,578.5594648354081
2023-05,577.0937632027899
2023-06,581.6281865565619
2023-07,604.2665888195853
