Date,SPAIN SMALL CAP
2019-05,358.205745933852
2019-06,363.2885221038801
2019-07,357.1058912177952
2019-08,349.30637059265905
2019-09,355.2956558968581
2019-10,367.12548907547307
2019-11,380.4201713506036
2019-12,381.5673307693473
2020-01,374.5815547512452
2020-02,355.9406362557308
2020-03,273.78757902210043
2020-04,295.79266828504586
2020-05,296.96891631693484
2020-06,301.8889875028856
2020-07,295.93710288060464
2020-08,308.1397657130291
2020-09,303.8187555725679
2020-10,286.52986089200294
2020-11,346.14241712054593
2020-12,359.56692342074217
2021-01,358.4399061057541
2021-02,384.867682519257
2021-03,405.0008832587935
2021-04,415.9402547301859
2021-05,427.7297538113275
2021-06,414.9490206483904
2021-07,420.35651525679214
2021-08,429.3336782030161
2021-09,428.8281897846364
2021-10,438.5406451677585
2021-11,414.5619943054696
2021-12,433.396939296186
2022-01,428.153170355915
2022-02,430.0644156788676
2022-03,439.54575598328523
2022-04,446.19655983639336
2022-05,454.636063277215
2022-06,419.72219181458513
2022-07,412.2353473295871
2022-08,405.2382744945011
2022-09,380.565546226607
2022-10,407.2295277049667
2022-11,427.3718966346327
2022-12,427.9821989782913
2023-01,472.9024221601277
2023-02,484.3261248871312
2023-03,445.29002709120886
2023-04,438.9503051807869
2023-05,432.38215357183645
2023-06,454.3917453282763
2023-07,476.81127143602146
