Date,KUWAIT DOMESTIC SMALL CAP
2019-03,320.52285559014365
2019-04,335.6385993324506
2019-05,342.48103423975624
2019-06,339.0944667446444
2019-07,361.90941526462973
2019-08,348.1499803513751
2019-09,342.79900096789845
2019-10,338.51191284388597
2019-11,353.0655183390438
2019-12,347.3015359500995
2020-01,353.79893133473297
2020-02,344.2793900430514
2020-03,242.64735883885842
2020-04,271.2418865197666
2020-05,266.2752591605013
2020-06,277.19443349370573
2020-07,251.49212867454
2020-08,245.94750382994008
2020-09,265.3443725223285
2020-10,277.73989626867586
2020-11,280.9238966451486
2020-12,288.11521529093056
2021-01,299.1305542627351
2021-02,300.0341145543247
2021-03,319.09794209871063
2021-04,342.379739256538
2021-05,335.62377140989423
2021-06,360.54642612316974
2021-07,361.78269899081687
2021-08,366.8297699172092
2021-09,377.5599176035793
2021-10,391.76727054043516
2021-11,379.5596823476851
2021-12,398.6001632675628
2022-01,423.15990335116646
2022-02,444.80001668717597
2022-03,466.37771865295025
2022-04,513.311917200202
2022-05,484.71180427342347
2022-06,451.77583999622067
2022-07,483.4347640142654
2022-08,488.7521625794335
2022-09,432.5542284282328
2022-10,438.1776129785521
2022-11,438.0317210345849
2022-12,405.4364609799405
2023-01,395.4972602264172
2023-02,401.1916931172912
2023-03,387.2472483845607
2023-04,398.7312265915359
2023-05,404.99524794605475
2023-06,404.28659561324224
2023-07,411.54336761318393
