Date,SINGAPORE SMALL CAP
2000-12,100.0
2001-01,100.45872629435391
2001-02,104.24732548115671
2001-03,92.71312569355017
2001-04,98.16213715711618
2001-05,98.53333117524457
2001-06,106.611242965027
2001-07,99.6731304292907
2001-08,95.68490059108295
2001-09,82.18447755664812
2001-10,81.91117327985258
2001-11,88.77627301730394
2001-12,94.30150296194549
2002-01,108.28811734324225
2002-02,106.62413404358382
2002-03,106.86044365976326
2002-04,103.86624373692865
2002-05,100.26429997856519
2002-06,93.72688674515173
2002-07,91.39259665997336
2002-08,90.32204339392351
2002-09,79.15881616942798
2002-10,85.79632981856457
2002-11,87.30874144889971
2002-12,82.15068882302533
2003-01,80.25562519391552
2003-02,81.17543055185864
2003-03,79.45003985647682
2003-04,79.45026068050628
2003-05,85.12965772724033
2003-06,91.89527535916741
2003-07,100.5601774401867
2003-08,104.340717385558
2003-09,103.44668563897866
2003-10,110.50316861230812
2003-11,105.14576104677396
2003-12,104.54382822290701
2004-01,112.5384760511727
2004-02,112.26389345934034
2004-03,117.91860365855506
2004-04,114.27434712668972
2004-05,114.16567159672461
2004-06,116.42847090562881
2004-07,118.97354388333179
2004-08,121.94422675115472
2004-09,126.03159891131155
2004-10,127.2255858583712
2004-11,128.26944801368757
2004-12,132.51200761741663
2005-01,141.70566030328402
2005-02,146.90322037641917
2005-03,149.94068856694395
2005-04,156.13346002769208
2005-05,166.7675005194645
2005-06,179.24702081012103
2005-07,188.3221102004528
2005-08,181.67938025210208
2005-09,193.12949010506915
2005-10,186.45903858678767
2005-11,194.2681486889175
2005-12,199.7791696048507
2006-01,209.76963716448438
2006-02,226.68067717561084
2006-03,234.10470016142716
2006-04,236.901026300932
2006-05,212.88005824313737
2006-06,213.645271278943
2006-07,215.63066483958244
2006-08,225.56154736859543
2006-09,237.93917472076754
2006-10,253.13032950433046
2006-11,263.6454077205941
2006-12,284.03689555603523
2007-01,313.18870627054395
2007-02,310.25216877089736
2007-03,330.7957784923344
2007-04,343.03897805167406
2007-05,351.88673857852456
2007-06,369.99058582338034
2007-07,354.85076382001495
2007-08,335.3779528303442
2007-09,350.1540724689432
2007-10,359.7651516171508
2007-11,324.2161972390598
2007-12,332.1802427564096
2008-01,281.36604802160736
2008-02,291.24282985689877
2008-03,268.7376928052481
2008-04,286.91291352676444
2008-05,292.60799396702123
2008-06,267.1773407891132
2008-07,251.75313976704612
2008-08,232.0542761469221
2008-09,200.92286496453127
2008-10,143.9533685654283
2008-11,135.42026378252606
2008-12,142.1416260830009
2009-01,147.43925802407668
2009-02,134.5970175525695
2009-03,135.55266127695245
2009-04,160.6435119611314
2009-05,214.45910884998403
2009-06,212.19052514648294
2009-07,245.81574024161586
2009-08,246.66699679659976
2009-09,257.3232062950202
2009-10,260.61143645580074
2009-11,261.79461864885087
2009-12,294.8089061863364
2010-01,294.2558768693129
2010-02,301.65295886112284
2010-03,322.0632418913026
2010-04,348.6265095496117
2010-05,338.98537181861064
2010-06,352.35262742643846
2010-07,361.63400380278375
2010-08,363.6830077982739
2010-09,369.711163184528
2010-10,377.0574171461592
2010-11,393.3240536764924
2010-12,405.68863935727177
2011-01,393.0995243485928
2011-02,371.0284512355695
2011-03,372.0671337494651
2011-04,373.9109913841522
2011-05,379.48915478445235
2011-06,371.9051857131641
2011-07,384.2930657510368
2011-08,347.90375533810345
2011-09,309.54465492733334
2011-10,331.18777195624557
2011-11,312.89567809631217
2011-12,316.0764135398553
2012-01,353.5601937171866
2012-02,369.0751493681037
2012-03,370.34805236078245
2012-04,376.0132267720974
2012-05,370.0195297559336
2012-06,381.0731139171908
2012-07,417.27915598098974
2012-08,420.451650236273
2012-09,438.1964941291628
2012-10,438.76855102872423
2012-11,444.32517476041534
2012-12,453.1641387932527
2013-01,459.8087570215982
2013-02,484.2499118899821
2013-03,498.80798120612127
2013-04,498.16277415765876
2013-05,478.4313204121735
2013-06,449.81640754337195
2013-07,443.7109921522038
2013-08,427.0215523755105
2013-09,458.3700634705335
2013-10,432.57931912622644
2013-11,417.9980612575267
2013-12,409.71554237861596
2014-01,401.5623831269996
2014-02,403.30471018610206
2014-03,412.7149061777838
2014-04,427.3220207627498
2014-05,449.25868409400675
2014-06,451.13257539496016
2014-07,467.6047558910442
2014-08,474.00973410953566
2014-09,469.2886858856079
2014-10,468.57564303988335
2014-11,463.605756020091
2014-12,461.06111953251366
2015-01,505.62745979930236
2015-02,504.03793912151633
2015-03,520.5015431363292
2015-04,532.9977096007912
2015-05,526.8647535918424
2015-06,505.6629081008121
2015-07,489.2521743352379
2015-08,428.56410337631354
2015-09,425.11141317712946
2015-10,454.9842516144666
2015-11,463.3844132085901
2015-12,444.9323236028082
2016-01,422.1630746389054
2016-02,441.59802030855053
2016-03,460.5455316591881
2016-04,468.50056572944436
2016-05,468.25400578733223
2016-06,477.8828443354328
2016-07,491.610558479071
2016-08,491.32266844784095
2016-09,495.0369458276111
2016-10,495.2228928373084
2016-11,490.64839560776124
2016-12,484.378494349457
2017-01,501.22410257632083
2017-02,529.3537736434185
2017-03,535.6984565294135
2017-04,528.4736288635931
2017-05,514.742700634269
2017-06,518.2513825075602
2017-07,512.5359149778594
2017-08,512.1564570942961
2017-09,524.6575184876633
2017-10,544.532621570732
2017-11,538.7604534675711
2017-12,544.5567804559639
2018-01,562.8290838412821
2018-02,553.7646935462899
2018-03,553.9243755965404
2018-04,543.1897363533893
2018-05,550.0611656340154
2018-06,525.5672386190487
2018-07,537.9182245584879
2018-08,529.6029760622681
2018-09,533.7576915962344
2018-10,515.8621009399634
2018-11,532.2870622659877
2018-12,520.1826615838459
2019-01,562.5330073990423
2019-02,567.9087772313462
2019-03,583.8714199050916
2019-04,588.7956872477365
2019-05,575.9284206462611
2019-06,604.8298468439383
2019-07,607.4649892130238
2019-08,600.1372541885164
2019-09,619.0429115288773
2019-10,628.8183144985929
2019-11,641.7621251934505
2019-12,650.2708677329244
2020-01,650.5298622232689
2020-02,621.6334187327683
2020-03,478.2006815011516
2020-04,542.1864094751442
2020-05,557.2526304890777
2020-06,564.3148148417916
2020-07,552.1068367773807
2020-08,556.9219770616334
2020-09,565.2328543085172
2020-10,545.7928687596041
2020-11,595.3090789444833
2020-12,596.8685714697737
2021-01,609.3766784100704
2021-02,612.9142340160439
2021-03,649.8589639737344
2021-04,669.2542977949439
2021-05,651.6952656129505
2021-06,653.274359505464
2021-07,660.061344719189
2021-08,665.5214575873529
2021-09,659.7969848982519
2021-10,676.0108636210064
2021-11,676.1152107240495
2021-12,690.7450616472465
2022-01,669.8667676701027
2022-02,681.2903342465718
2022-03,727.9692090870452
2022-04,755.6002628235825
2022-05,731.2142963306079
2022-06,715.2567544438081
2022-07,751.907639308868
2022-08,758.312519835704
2022-09,697.3437091328905
2022-10,667.8100858780418
2022-11,697.7841285470212
2022-12,680.6067785332922
2023-01,719.9457301593043
2023-02,705.4262253153868
2023-03,695.9561201227145
2023-04,681.1842458051462
2023-05,686.6196647172759
2023-06,692.7623188140992
2023-07,702.6203016029103
