Date,ROMANIA SMALL CAP
2010-11,1000.0
2010-12,1003.5626288628379
2011-01,1139.2610016036435
2011-02,1185.531550329585
2011-03,1248.2264461860834
2011-04,1303.3647931290643
2011-05,1169.428536848072
2013-06,962.7835858051058
2013-07,993.9784592013914
2013-08,1000.8648352974461
2013-09,1002.6361136624662
2013-10,981.5028385396588
2013-11,1039.9810606789372
2013-12,1037.4871776783568
2014-01,995.7823012304408
2014-02,1047.4705256233378
2014-03,1091.2443634857566
2014-04,1150.6530083472621
2014-05,1239.0586600769668
2014-06,1321.2715051504797
2014-07,1323.4956387380964
2014-08,1376.0900813243122
2014-09,1489.5160691352949
2014-10,1473.7412134893545
2014-11,1548.2290693306152
2014-12,1566.6089861917537
2015-01,1600.6549349140705
2015-02,1646.5173090189219
2015-03,1588.2767115517486
2015-04,1591.807968420188
2015-05,1609.2881726739765
2015-06,1599.6901103933264
2015-07,1718.5384385150217
2015-08,1639.2512553757565
2015-09,1622.3671830251712
2015-10,1625.407426445072
2015-11,1686.6159373825108
2015-12,1671.1607934566912
2016-01,1565.6562023567797
2016-02,1587.2273736638422
2016-03,1623.93023204914
2016-04,1601.23176182886
2016-05,1628.5874215432157
2016-06,1721.66211385932
2016-07,1843.2295339655923
2016-08,1916.6864604804298
2016-09,1908.988970365361
2016-10,1852.1521086955033
2016-11,1854.7412452110946
2016-12,1820.4222523995593
2017-01,2048.4098685599056
2017-02,2211.69181937396
2017-03,2263.302570852857
2017-04,2243.7888391319366
2017-05,2522.857797680706
2017-06,2253.0723130324895
2017-07,2405.1923745936374
2017-08,2377.1616446894495
2017-09,2427.1961198332
2017-10,2433.840594894165
2017-11,2483.6350733316995
2017-12,2448.453228897608
2018-01,2600.279264295415
2018-02,2474.0365720943787
2018-03,2426.3751963520167
2018-04,2355.14489100859
2018-05,2137.6103304595813
2018-06,2240.141116057156
2018-07,2227.5515374383112
2018-08,2320.972974830547
2018-09,2266.6819202174074
2018-10,2238.4259588622767
2018-11,2265.8375668870794
2018-12,2017.3151901350004
2019-01,2027.4969170472684
2019-02,2086.9220507806963
2019-03,2036.4874512152292
2019-04,2065.066464141688
2019-05,2159.8601104319555
2019-06,2316.04926887367
2019-07,2326.861686722415
2019-08,2277.502779565469
2019-09,2316.064558351286
2019-10,2396.918480353166
2019-11,2343.3957720034728
2019-12,2339.3295638872146
2020-01,2276.507425983097
2020-02,2074.0548920094834
2020-03,1778.7438202254277
2020-04,1961.217140651252
2020-05,2172.3043931269654
2020-06,2214.568747688662
2020-07,2168.6787294138503
2020-08,2279.1773916555335
2020-09,2138.7844258253076
2020-10,2221.386300054625
2020-11,2230.796046629466
2020-12,2272.1775790050647
2021-01,2414.494711615621
2021-02,2336.8130797994722
2021-03,2336.139819766095
2021-04,2314.4365989886664
2021-05,2315.914512806674
2021-06,2389.678814946499
2021-07,2353.6966517176425
2021-08,2207.776819329394
2021-09,2196.3135491728135
2021-10,2231.1306631627335
2021-11,1874.797448804213
2021-12,1928.44799044439
2022-01,1930.0569339978938
2022-02,1739.3684737316594
2022-03,1750.3365748925287
2022-04,1694.1873977844468
2022-05,1684.89469622492
2022-06,1625.61607549363
2022-07,1626.187759912043
2022-08,1602.6001357513403
2022-09,1400.4903750831058
2022-10,1455.698473411468
2022-11,1556.8653965588828
2022-12,1601.2868236020227
2023-01,1678.8027994344395
2023-02,1707.5452696728632
2023-03,1652.9272973927273
2023-04,1734.936394433241
2023-05,1623.4025446456428
2023-06,1626.8117862219522
2023-07,1708.7784221235756
